date,code,action,price,shares,info
2021-03-09,000688.SZ,BUY,10.891739999999999,6500,SIGNAL
2021-03-09,600163.SH,BUY,4.87974,14500,SIGNAL
2021-03-09,603828.SH,BUY,4.909800000000001,14500,SIGNAL
2021-03-09,600726.SH,BUY,2.21442,32100,SIGNAL
2021-03-10,600188.SH,SELL,11.66662,5300,SIGNAL_LOST (-5.3%)
2021-03-10,002178.SZ,BUY,3.7575,18400,SIGNAL
2021-03-10,002862.SZ,BUY,11.28252,6100,SIGNAL
2021-03-10,600890.SH,BUY,3.9078,17700,SIGNAL
2021-03-10,000688.SZ,SELL,10.029900000000001,6500,STOP_LOSS (-8.0%)
2021-03-10,600726.SH,SELL,2.0458999999999996,32100,STOP_LOSS (-7.7%)
2021-03-11,000688.SZ,BUY,9.58914,7000,SIGNAL
2021-03-11,600726.SH,BUY,2.07414,32400,SIGNAL
2021-03-11,002178.SZ,SELL,3.4499862,18400,STOP_LOSS (-8.3%)
2021-03-11,002862.SZ,SELL,10.359158563200001,6100,STOP_LOSS (-8.3%)
2021-03-12,002836.SZ,BUY,11.523,5900,SIGNAL
2021-03-15,605208.SH,BUY,22.545,3000,SIGNAL
2021-03-15,002178.SZ,BUY,3.3867599999999998,20200,SIGNAL
2021-03-15,002862.SZ,BUY,11.69334,3800,SIGNAL
2021-03-15,603828.SH,SELL,4.5708400000000005,14500,STOP_LOSS (-7.0%)
2021-03-15,600890.SH,SELL,3.86226,17700,TRAILING_STOP (-1.2%)
2021-03-16,600163.SH,SELL,4.88022,14500,SIGNAL_LOST (-0.1%)
2021-03-16,000688.SZ,SELL,10.778400000000001,7000,SIGNAL_LOST (12.3%)
2021-03-16,600726.SH,SELL,2.18562,32400,SIGNAL_LOST (5.3%)
2021-03-16,603977.SH,BUY,8.09616,8300,SIGNAL
2021-03-16,002424.SZ,BUY,8.99796,7500,SIGNAL
2021-03-16,002777.SZ,BUY,20.12016,3300,SIGNAL
2021-03-16,600990.SH,BUY,48.597,1300,SIGNAL
2021-03-16,603229.SH,BUY,36.623099999999994,1800,SIGNAL
2021-03-16,002512.SZ,BUY,3.6572999999999998,5900,SIGNAL
2021-03-16,002836.SZ,SELL,10.57995768,5900,STOP_LOSS (-8.3%)
2021-03-16,605208.SH,SELL,20.6999172,3000,STOP_LOSS (-8.3%)
2021-03-16,002178.SZ,SELL,3.493,20200,TRAILING_STOP (3.1%)
2021-03-16,002862.SZ,SELL,10.73848,3800,STOP_LOSS (-8.2%)
2021-03-17,603380.SH,BUY,24.63918,2700,SIGNAL
2021-03-17,000045.SZ,BUY,8.15628,8200,SIGNAL
2021-03-18,603069.SH,BUY,19.16826,3500,SIGNAL
2021-03-19,002777.SZ,SELL,18.79234,3300,STOP_LOSS (-6.7%)
2021-03-22,002777.SZ,BUY,18.39672,3600,SIGNAL
2021-03-22,002424.SZ,SELL,9.07182,7500,TRAILING_STOP (0.7%)
2021-03-23,603977.SH,SELL,8.22352,8300,SIGNAL_LOST (1.5%)
2021-03-23,600990.SH,SELL,46.596619999999994,1300,SIGNAL_LOST (-4.2%)
2021-03-23,603229.SH,SELL,37.69446000000001,1800,SIGNAL_LOST (2.8%)
2021-03-23,002512.SZ,SELL,3.6027799999999996,5900,SIGNAL_LOST (-1.6%)
2021-03-23,603380.SH,SELL,23.373160000000002,2700,SIGNAL_LOST (-5.2%)
2021-03-23,000045.SZ,SELL,8.7325,8200,SIGNAL_LOST (7.0%)
2021-03-23,603069.SH,SELL,19.6606,3500,SIGNAL_LOST (2.5%)
2021-03-23,600088.SH,BUY,10.85166,6200,SIGNAL
2021-03-23,002859.SZ,BUY,31.67322,2100,SIGNAL
2021-03-23,002458.SZ,BUY,11.0721,6100,SIGNAL
2021-03-23,002853.SZ,BUY,26.312520000000003,2500,SIGNAL
2021-03-23,603817.SH,BUY,6.42282,10600,SIGNAL
2021-03-23,002805.SZ,BUY,18.30654,3700,SIGNAL
2021-03-24,002474.SZ,BUY,6.18234,10900,SIGNAL
2021-03-24,603817.SH,SELL,6.4131480000000005,10600,TRAILING_STOP (-0.2%)
2021-03-25,002642.SZ,BUY,4.86972,13700,SIGNAL
2021-03-25,603817.SH,BUY,6.47292,7800,SIGNAL
2021-03-25,600088.SH,SELL,10.643669999999998,6200,TRAILING_STOP (-2.0%)
2021-03-25,002474.SZ,SELL,5.6763772944,10900,STOP_LOSS (-8.3%)
2021-03-26,002474.SZ,BUY,6.412800000000001,10500,SIGNAL
2021-03-26,600088.SH,BUY,11.18232,5400,SIGNAL
2021-03-29,002777.SZ,SELL,19.97996,3600,SIGNAL_LOST (8.5%)
2021-03-29,605389.SH,BUY,83.8674,800,SIGNAL
2021-03-29,002474.SZ,SELL,6.00796,10500,STOP_LOSS (-6.4%)
2021-03-30,002859.SZ,SELL,32.74438,2100,SIGNAL_LOST (3.3%)
2021-03-30,002458.SZ,SELL,10.64866,6100,SIGNAL_LOST (-3.9%)
2021-03-30,002853.SZ,SELL,25.85818,2500,SIGNAL_LOST (-1.8%)
2021-03-30,002805.SZ,SELL,19.85022,3700,SIGNAL_LOST (8.3%)
2021-03-30,002642.SZ,SELL,4.81036,13700,SIGNAL_LOST (-1.3%)
2021-03-30,603817.SH,SELL,6.4371,7800,SIGNAL_LOST (-0.6%)
2021-03-30,603025.SH,BUY,22.22436,3000,SIGNAL
2021-03-30,002274.SZ,BUY,7.13424,9400,SIGNAL
2021-03-30,003006.SZ,BUY,21.50292,3100,SIGNAL
2021-03-30,000830.SZ,BUY,16.1322,4100,SIGNAL
2021-03-31,600088.SH,SELL,10.94806,5400,SIGNAL_LOST (-2.2%)
2021-03-31,600841.SH,BUY,9.979920000000002,6600,SIGNAL
2021-03-31,000550.SZ,BUY,28.056,2300,SIGNAL
2021-03-31,002962.SZ,BUY,16.272479999999998,4000,SIGNAL
2021-03-31,605389.SH,SELL,77.00369198400001,800,STOP_LOSS (-8.3%)
2021-03-31,002274.SZ,SELL,6.72652,9400,STOP_LOSS (-5.8%)
2021-04-01,002274.SZ,BUY,6.67332,9900,SIGNAL
2021-04-01,002383.SZ,BUY,6.0019800000000005,11000,SIGNAL
2021-04-01,600339.SH,BUY,3.507,12900,SIGNAL
2021-04-01,002962.SZ,SELL,16.365204,4000,TRAILING_STOP (0.5%)
2021-04-02,002962.SZ,BUY,18.025979999999997,3600,SIGNAL
2021-04-02,002274.SZ,SELL,6.7863999999999995,9900,TRAILING_STOP (1.6%)
2021-04-02,600339.SH,SELL,3.2933999999999997,12900,STOP_LOSS (-6.2%)
2021-04-06,002274.SZ,BUY,7.2645,9000,SIGNAL
2021-04-06,600339.SH,BUY,3.02604,14700,SIGNAL
2021-04-06,603025.SH,SELL,20.7584,3000,STOP_LOSS (-6.7%)
2021-04-07,603025.SH,BUY,20.22036,3000,SIGNAL
2021-04-07,003006.SZ,SELL,22.284342000000002,3100,TRAILING_STOP (3.6%)
2021-04-08,003006.SZ,BUY,22.9458,2800,SIGNAL
2021-04-08,002383.SZ,SELL,5.77842,11000,TRAILING_STOP (-3.8%)
2021-04-09,002383.SZ,BUY,6.412800000000001,10100,SIGNAL
2021-04-12,000830.SZ,SELL,15.90812,4100,STOP_LOSS (-1.5%)
2021-04-12,600841.SH,SELL,9.41114,6600,STOP_LOSS (-5.8%)
2021-04-12,000550.SZ,SELL,26.7464,2300,TRAILING_STOP (-4.7%)
2021-04-12,002274.SZ,SELL,7.2854,9000,TRAILING_STOP (0.2%)
2021-04-12,003006.SZ,SELL,24.52086,2800,TRAILING_STOP (6.8%)
2021-04-13,002962.SZ,SELL,17.594739999999998,3600,SIGNAL_LOST (-2.5%)
2021-04-13,600339.SH,SELL,2.9640600000000004,14700,SIGNAL_LOST (-2.1%)
2021-04-13,603025.SH,SELL,19.37118,3000,SIGNAL_LOST (-4.3%)
2021-04-13,603032.SH,BUY,13.96788,4600,SIGNAL
2021-04-13,002199.SZ,BUY,6.8136,9500,SIGNAL
2021-04-13,600025.SH,BUY,6.52302,10000,SIGNAL
2021-04-13,603919.SH,BUY,35.781420000000004,1800,SIGNAL
2021-04-14,002383.SZ,SELL,6.17762,10100,SIGNAL_LOST (-3.7%)
2021-04-14,002095.SZ,BUY,15.2304,4200,SIGNAL
2021-04-14,002321.SZ,BUY,3.66732,17400,SIGNAL
2021-04-14,603032.SH,SELL,12.85424,4600,STOP_LOSS (-8.0%)
2021-04-15,603032.SH,BUY,13.29654,4700,SIGNAL
2021-04-15,600202.SH,BUY,5.10018,12400,SIGNAL
2021-04-15,002321.SZ,SELL,3.3671865312,17400,STOP_LOSS (-8.3%)
2021-04-16,002321.SZ,BUY,3.14628,19800,SIGNAL
2021-04-16,600025.SH,SELL,6.0379,10000,STOP_LOSS (-7.5%)
2021-04-19,600814.SH,BUY,7.38474,8500,SIGNAL
2021-04-19,600025.SH,BUY,5.94186,10600,SIGNAL
2021-04-19,603919.SH,SELL,38.073699999999995,1800,TRAILING_STOP (6.3%)
2021-04-20,002199.SZ,SELL,6.7863999999999995,9500,SIGNAL_LOST (-0.5%)
2021-04-20,002095.SZ,SELL,14.98996,4200,SIGNAL_LOST (-1.7%)
2021-04-20,603032.SH,SELL,13.353240000000001,4700,SIGNAL_LOST (0.3%)
2021-04-20,600202.SH,SELL,4.60078,12400,SIGNAL_LOST (-9.9%)
2021-04-20,603290.SH,BUY,200.77074000000002,300,SIGNAL
2021-04-20,603333.SH,BUY,6.7134,9300,SIGNAL
2021-04-20,002475.SZ,BUY,36.41268,1700,SIGNAL
2021-04-20,600660.SH,BUY,48.60702,1200,SIGNAL
2021-04-20,000822.SZ,BUY,5.7615,10800,SIGNAL
2021-04-20,603799.SH,BUY,76.73316,500,SIGNAL
2021-04-20,600814.SH,SELL,6.986,8500,STOP_LOSS (-5.5%)
2021-04-21,002321.SZ,SELL,3.1337200000000003,19800,SIGNAL_LOST (-0.5%)
2021-04-21,002466.SZ,BUY,40.8816,1500,SIGNAL
2021-04-21,002460.SZ,BUY,99.198,600,SIGNAL
2021-04-26,600025.SH,SELL,5.6287199999999995,10600,SIGNAL_LOST (-5.3%)
2021-04-27,603290.SH,SELL,197.4044,300,SIGNAL_LOST (-1.8%)
2021-04-27,603333.SH,SELL,6.936100000000001,9300,SIGNAL_LOST (3.2%)
2021-04-27,002475.SZ,SELL,36.1276,1700,SIGNAL_LOST (-0.9%)
2021-04-27,600660.SH,SELL,50.7483,1200,SIGNAL_LOST (4.3%)
2021-04-27,000822.SZ,SELL,5.60876,10800,SIGNAL_LOST (-2.7%)
2021-04-27,603799.SH,SELL,74.44082,500,SIGNAL_LOST (-3.1%)
2021-04-27,002466.SZ,SELL,40.718399999999995,1500,SIGNAL_LOST (-0.5%)
2021-04-27,002460.SZ,SELL,97.57446,600,SIGNAL_LOST (-1.7%)
2021-04-27,603615.SH,BUY,9.719399999999998,6300,SIGNAL
2021-04-27,002338.SZ,BUY,18.827579999999998,3300,SIGNAL
2021-04-27,002988.SZ,BUY,15.87168,3900,SIGNAL
2021-04-27,600983.SH,BUY,9.719399999999998,6300,SIGNAL
2021-04-27,603353.SH,BUY,45.26034,1300,SIGNAL
2021-04-27,003002.SZ,BUY,16.8336,3600,SIGNAL
2021-04-27,000821.SZ,BUY,7.985939999999999,7700,SIGNAL
2021-04-28,000676.SZ,BUY,6.43284,9500,SIGNAL
2021-04-28,000829.SZ,BUY,6.623220000000001,5900,SIGNAL
2021-04-29,003002.SZ,SELL,16.15762,3600,STOP_LOSS (-4.1%)
2021-04-29,000829.SZ,SELL,7.4351,5900,TRAILING_STOP (12.2%)
2021-04-30,605289.SH,BUY,32.7153,1800,SIGNAL
2021-04-30,000829.SZ,BUY,6.4629,6600,SIGNAL
2021-04-30,002338.SZ,SELL,17.64464,3300,STOP_LOSS (-6.4%)
2021-04-30,000676.SZ,SELL,5.9063763744,9500,STOP_LOSS (-8.3%)
2021-05-06,000676.SZ,BUY,6.08214,10000,SIGNAL
2021-05-06,002338.SZ,BUY,17.45484,3000,SIGNAL
2021-05-06,600983.SH,SELL,9.9301,6300,TRAILING_STOP (2.1%)
2021-05-06,605289.SH,SELL,31.7364,1800,STOP_LOSS (-3.1%)
2021-05-07,605289.SH,BUY,30.28044,2000,SIGNAL
2021-05-07,600983.SH,BUY,9.28854,6500,SIGNAL
2021-05-07,000829.SZ,SELL,6.56684,6600,TRAILING_STOP (1.5%)
2021-05-07,000676.SZ,SELL,6.12772,10000,TRAILING_STOP (0.7%)
2021-05-10,000829.SZ,BUY,6.953880000000001,8700,SIGNAL
2021-05-10,003002.SZ,BUY,13.4268,3200,SIGNAL
2021-05-10,002988.SZ,SELL,14.850240000000001,3900,STOP_LOSS (-6.5%)
2021-05-11,603353.SH,SELL,46.965880000000006,1300,SIGNAL_LOST (3.7%)
2021-05-11,000821.SZ,SELL,7.81434,7700,SIGNAL_LOST (-2.2%)
2021-05-11,002338.SZ,SELL,17.33526,3000,SIGNAL_LOST (-0.8%)
2021-05-11,603619.SH,BUY,9.89976,6100,SIGNAL
2021-05-11,603398.SH,BUY,10.31058,5900,SIGNAL
2021-05-11,600271.SH,BUY,13.026,4700,SIGNAL
2021-05-11,603123.SH,BUY,7.705380000000001,6400,SIGNAL
2021-05-11,600983.SH,SELL,9.30136,6500,TRAILING_STOP (0.1%)
2021-05-12,605289.SH,SELL,30.2394,2000,SIGNAL_LOST (-0.2%)
2021-05-12,600965.SH,BUY,5.62122,10800,SIGNAL
2021-05-12,002173.SZ,BUY,8.026019999999999,7500,SIGNAL
2021-05-12,603615.SH,SELL,12.124951499999998,6300,TAKE_PROFIT (24.7%)
2021-05-12,000829.SZ,SELL,6.6866,8700,STOP_LOSS (-3.9%)
2021-05-13,603615.SH,BUY,11.18232,5500,SIGNAL
2021-05-13,000766.SZ,BUY,4.94988,12600,SIGNAL
2021-05-14,002173.SZ,SELL,8.4331,7500,TRAILING_STOP (5.0%)
2021-05-17,003002.SZ,SELL,13.41312,3200,SIGNAL_LOST (-0.2%)
2021-05-17,002173.SZ,BUY,7.9158,7800,SIGNAL
2021-05-17,603398.SH,SELL,9.91014,5900,STOP_LOSS (-4.0%)
2021-05-17,603615.SH,SELL,10.5289,5500,TRAILING_STOP (-5.9%)
2021-05-18,603619.SH,SELL,9.94008,6100,SIGNAL_LOST (0.3%)
2021-05-18,600271.SH,SELL,13.04386,4700,SIGNAL_LOST (0.1%)
2021-05-18,603123.SH,SELL,7.7844,6400,SIGNAL_LOST (0.9%)
2021-05-18,600965.SH,SELL,6.64668,10800,SIGNAL_LOST (18.1%)
2021-05-18,000766.SZ,SELL,4.86026,12600,SIGNAL_LOST (-1.9%)
2021-05-18,603799.SH,BUY,84.168,700,SIGNAL
2021-05-18,601689.SH,BUY,31.00188,2000,SIGNAL
2021-05-18,002709.SZ,BUY,70.14,900,SIGNAL
2021-05-18,601058.SH,BUY,10.44084,6000,SIGNAL
2021-05-18,603866.SH,BUY,37.84554,1600,SIGNAL
2021-05-19,600775.SH,BUY,7.7154,8100,SIGNAL
2021-05-19,002472.SZ,BUY,12.18432,5100,SIGNAL
2021-05-19,002173.SZ,SELL,8.04388,7800,TRAILING_STOP (1.5%)
2021-05-19,601058.SH,SELL,9.7305,6000,STOP_LOSS (-6.9%)
2021-05-20,603178.SH,BUY,11.35266,5500,SIGNAL
2021-05-20,601058.SH,BUY,9.65928,6500,SIGNAL
2021-05-21,001205.SZ,BUY,33.18624,1100,SIGNAL
2021-05-21,603866.SH,SELL,35.28928,1600,STOP_LOSS (-6.8%)
2021-05-24,603866.SH,BUY,34.8696,1700,SIGNAL
2021-05-24,603178.SH,SELL,10.479,5500,STOP_LOSS (-7.8%)
2021-05-24,001205.SZ,SELL,30.95796,1100,STOP_LOSS (-6.8%)
2021-05-25,603799.SH,SELL,92.44474,700,SIGNAL_LOST (9.7%)
2021-05-25,601689.SH,SELL,32.884100000000004,2000,SIGNAL_LOST (6.0%)
2021-05-25,002709.SZ,SELL,77.95378,900,SIGNAL_LOST (11.1%)
2021-05-25,600775.SH,SELL,7.46504,8100,SIGNAL_LOST (-3.3%)
2021-05-25,002472.SZ,SELL,12.275400000000001,5100,SIGNAL_LOST (0.7%)
2021-05-25,601058.SH,SELL,9.89018,6500,SIGNAL_LOST (2.3%)
2021-05-25,000596.SZ,BUY,244.488,200,SIGNAL
2021-05-25,000977.SZ,BUY,28.7574,2200,SIGNAL
2021-05-25,002103.SZ,BUY,4.6593,13600,SIGNAL
2021-05-25,603159.SH,BUY,15.39072,4100,SIGNAL
2021-05-25,002119.SZ,BUY,10.961879999999999,5700,SIGNAL
2021-05-25,002676.SZ,BUY,3.7575,16800,SIGNAL
2021-05-25,002712.SZ,BUY,5.661300000000001,11100,SIGNAL
2021-05-25,603826.SH,BUY,41.9337,1200,SIGNAL
2021-05-31,603866.SH,SELL,34.730399999999996,1700,SIGNAL_LOST (-0.5%)
2021-05-31,600536.SH,BUY,59.2182,1000,SIGNAL
2021-05-31,002676.SZ,SELL,3.5429,16800,TRAILING_STOP (-5.8%)
2021-06-01,000596.SZ,SELL,244.51,200,SIGNAL_LOST (-0.1%)
2021-06-01,000977.SZ,SELL,29.041800000000002,2200,SIGNAL_LOST (0.9%)
2021-06-01,002103.SZ,SELL,4.58082,13600,SIGNAL_LOST (-1.8%)
2021-06-01,603159.SH,SELL,15.469,4100,SIGNAL_LOST (0.4%)
2021-06-01,002119.SZ,SELL,11.40714,5700,SIGNAL_LOST (4.0%)
2021-06-01,002712.SZ,SELL,5.44908,11100,SIGNAL_LOST (-3.8%)
2021-06-01,603826.SH,SELL,44.570679999999996,1200,SIGNAL_LOST (6.2%)
2021-06-01,002642.SZ,BUY,4.73946,13200,SIGNAL
2021-06-01,603598.SH,BUY,11.83362,5300,SIGNAL
2021-06-01,002803.SZ,BUY,27.154200000000003,2300,SIGNAL
2021-06-01,002769.SZ,BUY,6.45288,9700,SIGNAL
2021-06-01,605305.SH,BUY,46.58298,1300,SIGNAL
2021-06-02,002411.SZ,BUY,5.511,11500,SIGNAL
2021-06-03,002940.SZ,BUY,40.090019999999996,1500,SIGNAL
2021-06-03,600536.SH,SELL,56.985800000000005,1000,STOP_LOSS (-3.8%)
2021-06-03,605305.SH,SELL,58.29318,1300,TAKE_PROFIT (25.0%)
2021-06-04,605305.SH,BUY,58.75728,1000,SIGNAL
2021-06-04,002411.SZ,SELL,5.5888,11500,TRAILING_STOP (1.3%)
2021-06-04,002940.SZ,SELL,38.460924000000006,1500,TRAILING_STOP (-4.1%)
2021-06-07,603511.SH,BUY,44.85954,1400,SIGNAL
2021-06-07,002940.SZ,BUY,40.30044,1500,SIGNAL
2021-06-07,605305.SH,SELL,55.90796,1000,STOP_LOSS (-4.9%)
2021-06-08,002642.SZ,SELL,4.9401,13200,SIGNAL_LOST (4.2%)
2021-06-08,603598.SH,SELL,11.3772,5300,SIGNAL_LOST (-3.9%)
2021-06-08,002803.SZ,SELL,26.60668,2300,SIGNAL_LOST (-2.1%)
2021-06-08,002769.SZ,SELL,6.3472800000000005,9700,SIGNAL_LOST (-1.7%)
2021-06-08,002416.SZ,BUY,9.14826,6800,SIGNAL
2021-06-08,002685.SZ,BUY,3.99798,15700,SIGNAL
2021-06-08,603777.SH,BUY,14.30856,4300,SIGNAL
2021-06-08,002472.SZ,BUY,13.2765,4700,SIGNAL
2021-06-08,002636.SZ,BUY,15.62118,4000,SIGNAL
2021-06-08,603511.SH,SELL,41.188235246400005,1400,STOP_LOSS (-8.3%)
2021-06-09,600536.SH,BUY,60.12,1000,SIGNAL
2021-06-09,601038.SH,BUY,14.99994,4100,SIGNAL
2021-06-09,002940.SZ,SELL,37.002251990400005,1500,STOP_LOSS (-8.3%)
2021-06-09,603777.SH,SELL,13.662619999999999,4300,TRAILING_STOP (-4.6%)
2021-06-10,600992.SH,BUY,8.016,7800,SIGNAL
2021-06-10,002416.SZ,SELL,9.700560000000001,6800,TRAILING_STOP (6.0%)
2021-06-10,600536.SH,SELL,59.649462,1000,TRAILING_STOP (-0.9%)
2021-06-11,600536.SH,BUY,66.132,900,SIGNAL
2021-06-11,002416.SZ,BUY,10.8216,5800,SIGNAL
2021-06-11,603777.SH,BUY,16.50294,3800,SIGNAL
2021-06-11,002636.SZ,SELL,15.49894,4000,STOP_LOSS (-0.9%)
2021-06-15,002636.SZ,BUY,14.51898,4200,SIGNAL
2021-06-15,600992.SH,SELL,7.6347000000000005,7800,TRAILING_STOP (-4.8%)
2021-06-15,600536.SH,SELL,62.88398,900,STOP_LOSS (-5.0%)
2021-06-15,002416.SZ,SELL,10.85824,5800,STOP_LOSS (0.3%)
2021-06-15,603777.SH,SELL,15.53886,3800,STOP_LOSS (-5.9%)
2021-06-16,605319.SH,BUY,20.78148,2900,SIGNAL
2021-06-16,600536.SH,BUY,59.859480000000005,1000,SIGNAL
2021-06-16,002416.SZ,BUY,9.979920000000002,6200,SIGNAL
2021-06-16,601038.SH,SELL,15.04984,4100,TRAILING_STOP (0.3%)
2021-06-17,605499.SH,BUY,215.43,200,SIGNAL
2021-06-17,600992.SH,BUY,8.60718,7100,SIGNAL
2021-06-17,601038.SH,BUY,16.34262,3100,SIGNAL
2021-06-17,605319.SH,SELL,19.080723676799998,2900,STOP_LOSS (-8.3%)
2021-06-18,605319.SH,BUY,19.59912,2800,SIGNAL
2021-06-18,002472.SZ,SELL,13.0738,4700,TRAILING_STOP (-1.6%)
2021-06-18,600992.SH,SELL,8.203560000000001,7100,STOP_LOSS (-4.8%)
2021-06-21,603777.SH,BUY,19.038,3200,SIGNAL
2021-06-21,002472.SZ,BUY,13.246440000000002,4400,SIGNAL
2021-06-21,601038.SH,SELL,16.598736000000002,3100,TRAILING_STOP (1.5%)
2021-06-22,002685.SZ,SELL,4.5409,15700,SIGNAL_LOST (13.5%)
2021-06-22,002636.SZ,SELL,15.169599999999999,4200,SIGNAL_LOST (4.4%)
2021-06-22,600536.SH,SELL,62.05564,1000,SIGNAL_LOST (3.6%)
2021-06-22,002416.SZ,SELL,9.660639999999999,6200,SIGNAL_LOST (-3.3%)
2021-06-22,605499.SH,SELL,254.53990000000002,200,SIGNAL_LOST (18.1%)
2021-06-22,002683.SZ,BUY,29.98986,2100,SIGNAL
2021-06-22,002923.SZ,BUY,24.76944,2500,SIGNAL
2021-06-22,603396.SH,BUY,44.62908,1400,SIGNAL
2021-06-22,002140.SZ,BUY,7.6452599999999995,8200,SIGNAL
2021-06-22,002335.SZ,BUY,18.867659999999997,3300,SIGNAL
2021-06-22,002711.SZ,BUY,0.29058,164700,SIGNAL
2021-06-23,605319.SH,SELL,21.247419999999998,2800,SIGNAL_LOST (8.3%)
2021-06-23,002624.SZ,BUY,23.12616,2500,SIGNAL
2021-06-23,603777.SH,SELL,18.359208000000002,3200,TRAILING_STOP (-3.6%)
2021-06-23,603396.SH,SELL,45.409,1400,TRAILING_STOP (1.7%)
2021-06-24,603396.SH,BUY,44.318459999999995,1400,SIGNAL
2021-06-24,600391.SH,BUY,22.2444,2700,SIGNAL
2021-06-25,002923.SZ,SELL,23.582739999999998,2500,STOP_LOSS (-4.9%)
2021-06-28,002472.SZ,SELL,14.35124,4400,SIGNAL_LOST (8.3%)
2021-06-28,002923.SZ,BUY,23.827560000000002,2600,SIGNAL
2021-06-28,601908.SH,BUY,9.58914,6400,SIGNAL
2021-06-28,002711.SZ,SELL,0.26946000000000003,164700,STOP_LOSS (-7.3%)
2021-06-29,002683.SZ,SELL,28.83222,2100,SIGNAL_LOST (-3.9%)
2021-06-29,002140.SZ,SELL,7.54488,8200,SIGNAL_LOST (-1.4%)
2021-06-29,002335.SZ,SELL,22.7045,3300,SIGNAL_LOST (20.2%)
2021-06-29,002624.SZ,SELL,25.299300000000002,2500,SIGNAL_LOST (9.3%)
2021-06-29,603396.SH,SELL,47.5547,1400,SIGNAL_LOST (7.2%)
2021-06-29,600391.SH,SELL,20.987940000000002,2700,SIGNAL_LOST (-5.7%)
2021-06-29,002890.SZ,BUY,18.136200000000002,3500,SIGNAL
2021-06-29,600055.SH,BUY,16.633200000000002,3800,SIGNAL
2021-06-29,603322.SH,BUY,14.63922,4400,SIGNAL
2021-06-29,002157.SZ,BUY,12.024000000000001,5300,SIGNAL
2021-06-29,002534.SZ,BUY,14.43882,4400,SIGNAL
2021-06-29,600332.SH,BUY,32.52492,1900,SIGNAL
2021-06-30,603693.SH,BUY,13.60716,3500,SIGNAL
2021-07-02,601908.SH,SELL,9.590779999999999,6400,TRAILING_STOP (-0.1%)
2021-07-05,002923.SZ,SELL,22.9041,2600,SIGNAL_LOST (-4.0%)
2021-07-05,605289.SH,BUY,27.4548,2300,SIGNAL
2021-07-05,600085.SH,BUY,39.76938,1400,SIGNAL
2021-07-06,002890.SZ,SELL,17.155620000000003,3500,SIGNAL_LOST (-5.5%)
2021-07-06,600055.SH,SELL,16.8662,3800,SIGNAL_LOST (1.3%)
2021-07-06,603322.SH,SELL,13.932080000000001,4400,SIGNAL_LOST (-4.9%)
2021-07-06,002157.SZ,SELL,12.08578,5300,SIGNAL_LOST (0.4%)
2021-07-06,002534.SZ,SELL,14.471,4400,SIGNAL_LOST (0.1%)
2021-07-06,600332.SH,SELL,34.98988,1900,SIGNAL_LOST (7.5%)
2021-07-06,603693.SH,SELL,13.19356,3500,SIGNAL_LOST (-3.1%)
2021-07-06,600071.SH,BUY,15.1302,4200,SIGNAL
2021-07-06,603559.SH,BUY,13.807559999999999,4600,SIGNAL
2021-07-06,002312.SZ,BUY,9.2685,6900,SIGNAL
2021-07-06,002190.SZ,BUY,27.054,2300,SIGNAL
2021-07-06,600085.SH,SELL,39.75034,1400,STOP_LOSS (-0.1%)
2021-07-07,603505.SH,BUY,22.013939999999998,2800,SIGNAL
2021-07-07,600725.SH,BUY,2.68536,23700,SIGNAL
2021-07-07,002312.SZ,SELL,9.441080000000001,6900,TRAILING_STOP (1.8%)
2021-07-08,603039.SH,BUY,79.659,800,SIGNAL
2021-07-08,002312.SZ,BUY,10.39074,6100,SIGNAL
2021-07-09,002442.SZ,BUY,7.54506,5600,SIGNAL
2021-07-09,002312.SZ,SELL,10.248462,6100,TRAILING_STOP (-1.4%)
2021-07-12,605289.SH,SELL,27.26536,2300,SIGNAL_LOST (-0.8%)
2021-07-13,600071.SH,SELL,14.95004,4200,SIGNAL_LOST (-1.3%)
2021-07-13,603559.SH,SELL,13.29336,4600,SIGNAL_LOST (-3.8%)
2021-07-13,002190.SZ,SELL,28.37314,2300,SIGNAL_LOST (4.8%)
2021-07-13,600725.SH,SELL,2.56486,23700,SIGNAL_LOST (-4.6%)
2021-07-13,603039.SH,SELL,75.89789999999999,800,SIGNAL_LOST (-4.8%)
2021-07-13,002902.SZ,BUY,13.567079999999999,4700,SIGNAL
2021-07-13,000796.SZ,BUY,8.827620000000001,7200,SIGNAL
2021-07-13,002184.SZ,BUY,13.026,4900,SIGNAL
2021-07-13,002707.SZ,BUY,5.55108,11500,SIGNAL
2021-07-13,603127.SH,BUY,176.00130000000001,300,SIGNAL
2021-07-14,002442.SZ,SELL,7.35526,5600,SIGNAL_LOST (-2.6%)
2021-07-14,600410.SH,BUY,7.8556799999999996,8200,SIGNAL
2021-07-14,603029.SH,BUY,14.629199999999999,4400,SIGNAL
2021-07-14,603505.SH,SELL,27.462390149999997,2800,TAKE_PROFIT (24.7%)
2021-07-15,603505.SH,BUY,28.2564,2200,SIGNAL
2021-07-15,002184.SZ,SELL,13.80234,4900,TRAILING_STOP (5.9%)
2021-07-16,002184.SZ,BUY,14.989920000000001,4300,SIGNAL
2021-07-20,002902.SZ,SELL,13.84226,4700,SIGNAL_LOST (1.9%)
2021-07-20,000796.SZ,SELL,8.50296,7200,SIGNAL_LOST (-3.8%)
2021-07-20,002707.SZ,SELL,5.4391,11500,SIGNAL_LOST (-2.1%)
