date,assets,market,positions,max_assets,dd
2020-03-05,1006214.2778331775,BULL,9,1030554.0263425,0.023618119853168494
2020-03-06,1006092.6514958974,BULL,8,1030554.0263425,0.02373614019385038
2020-03-09,974839.4112398974,BULL,6,1030554.0263425,0.05406277951320733
2020-03-10,958032.4516108974,BULL,5,1030554.0263425,0.07037144378445265
2020-03-11,946486.7292268975,BULL,6,1030554.0263425,0.08157485679228538
2020-03-12,927522.3846793775,BULL,4,1030554.0263425,0.09997694349784662
2020-03-13,923779.862950356,BULL,4,1030554.0263425,0.10360850635952792
2020-03-16,891317.243920356,BULL,7,1030554.0263425,0.1351086686025612
2020-03-17,889742.603665956,BULL,4,1030554.0263425,0.13663662367735585
2020-03-18,856109.4385741559,BULL,9,1030554.0263425,0.1692726274501675
2020-03-19,843665.5254884912,BULL,4,1030554.0263425,0.18134760146179593
2020-03-20,846733.5855201551,BULL,9,1030554.0263425,0.1783705037519818
2020-03-23,818451.0765450137,BULL,7,1030554.0263425,0.20581448849436143
2020-03-24,838665.8645958137,BULL,10,1030554.0263425,0.18619903162933563
2020-03-25,843890.6762081337,BULL,5,1030554.0263425,0.18112912604576986
2020-03-26,846577.5400949337,BULL,6,1030554.0263425,0.178521922718123
2020-03-27,827518.8333251338,BULL,5,1030554.0263425,0.19701557398009562
2020-03-30,825854.3665256379,BULL,7,1030554.0263425,0.19863069240858128
2020-03-31,829087.772871638,BULL,9,1030554.0263425,0.19549315059772096
2020-04-01,811704.482356838,BULL,10,1030554.0263425,0.21236105860686666
2020-04-02,818989.5277216379,BULL,9,1030554.0263425,0.2052920014021173
2020-04-03,813666.3876976379,BULL,10,1030554.0263425,0.2104573201412931
2020-04-07,831442.542595238,BULL,9,1030554.0263425,0.19320819545378035
2020-04-08,828750.8246368379,BULL,7,1030554.0263425,0.1958201089387561
2020-04-09,826383.171944438,BULL,9,1030554.0263425,0.19811756509523035
2020-04-10,811831.385227638,BULL,7,1030554.0263425,0.21223791817215273
2020-04-13,807648.0490274379,BULL,7,1030554.0263425,0.2162972261688882
2020-04-14,800482.579381438,BULL,8,1030554.0263425,0.22325025285437952
2020-04-15,802350.6957976379,BULL,10,1030554.0263425,0.22143752264475625
2020-04-16,783089.1680776379,BULL,10,1030554.0263425,0.24012798158979612
2020-04-17,788446.5796432379,BULL,10,1030554.0263425,0.2349294073970255
2020-04-20,793222.0568112379,BULL,8,1030554.0263425,0.23029551432016418
2020-04-21,785207.937907398,BULL,9,1030554.0263425,0.23807202937807198
2020-04-22,782421.4414613979,BULL,9,1030554.0263425,0.24077591134328005
2020-04-23,789609.4414613979,BULL,9,1030554.0263425,0.23380102228723448
2020-04-24,780047.167861398,BULL,8,1030554.0263425,0.24307979210965425
2020-04-27,776176.896395798,BULL,6,1030554.0263425,0.24683531716381937
2020-04-28,771783.3657903281,BULL,10,1030554.0263425,0.251098587689347
2020-04-29,770252.9661583282,BULL,8,1030554.0263425,0.2525836137946075
2020-04-30,785098.0776255282,BULL,9,1030554.0263425,0.23817863250518767
2020-05-06,792843.3306045282,BULL,8,1030554.0263425,0.23066301199328848
2020-05-07,798490.3238138083,BULL,8,1030554.0263425,0.225183441718529
2020-05-08,806901.3238138083,BULL,8,1030554.0263425,0.2170218123570377
2020-05-11,812293.4458570243,BULL,6,1030554.0263425,0.2117895567882996
2020-05-12,812352.0359718242,BULL,3,1030554.0263425,0.21173270376235215
2020-05-13,810895.5958388243,BULL,4,1030554.0263425,0.21314596313136253
2020-05-14,819494.8986388242,BULL,6,1030554.0263425,0.20480161380062495
2020-05-15,825481.8986388242,BULL,6,1030554.0263425,0.1989921173094529
2020-05-18,824841.5149268243,BULL,5,1030554.0263425,0.199613514825382
2020-05-19,821587.7360592245,BULL,5,1030554.0263425,0.20277082515014747
2020-05-20,826156.8532892244,BULL,7,1030554.0263425,0.1983371738196917
2020-05-21,823153.5286132344,BULL,5,1030554.0263425,0.20125145545774326
2020-05-22,822932.4837062344,BULL,7,1030554.0263425,0.20146594679089977
2020-05-25,812150.9110951782,BULL,5,1030554.0263425,0.21192786565731828
2020-05-26,822207.0775191783,BULL,8,1030554.0263425,0.2021698460222973
2020-05-27,830179.1578967783,BULL,7,1030554.0263425,0.19443412312585348
2020-05-28,821219.5893719783,BULL,7,1030554.0263425,0.2031280569670496
2020-05-29,826951.6592934183,BULL,6,1030554.0263425,0.19756593234774805
2020-06-01,842703.6545634184,BULL,7,1030554.0263425,0.18228095468781413
2020-06-02,849278.8851112183,BULL,8,1030554.0263425,0.17590066759977482
2020-06-03,861193.3597518184,BULL,9,1030554.0263425,0.1643394351597006
2020-06-04,865915.8818802183,BULL,9,1030554.0263425,0.1597569271031745
2020-06-05,861910.7745842184,BULL,8,1030554.0263425,0.16364329035403116
2020-06-08,863195.6854740183,BULL,8,1030554.0263425,0.16239647470249258
2020-06-09,866584.9152684181,BULL,7,1030554.0263425,0.1591077293211093
2020-06-10,861446.3466664181,BULL,9,1030554.0263425,0.16409394884056247
2020-06-11,849221.3498248181,BULL,8,1030554.0263425,0.17595649707103936
2020-06-12,850909.6812256181,BULL,8,1030554.0263425,0.17431822158266733
2020-06-15,839948.8480224181,BULL,6,1030554.0263425,0.18495408629526341
2020-06-16,848656.6058996182,BULL,8,1030554.0263425,0.17650449738035273
2020-06-17,857532.8549988181,BULL,9,1030554.0263425,0.16789141269744462
2020-06-18,859200.1177828182,BULL,8,1030554.0263425,0.16627358118023902
2020-06-19,857506.6337424181,BULL,10,1030554.0263425,0.16791685654194935
2020-06-22,856444.3678663368,BULL,7,1030554.0263425,0.1689476281938261
2020-06-23,852280.7794983368,BULL,9,1030554.0263425,0.17298777384516748
2020-06-24,849720.2756362729,BULL,8,1030554.0263425,0.17547236348977968
2020-06-29,844335.5970710728,BULL,8,1030554.0263425,0.18069739626589781
2020-06-30,860328.7004094727,BULL,5,1030554.0263425,0.16517845894714275
2020-07-01,872010.6590130727,BULL,7,1030554.0263425,0.15384284887237545
2020-07-02,872731.9914610727,BULL,8,1030554.0263425,0.15314290260118382
2020-07-03,887307.6812630726,BULL,9,1030554.0263425,0.13899935512145586
2020-07-06,902858.5016977212,BULL,7,1030554.0263425,0.12390958783401014
2020-07-07,890893.0050756813,BULL,6,1030554.0263425,0.13552032954786888
2020-07-08,897806.5178654812,BULL,10,1030554.0263425,0.1288117896624478
2020-07-09,911678.3633824812,BULL,11,1030554.0263425,0.11535121878269297
2020-07-10,888101.7851448203,BULL,10,1030554.0263425,0.1382287949553227
2020-07-13,910654.9463960202,BULL,9,1030554.0263425,0.11634429334288181
2020-07-14,902521.6210328201,BULL,9,1030554.0263425,0.12423648060846926
2020-07-15,888003.40823442,BULL,7,1030554.0263425,0.1383242551717555
2020-07-16,879138.84773362,BULL,4,1030554.0263425,0.1469259978016503
2020-07-17,902866.2493110199,BULL,8,1030554.0263425,0.12390206992315766
2020-07-20,939620.5741490199,BULL,9,1030554.0263425,0.08823744303460591
2020-07-21,958366.0124446199,BULL,10,1030554.0263425,0.07004777241430013
2020-07-22,959329.71428002,BULL,9,1030554.0263425,0.06911264256106932
2020-07-23,951053.76385982,BULL,10,1030554.0263425,0.07714322631374444
2020-07-24,925903.27778462,BULL,6,1030554.0263425,0.10154804685911717
2020-07-27,936653.56861442,BULL,8,1030554.0263425,0.09111648232683009
2020-07-28,946226.62675102,BULL,10,1030554.0263425,0.08182724770943178
2020-07-29,960593.62675102,BULL,10,1030554.0263425,0.06788620276393836
2020-07-30,949229.62675102,BULL,10,1030554.0263425,0.07891328112132594
2020-07-31,953472.62675102,BULL,10,1030554.0263425,0.07479607824642313
2020-08-03,961582.97147302,BULL,8,1030554.0263425,0.06692619028840488
2020-08-04,969115.2598490199,BULL,6,1030554.0263425,0.05961722037177425
2020-08-05,978338.2673102199,BULL,7,1030554.0263425,0.05066765807281063
2020-08-06,977304.09035022,BULL,6,1030554.0263425,0.051671173593166524
2020-08-07,977463.04868462,BULL,7,1030554.0263425,0.05151692808023196
2020-08-10,975467.75458362,BULL,7,1030554.0263425,0.053453065390840875
2020-08-11,956613.029976531,BULL,8,1030554.0263425,0.0717487821850448
2020-08-12,955609.9692333887,BULL,5,1030554.0263425,0.0727221040269887
2020-08-13,953764.7923385887,BULL,7,1030554.0263425,0.0745125748297166
2020-08-14,946159.4403859887,BULL,6,1030554.0263425,0.08189244212264439
2020-08-17,948332.7011985886,BULL,8,1030554.0263425,0.07978361448522983
2020-08-18,962379.3911089888,BULL,7,1030554.0263425,0.0661533830258926
2020-08-19,948936.1590551888,BULL,8,1030554.0263425,0.07919804804118626
2020-08-20,933899.6923898396,BULL,7,1030554.0263425,0.09378871120002573
2020-08-21,933777.3587412395,BULL,9,1030554.0263425,0.0939074178815514
2020-08-24,938274.9908226395,BULL,8,1030554.0263425,0.08954313229687187
2020-08-25,914563.3373750395,BULL,11,1030554.0263425,0.11255177894857067
2020-08-26,902462.0926054395,BULL,8,1030554.0263425,0.12429424412775981
2020-08-27,912987.3755560126,BULL,7,1030554.0263425,0.11408101640603813
2020-08-28,915138.8214156125,BULL,8,1030554.0263425,0.11199335694849812
2020-08-31,914116.9161974125,BULL,8,1030554.0263425,0.11298496456156693
2020-09-01,913821.3698342126,BULL,7,1030554.0263425,0.11327174852014196
2020-09-02,914341.3870182126,BULL,7,1030554.0263425,0.11276714888663651
2020-09-03,919015.2026498126,BULL,7,1030554.0263425,0.10823190326910431
2020-09-04,920647.1551542126,BULL,8,1030554.0263425,0.10664833514682745
2020-09-07,915860.4447222125,BULL,9,1030554.0263425,0.1112931284421275
2020-09-08,911478.0780448923,BULL,5,1030554.0263425,0.11554556602938676
2020-09-09,908498.9310990924,BULL,7,1030554.0263425,0.11843638676235999
2020-09-10,899643.9041042004,BULL,4,1030554.0263425,0.12702887853721526
2020-09-11,911083.9781599605,BULL,6,1030554.0263425,0.11592798157952584
2020-09-14,901003.6667326906,BULL,8,1030554.0263425,0.12570943036299764
2020-09-15,910900.6955072907,BULL,10,1030554.0263425,0.11610583023955223
2020-09-16,912368.8607620907,BULL,9,1030554.0263425,0.11468119337697977
2020-09-17,909752.9048564907,BULL,10,1030554.0263425,0.1172195910143013
2020-09-18,918092.7786132906,BULL,9,1030554.0263425,0.10912697913406956
2020-09-21,920062.2007172906,BULL,9,1030554.0263425,0.10721594676346247
2020-09-22,911913.4385452906,BULL,5,1030554.0263425,0.11512311316493729
2020-09-23,909571.4385452906,BULL,5,1030554.0263425,0.11739567718403282
2020-09-24,893777.4385452906,BULL,5,1030554.0263425,0.13272141421118694
2020-09-25,889024.8104864906,BULL,7,1030554.0263425,0.13733313561279784
2020-09-28,883140.6394319631,BULL,3,1030554.0263425,0.14304285184709445
2020-09-29,872448.8710945493,BULL,3,1030554.0263425,0.15341762897096786
2020-09-30,869052.3472956017,BULL,3,1030554.0263425,0.15671345210311555
2020-10-09,874050.8791348017,BULL,4,1030554.0263425,0.1518631175147
2020-10-12,884494.5106608018,BULL,5,1030554.0263425,0.14172912040339358
2020-10-13,896504.0770742018,BULL,10,1030554.0263425,0.1300756154862155
2020-10-14,899290.3261622018,BULL,9,1030554.0263425,0.12737197354529892
2020-10-15,893228.9405865218,BULL,8,1030554.0263425,0.13325365021701333
2020-10-16,891378.9405865218,BULL,8,1030554.0263425,0.13504880112876685
2020-10-19,883520.9405865218,BULL,8,1030554.0263425,0.14267382592042047
2020-10-20,881202.2194911218,BULL,7,1030554.0263425,0.14492380121150658
2020-10-21,864054.0470375218,BULL,8,1030554.0263425,0.1615635619763642
2020-10-22,860989.8308810418,BULL,6,1030554.0263425,0.16453692977480472
2020-10-23,850067.5428978419,BULL,9,1030554.0263425,0.17513539206208897
2020-10-26,848198.3981170418,BULL,7,1030554.0263425,0.1769491201471985
2020-10-27,833889.8172262418,BULL,8,1030554.0263425,0.19083347800234368
2020-10-28,819093.2423946419,BULL,8,1030554.0263425,0.2051913616778982
2020-10-29,811547.4035182418,BULL,8,1030554.0263425,0.2125134803475818
2020-10-30,796543.3646439619,BULL,8,1030554.0263425,0.22707267713955417
2020-11-02,789241.1240047619,BULL,9,1030554.0263425,0.234158419810529
2020-11-03,791325.3044883618,BULL,9,1030554.0263425,0.23213603143464076
2020-11-04,791025.0067213619,BULL,9,1030554.0263425,0.2324274259266556
2020-11-05,798706.1342079618,BULL,9,1030554.0263425,0.22497402970456645
2020-11-06,794181.9180359619,BULL,9,1030554.0263425,0.22936411121058575
2020-11-09,795003.1204139618,BULL,10,1030554.0263425,0.22856725596863944
2020-11-10,780933.2190687619,BULL,9,1030554.0263425,0.2422200106865409
2020-11-11,778849.4382735218,BULL,9,1030554.0263425,0.24424201122409206
2020-11-12,770715.2023991218,BULL,10,1030554.0263425,0.25213508200590146
2020-11-13,763477.3633232627,BULL,8,1030554.0263425,0.25915833250111975
2020-11-16,781355.4769304864,BULL,9,1030554.0263425,0.24181027199169236
2020-11-17,766385.6989322864,BULL,11,1030554.0263425,0.256336223679377
2020-11-18,769263.3667029743,BULL,8,1030554.0263425,0.25354387345112067
2020-11-19,755066.0749013743,BULL,11,1030554.0263425,0.2673202417333223
2020-11-20,770321.2336517744,BULL,10,1030554.0263425,0.2525173703064437
2020-11-23,765947.6528733743,BULL,10,1030554.0263425,0.25676128248048297
2020-11-24,768750.4889983742,BULL,10,1030554.0263425,0.25404154527762385
2020-11-25,755710.4889983742,BULL,10,1030554.0263425,0.2666949333258757
2020-11-26,752542.4633663741,BULL,9,1030554.0263425,0.2697690328403316
2020-11-27,751162.6564761741,BULL,8,1030554.0263425,0.2711079310008648
2020-11-30,743837.3919329741,BULL,9,1030554.0263425,0.27821601495954656
2020-12-01,751502.3456325742,BULL,10,1030554.0263425,0.2707783130015003
2020-12-02,751351.3042877741,BULL,10,1030554.0263425,0.2709248762489761
2020-12-03,741362.7152090473,BULL,9,1030554.0263425,0.28061732208238566
2020-12-04,741235.6747310474,BULL,10,1030554.0263425,0.28074059604449986
2020-12-07,736573.8993058474,BULL,8,1030554.0263425,0.28526415842554737
2020-12-08,736098.2735342473,BULL,10,1030554.0263425,0.2857256827701643
2020-12-09,728705.1716676492,BULL,8,1030554.0263425,0.2928995928007104
2020-12-10,740261.9138104492,BULL,6,1030554.0263425,0.2816854867496035
2020-12-11,746528.0379486491,BULL,7,1030554.0263425,0.27560514163617084
2020-12-14,764014.3955204892,BULL,8,1030554.0263425,0.258637222318151
2020-12-15,755967.9336788892,BULL,10,1030554.0263425,0.2664451214053608
2020-12-16,748626.0384196893,BULL,9,1030554.0263425,0.27356934300998326
2020-12-17,749677.9475654892,BULL,9,1030554.0263425,0.2725486210304348
2020-12-18,740660.4433054893,BULL,9,1030554.0263425,0.2812987729191268
2020-12-21,752639.2734518892,BULL,10,1030554.0263425,0.26967509299531583
2020-12-22,755774.1117176892,BULL,11,1030554.0263425,0.266633196902856
2020-12-23,773160.4033634892,BULL,12,1030554.0263425,0.24976237674070975
2020-12-24,768246.4033634892,BULL,12,1030554.0263425,0.25453068570306475
2020-12-25,775341.4033634892,BULL,12,1030554.0263425,0.24764603936852897
2020-12-28,772965.2612994892,BULL,10,1030554.0263425,0.24995173320239142
2020-12-29,759619.3141786892,BULL,4,1030554.0263425,0.2629019976035365
2020-12-30,747436.5322233628,BULL,7,1030554.0263425,0.2747235825412654
2020-12-31,752131.0849025326,BULL,5,1030554.0263425,0.27016821469138075
2021-01-04,749886.4889775327,BULL,8,1030554.0263425,0.2723462624866682
2021-01-05,745391.3032637327,BULL,10,1030554.0263425,0.2767081742340355
2021-01-06,738084.9139482204,BULL,9,1030554.0263425,0.28379794258072094
2021-01-07,730687.2770016204,BULL,7,1030554.0263425,0.29097625323451043
2021-01-08,735624.1832276203,BULL,10,1030554.0263425,0.28618571717351293
2021-01-11,726442.9258549637,BULL,8,1030554.0263425,0.2950947671970633
2021-01-12,716366.2871163635,BULL,10,1030554.0263425,0.3048726521803114
2021-01-13,703341.2155425636,BULL,9,1030554.0263425,0.31751155440266915
2021-01-14,698171.4840451392,BULL,7,1030554.0263425,0.3225280128951677
2021-01-15,702939.5202587392,BULL,7,1030554.0263425,0.31790134016213095
2021-01-18,704032.9710743392,BULL,9,1030554.0263425,0.31684030814668124
2021-01-19,694826.5324773393,BULL,9,1030554.0263425,0.32577379281771224
2021-01-20,701552.6823103393,BULL,9,1030554.0263425,0.319247060922955
2021-01-21,705374.2264968993,BULL,9,1030554.0263425,0.31553881847386883
2021-01-22,701379.9313252993,BULL,10,1030554.0263425,0.3194146901598744
2021-01-25,705709.6101476992,BULL,8,1030554.0263425,0.3152133783298035
2021-01-26,697447.5161816992,BULL,7,1030554.0263425,0.32323051644659173
2021-01-27,702762.4452088992,BULL,6,1030554.0263425,0.3180731652633035
2021-01-28,702247.1791432992,BULL,7,1030554.0263425,0.3185731546403075
2021-01-29,703300.9003356992,BULL,9,1030554.0263425,0.31755067433799894
2021-02-01,698246.8762770856,BULL,8,1030554.0263425,0.32245485590386075
2021-02-02,684531.4104052857,BULL,7,1030554.0263425,0.3357636835065019
2021-02-03,687593.8352378856,BULL,8,1030554.0263425,0.3327920539224919
2021-02-04,684690.4754642856,BULL,8,1030554.0263425,0.3356093344331549
2021-02-05,679431.0232818855,BULL,8,1030554.0263425,0.34071285355778164
2021-02-08,681418.0234502857,BULL,7,1030554.0263425,0.33878476427996657
2021-02-09,685833.6323816857,BULL,10,1030554.0263425,0.3345000700101559
2021-02-10,679260.5687702856,BULL,9,1030554.0263425,0.3408782544074634
2021-02-18,695518.1562586856,BULL,8,1030554.0263425,0.3251026744059964
2021-02-19,709594.0069752856,BULL,10,1030554.0263425,0.3114441467045851
2021-02-22,708031.7727538457,BULL,9,1030554.0263425,0.31296006356241773
2021-02-23,708105.6579738456,BULL,9,1030554.0263425,0.31288836890293237
2021-02-24,696070.3180365493,BULL,8,1030554.0263425,0.3245668832065546
2021-02-25,696113.3400660595,BULL,7,1030554.0263425,0.32452513670087846
2021-02-26,694581.6644112596,BULL,9,1030554.0263425,0.32601140099721615
2021-03-01,706688.1259265796,BULL,9,1030554.0263425,0.3142638737391969
2021-03-02,700779.4078661795,BULL,9,1030554.0263425,0.31999740920591135
2021-03-03,708974.055098753,BULL,9,1030554.0263425,0.31204571815128823
2021-03-04,709263.248902753,BULL,9,1030554.0263425,0.3117650984102482
2021-03-05,712422.516652353,BULL,10,1030554.0263425,0.3086994971231304
2021-03-08,712914.455690753,BULL,7,1030554.0263425,0.3082221431699894
2021-03-09,695639.405270953,BULL,6,1030554.0263425,0.3249850202033364
2021-03-10,684344.4997805529,BULL,6,1030554.0263425,0.3359450525759102
2021-03-11,690299.3627706206,BULL,6,1030554.0263425,0.3301667402915927
2021-03-12,692240.2670606206,BULL,7,1030554.0263425,0.32828338023439285
2021-03-15,685345.3490418206,BULL,8,1030554.0263425,0.33497387664948175
2021-03-16,678047.7904988909,BULL,7,1030554.0263425,0.3420550760397061
2021-03-17,680473.486314291,BULL,9,1030554.0263425,0.33970129763178597
2021-03-18,678045.449641291,BULL,10,1030554.0263425,0.34205734749519506
2021-03-19,674437.559863691,BULL,9,1030554.0263425,0.3455582699945275
2021-03-22,682014.718486091,BULL,9,1030554.0263425,0.3382057601515532
2021-03-23,683761.798402691,BULL,8,1030554.0263425,0.33651047793253114
2021-03-24,675770.0614558511,BULL,8,1030554.0263425,0.34426527461718737
2021-03-25,683945.9361696038,BULL,8,1030554.0263425,0.3363317995108221
2021-03-26,679567.6924912038,BULL,10,1030554.0263425,0.34058023633847556
2021-03-29,681174.0711664038,BULL,9,1030554.0263425,0.339021483828526
2021-03-30,665554.3642840039,BULL,7,1030554.0263425,0.3541780952075871
2021-03-31,664328.1306011342,BULL,7,1030554.0263425,0.3553679733231689
2021-04-01,662422.4315639341,BULL,9,1030554.0263425,0.3572171718983892
2021-04-02,657834.919329534,BULL,8,1030554.0263425,0.3616686728552885
2021-04-06,657471.052183134,BULL,9,1030554.0263425,0.3620217520118383
2021-04-07,656559.9688909741,BULL,9,1030554.0263425,0.36290582336459737
2021-04-08,648416.2243229741,BULL,9,1030554.0263425,0.37080812092477733
2021-04-09,652530.5135389741,BULL,10,1030554.0263425,0.3668158127964962
2021-04-12,654181.5931037741,BULL,5,1030554.0263425,0.3652136846958863
2021-04-13,642371.068613774,BULL,6,1030554.0263425,0.37667404891562195
2021-04-14,638450.9341265741,BULL,6,1030554.0263425,0.3804779586447535
2021-04-15,626562.4177419397,BULL,7,1030554.0263425,0.3920140024432795
2021-04-16,641580.0816387397,BULL,7,1030554.0263425,0.37744158458557764
2021-04-19,637749.1833089397,BULL,8,1030554.0263425,0.38115890384480766
2021-04-20,621959.7717027396,BULL,9,1030554.0263425,0.3964801885155761
2021-04-21,621484.3372179397,BULL,10,1030554.0263425,0.3969415272446938
2021-04-22,625487.3372179397,BULL,10,1030554.0263425,0.39305720881239686
2021-04-23,627906.3372179397,BULL,10,1030554.0263425,0.3907099277012986
2021-04-26,623344.0376723397,BULL,9,1030554.0263425,0.3951369634791237
2021-04-27,616801.1204493397,BULL,8,1030554.0263425,0.4014858952728514
2021-04-28,616269.0857559397,BULL,10,1030554.0263425,0.4020021561187657
2021-04-29,611853.9801383397,BULL,8,1030554.0263425,0.4062863619971024
2021-04-30,612271.4745810942,BULL,8,1030554.0263425,0.40588124549463594
2021-05-06,614030.7806850943,BULL,8,1030554.0263425,0.40417409957212286
2021-05-07,609684.7590928943,BULL,8,1030554.0263425,0.40839126963900846
2021-05-10,613594.8069892942,BULL,9,1030554.0263425,0.4045971474518612
2021-05-11,620392.4191666943,BULL,9,1030554.0263425,0.3980010719394253
2021-05-12,628926.2047873342,BULL,8,1030554.0263425,0.3897202973245059
2021-05-13,628063.7954129343,BULL,10,1030554.0263425,0.39055713785140256
2021-05-14,624989.4468129342,BULL,9,1030554.0263425,0.3935403376850989
2021-05-17,625529.0032329343,BULL,7,1030554.0263425,0.3930167781179067
2021-05-18,627514.9482857343,BULL,7,1030554.0263425,0.39108971267346004
2021-05-19,632507.1496429343,BULL,7,1030554.0263425,0.38624552087992775
2021-05-20,628600.6321579342,BULL,9,1030554.0263425,0.3900362173258623
2021-05-21,627463.4944203342,BULL,9,1030554.0263425,0.3911396410266418
2021-05-24,632511.2963195343,BULL,8,1030554.0263425,0.3862414971446417
2021-05-25,633410.2353869342,BULL,10,1030554.0263425,0.38536920996277474
2021-05-26,631143.2353869342,BULL,10,1030554.0263425,0.38756899759355595
2021-05-27,632905.2353869342,BULL,10,1030554.0263425,0.38585923764409125
2021-05-28,625634.2353869342,BULL,10,1030554.0263425,0.3929146659032047
2021-05-31,630924.8200069342,BULL,9,1030554.0263425,0.38778093736033864
2021-06-01,631699.3355973342,BULL,7,1030554.0263425,0.3870293847288393
2021-06-02,634480.8226473341,BULL,8,1030554.0263425,0.3843303636402783
2021-06-03,640294.4725911341,BULL,7,1030554.0263425,0.37868907769583043
2021-06-04,633867.5813383341,BULL,6,1030554.0263425,0.38492542347540054
2021-06-07,630865.8227655342,BULL,7,1030554.0263425,0.3878381854423334
2021-06-08,630405.1150594181,BULL,7,1030554.0263425,0.38828523401459614
2021-06-09,633702.1170036297,BULL,7,1030554.0263425,0.3850859820977288
2021-06-10,632837.3389476297,BULL,6,1030554.0263425,0.3859251210791844
2021-06-11,624037.7517640297,BULL,8,1030554.0263425,0.3944638167309109
2021-06-15,622649.9064876297,BULL,5,1030554.0263425,0.3958105149543175
2021-06-16,615409.0106296297,BULL,7,1030554.0263425,0.4028367316037235
2021-06-17,621831.2842834195,BULL,9,1030554.0263425,0.39660486651986876
2021-06-18,625661.6673138195,BULL,8,1030554.0263425,0.3928880472823618
2021-06-21,629113.8862677396,BULL,9,1030554.0263425,0.38953818025387404
2021-06-22,630014.6202511395,BULL,10,1030554.0263425,0.3886641513719563
2021-06-23,631710.2653578595,BULL,8,1030554.0263425,0.3870187790155569
2021-06-24,619836.9096406596,BULL,10,1030554.0263425,0.39854011163247877
2021-06-25,625488.5941606595,BULL,9,1030554.0263425,0.39305598913571066
2021-06-28,638516.9431006595,BULL,9,1030554.0263425,0.3804139067150165
2021-06-29,651931.8436286595,BULL,9,1030554.0263425,0.3673967332480317
2021-06-30,645994.4961106596,BULL,10,1030554.0263425,0.37315804936172636
2021-07-01,644445.4961106596,BULL,10,1030554.0263425,0.37466112436837834
2021-07-02,638097.3833170595,BULL,9,1030554.0263425,0.38082102732478124
2021-07-05,636299.5838374596,BULL,10,1030554.0263425,0.3825655253652968
2021-07-06,635688.0917984595,BULL,6,1030554.0263425,0.3831588877930487
2021-07-07,641795.7804176596,BULL,7,1030554.0263425,0.377232280877663
2021-07-08,633844.9332034596,BULL,9,1030554.0263425,0.3849474001348435
2021-07-09,635318.5272080996,BULL,9,1030554.0263425,0.38351749547485214
2021-07-12,644510.6869456996,BULL,8,1030554.0263425,0.3745978663213729
2021-07-13,650837.7854622996,BULL,8,1030554.0263425,0.36845835460741133
2021-07-14,648857.7750467636,BULL,8,1030554.0263425,0.37037966136564426
2021-07-15,647491.4066499636,BULL,8,1030554.0263425,0.3717055194593236
2021-07-16,645611.4136531636,BULL,9,1030554.0263425,0.3735297741308348
2021-07-19,646801.4136531636,BULL,9,1030554.0263425,0.37237505543624744
2021-07-20,638275.6060353635,BULL,9,1030554.0263425,0.3806480885813982
2021-07-21,630161.5580506467,BULL,7,1030554.0263425,0.38852157000722315
2021-07-22,622790.6169694468,BULL,10,1030554.0263425,0.39567397627878936
2021-07-23,616546.3993502468,BULL,8,1030554.0263425,0.4017330643611106
2021-07-26,617608.6833008467,BULL,9,1030554.0263425,0.40070227517059137
2021-07-27,600591.3804476467,BULL,8,1030554.0263425,0.4172150463773523
2021-07-28,602091.2017454467,BULL,6,1030554.0263425,0.41575969201507507
2021-07-29,612448.7992292467,BULL,10,1030554.0263425,0.4057091781952807
2021-07-30,613887.5235786866,BULL,9,1030554.0263425,0.404313109369519
2021-08-02,620827.8526182866,BULL,10,1030554.0263425,0.3975785482866502
2021-08-03,620927.1636540866,BULL,10,1030554.0263425,0.39748218163991306
2021-08-04,627070.6110210867,BULL,10,1030554.0263425,0.3915208761576537
2021-08-05,624656.3112306866,BULL,11,1030554.0263425,0.39386359641169855
2021-08-06,624777.3112306866,BULL,11,1030554.0263425,0.3937461838385514
2021-08-09,648925.8913608866,BULL,11,1030554.0263425,0.3703135645746155
2021-08-10,667527.7780284866,BULL,10,1030554.0263425,0.3522631895412761
2021-08-11,659498.4592700866,BULL,11,1030554.0263425,0.36005445380608775
2021-08-12,649294.4592700866,BULL,11,1030554.0263425,0.3699559240242136
2021-08-13,647801.4592700866,BULL,11,1030554.0263425,0.3714046593275909
2021-08-16,655468.7281824866,BULL,11,1030554.0263425,0.3639647107985346
2021-08-17,632546.0668228866,BULL,10,1030554.0263425,0.38620775752259034
2021-08-18,639476.3846601474,BULL,8,1030554.0263425,0.37948291082837393
2021-08-19,643438.2437435475,BULL,11,1030554.0263425,0.3756385135603714
2021-08-20,640755.0752749074,BULL,9,1030554.0263425,0.3782421310321917
2021-08-23,645344.2321367074,BULL,11,1030554.0263425,0.37378903420806187
2021-08-24,640043.6775833042,BULL,9,1030554.0263425,0.3789324370941921
2021-08-25,653705.3107097042,BULL,10,1030554.0263425,0.3656758461953278
2021-08-26,647949.2215979041,BULL,10,1030554.0263425,0.3712612778802913
2021-08-27,641454.8997638242,BULL,9,1030554.0263425,0.3775630550487612
2021-08-30,636936.7186759916,BULL,9,1030554.0263425,0.3819472803997288
2021-08-31,629960.0757411917,BULL,9,1030554.0263425,0.38871707873777467
2021-09-01,626111.4542687917,BULL,8,1030554.0263425,0.39245159568111143
2021-09-02,628488.4267587917,BULL,10,1030554.0263425,0.3901450960418485
2021-09-03,630145.8748803918,BULL,9,1030554.0263425,0.38853678820040277
