threshold,max_pos,stop_loss,take_profit,cagr_opt,sharpe_opt,max_dd_opt,total_return_opt,n_trades_opt,win_rate_days_opt,monthly_win_rate_opt,n_months_opt,avg_trade_return_opt,trade_win_rate_opt,cagr_test,sharpe_test,max_dd_test,total_return_test,n_trades_test,win_rate_days_test,monthly_win_rate_test,n_months_test,avg_trade_return_test,trade_win_rate_test
0.5,1,-0.1,0.0,-0.9868063705983668,-5.482775876379248,-0.9999961580724359,-0.9999961553306113,658,0.3168044077134986,0.16666666666666666,36,-0.017575916932332254,0.3495440729483283,-0.981007071299933,-5.3627984325192575,-0.98887872089581,-0.9886976317412187,256,0.32280701754385965,0.2,15,-0.016299340691760242,0.359375
0.5,1,-0.1,0.05,-0.817103895371464,-1.2158610924295876,-0.9949295636541023,-0.9925106147604936,658,0.3622589531680441,0.4444444444444444,36,-0.005298342523883883,0.39969604863221886,-0.6727465738730594,-0.6021292283371378,-0.7930302628922802,-0.7172796087064024,256,0.3649122807017544,0.4,15,-0.0027273064872830708,0.40625
0.5,1,-0.1,0.08,-0.9168669543294683,-2.0497280535274176,-0.9993289447510294,-0.9992274627220913,658,0.3278236914600551,0.3333333333333333,36,-0.008793750593928444,0.3617021276595745,-0.8505576577311311,-1.4043721453873264,-0.9006420702616185,-0.8834884374134776,256,0.3333333333333333,0.4,15,-0.006253208260602442,0.37109375
0.5,1,-0.1,0.1,-0.9520474574346591,-2.7130262152527362,-0.9998496444536635,-0.9998416999135906,658,0.3181818181818182,0.2777777777777778,36,-0.011297341462995377,0.35106382978723405,-0.8611439557688058,-1.4794596969225375,-0.9068345849694416,-0.892778567206745,256,0.3333333333333333,0.4,15,-0.006581121720110082,0.37109375
0.5,1,-0.1,0.15,-0.9692170913046818,-3.3387904100514603,-0.9999558854075368,-0.9999558539247801,658,0.3181818181818182,0.2222222222222222,36,-0.013358895299850087,0.35106382978723405,-0.9391874856271707,-2.515664941147485,-0.958529503999424,-0.9578542348158285,256,0.3263157894736842,0.2,15,-0.010462409515550688,0.36328125
0.5,2,0.0,0.0,-0.9387368517676604,-5.651787461786137,-0.999688693349656,-0.9996793885952129,1161,0.3085399449035813,0.1111111111111111,36,-0.013221733670976,0.3669250645994832,-0.9310599579498626,-4.739562448250422,-0.9560306675414862,-0.9514301651110819,470,0.3263157894736842,0.26666666666666666,15,-0.012111443191949824,0.3638297872340426
0.5,2,0.0,0.05,-0.46405511153768786,-0.6173146936251158,-0.8889385502990189,-0.8341910371115399,1161,0.371900826446281,0.4444444444444444,36,-0.0020277846468154583,0.4082687338501292,0.22435214108787083,0.63238469473383,-0.6241036475130947,0.2572391323147183,470,0.41754385964912283,0.5333333333333333,15,0.0024422755785778244,0.41914893617021276
0.5,2,0.0,0.08,-0.6887756137183176,-1.4670854811905665,-0.9686964811719339,-0.9653606896959995,1161,0.3443526170798898,0.3611111111111111,36,-0.0047479444603550506,0.3789836347975883,-0.31248277839561145,-0.09971815718855308,-0.7006270492102439,-0.3454007870256348,470,0.37543859649122807,0.4,15,-0.0003791829753141511,0.3829787234042553
0.5,2,0.0,0.1,-0.796302158816598,-2.2163508678505557,-0.9903515202906288,-0.9897853662456724,1161,0.3305785123966942,0.3333333333333333,36,-0.006913148700155021,0.37037037037037035,-0.5095552018439846,-0.5407809822698356,-0.7616788730390222,-0.5532421690044108,470,0.35789473684210527,0.3333333333333333,15,-0.0020338431360585525,0.37446808510638296
0.5,2,0.0,0.15,-0.8787933211523737,-3.3343257817589813,-0.9977772374671812,-0.9977108005326332,1161,0.3154269972451791,0.25,36,-0.009605848578428321,0.367786391042205,-0.7490589220588,-1.4939193355266516,-0.8449927562819777,-0.7906156339073352,470,0.3368421052631579,0.26666666666666666,15,-0.005368858764939171,0.3680851063829787
0.5,2,-0.03,0.0,-0.9961282039082298,-10.077750864459988,-0.9999998858466654,-0.9999998875678002,1161,0.20798898071625344,0.05555555555555555,36,-0.02654368981705373,0.2730404823428079,-0.9937722494718542,-8.682633562030446,-0.9966283157451143,-0.9967974668992096,470,0.24912280701754386,0.0,15,-0.0234206725195805,0.2957446808510638
0.5,2,-0.03,0.05,-0.964173956307634,-4.193025706212837,-0.9999405774379493,-0.9999316535851979,1161,0.2837465564738292,0.08333333333333333,36,-0.015117314536620852,0.3161068044788975,-0.8874093581544568,-2.12605053487769,-0.9245952775914669,-0.915414823062254,470,0.3508771929824561,0.2,15,-0.00877412031617284,0.3468085106382979
0.5,2,-0.03,0.08,-0.9792146300654789,-5.02204530375988,-0.9999858897209144,-0.9999857590091055,1161,0.2603305785123967,0.05555555555555555,36,-0.01782266625283563,0.2885443583118002,-0.940627935312814,-2.94538273297754,-0.9630522336095287,-0.9589814962181386,470,0.3017543859649123,0.06666666666666667,15,-0.011895464594340955,0.3148936170212766
0.5,2,-0.03,0.1,-0.9863677978964295,-5.808568761924256,-0.9999957160919548,-0.9999957755174305,1161,0.23829201101928374,0.05555555555555555,36,-0.01996035502791083,0.27993109388458226,-0.958498414883758,-3.420212505920121,-0.9747577556904542,-0.9726412050390055,470,0.28771929824561404,0.06666666666666667,15,-0.013640366868071418,0.30638297872340425
0.5,2,-0.03,0.15,-0.9922902636651593,-7.301360927234525,-0.9999991696534497,-0.9999991821729118,1161,0.2190082644628099,0.05555555555555555,36,-0.022920689419109654,0.2739018087855297,-0.9790157182801951,-4.477860113880478,-0.9873790709418532,-0.9873484963210691,470,0.2596491228070175,0.06666666666666667,15,-0.017023241756872445,0.3
0.5,2,-0.05,0.0,-0.993161420015069,-8.823449140943257,-0.9999994210183542,-0.9999994210514859,1161,0.2493112947658402,0.05555555555555555,36,-0.023747155844425168,0.3178294573643411,-0.9920014662797186,-8.041267503191191,-0.9955253624054654,-0.9957498466857406,470,0.2736842105263158,0.0,15,-0.02220260189528154,0.32127659574468087
