trade_date,Strategy_Pure,Strategy_Hedged,Benchmark_EqualWeight,Benchmark_CSI1000
2025-07-14,1524383.203647342,1353708.4877080005,1499193.331074311,1425765.8275813744
2025-07-15,1511334.1687900447,1342920.1451343554,1483964.7355211382,1421469.978588045
2025-07-16,1529903.4426993087,1360072.445283824,1491774.669468651,1425712.4355903938
2025-07-17,1533260.922595309,1362037.984568763,1501662.2869925916,1441952.4259710102
2025-07-18,1529517.7573637695,1358426.031007341,1505192.44370932,1445571.3880704185
2025-07-21,1535835.6765815024,1364243.347289373,1526402.0765205908,1458849.8879761
2025-07-22,1527143.1325834494,1355753.9148591803,1534024.7872566879,1464331.3921741005
2025-07-23,1513970.7742963694,1343714.2674738641,1523777.7647441225,1457738.1431721668
2025-07-24,1524671.2707317797,1353150.1574622097,1541596.582847086,1478455.1181849355
2025-07-25,1532261.4345449493,1360995.6797248581,1540874.7614948885,1479666.3662447876
2025-07-28,1529424.8619656705,1359389.1879957337,1543341.37271978,1484822.2234234181
2025-07-29,1526145.977535642,1357323.2476636167,1543005.3496635358,1494508.8984813052
2025-07-30,1522144.0973080737,1355382.9324244894,1537969.8730337278,1482285.6625957098
2025-07-31,1511089.4652548446,1344267.3936100828,1517573.1462975403,1469644.5571608683
2025-08-01,1520060.5512236264,1351295.7379235527,1523502.552736572,1471693.309343707
2025-08-04,1527449.196208674,1356436.0487769672,1536497.101614445,1486965.6250448134
2025-08-05,1538883.4821807307,1365688.9635930876,1550690.223975716,1497508.778239011
2025-08-06,1543694.7810639304,1369243.08957801,1559077.7377697201,1513797.3067932464
2025-08-07,1551262.5255723987,1376907.1643159282,1559958.4203719338,1513982.8549933073
2025-08-08,1551934.9942833735,1377485.7940381393,1565008.3157173605,1508683.3689463777
2025-08-11,1563982.704276999,1387791.4989231492,1581781.9739967722,1532027.362292235
2025-08-12,1569746.4980600507,1393736.9009359484,1582846.4930858936,1536367.9987821311
2025-08-13,1573209.4308402075,1396172.4303822715,1591471.7754362673,1558590.3190612695
2025-08-14,1554279.5130059097,1378731.7056858619,1568577.4997554566,1539209.0263352664
2025-08-15,1565405.8468592064,1387153.0624229352,1590258.9376210384,1570320.4512285101
2025-08-18,1564232.5943381826,1387065.4212677944,1606200.1576233734,1596818.1020912207
2025-08-19,1576266.4309406294,1396267.6441702028,1616250.9680476114,1597975.73753203
2025-08-20,1599936.1253012083,1416173.4286793878,1631928.341231318,1611789.7017439522
2025-08-21,1610839.8039429819,1426707.9278837023,1631459.322151692,1600291.0084136487
2025-08-22,1615210.6350998913,1431621.199417909,1637706.4916203462,1624471.1821141217
2025-08-25,1623303.2756711286,1439736.924110735,1653027.2529683963,1649796.6360839375
2025-08-26,1637131.8846021076,1452788.1970669115,1661095.0036531342,1649518.4240978768
2025-08-27,1619226.8938480727,1438764.5772259505,1622880.619527665,1618638.6586696324
2025-08-28,1622731.940948401,1441319.5704607437,1629197.8248068613,1643041.4460845664
2025-08-29,1620504.4044083368,1438020.0368441935,1627400.5984045258,1641180.8896385315
2025-09-01,1628084.734042908,1444372.2416303207,1641146.647876239,1654963.7452937253
2025-09-02,1630633.308882438,1445065.4343698742,1622541.2821140292,1613647.6106532442
2025-09-03,1609114.5448229865,1425124.6064960973,1593545.8982721348,1590039.084261164
2025-09-04,1615760.4395705198,1429628.9805242755,1587626.6569067736,1553476.160586339
2025-09-05,1636026.139867739,1445810.2312375465,1616853.3929082907,1598597.4674104752
2025-09-08,1661445.272707943,1466409.7532756072,1637367.6060000851,1613019.2619329423
2025-09-09,1668252.104026526,1471052.105521419,1629301.0489571167,1594264.5529027462
2025-09-10,1671355.4524310594,1472519.2939857112,1632493.3483217938,1595177.9530790278
2025-09-11,1673216.352965932,1473518.0019700662,1651462.3899873397,1632622.2858611585
2025-09-12,1670952.1188131298,1470681.6817943347,1652062.805207836,1637696.5106568844
2025-09-15,1672104.0412590127,1470774.1875254272,1651520.4200431274,1636083.0576401816
2025-09-16,1689308.5945791595,1484629.3413726245,1666126.5344073891,1651098.34164917
2025-09-17,1690259.9562761916,1484549.8972822847,1669770.2244029928,1666803.7502357934
2025-09-18,1664941.9786535667,1461948.557801039,1647058.4080862382,1649504.083273853
2025-09-19,1663057.9439203907,1459438.1998222382,1642028.1581063455,1641073.2231443224
2025-09-22,1653910.4680545777,1450998.9277073196,1638142.56764348,1652389.0158113076
2025-09-23,1639595.026491355,1438128.9243355338,1619524.8084274116,1634427.9059197796
2025-09-24,1662167.2286766001,1456884.3700704323,1640286.9153060983,1662260.7978131324
2025-09-25,1657806.1763996272,1452548.715867357,1631122.1298102979,1656147.1942177773
2025-09-26,1672508.8752263854,1464557.279647534,1624496.74379455,1632115.7238310275
2025-09-29,1670733.9582625316,1463035.5628772324,1637979.2243183271,1654231.9220123903
2025-09-30,1673575.2661197786,1465471.5449000613,1643054.5984971107,1671249.4056831559
2025-10-09,1660359.9817304278,1454141.4825427136,1656623.800424163,1687374.8900996444
2025-10-10,1674956.9450421648,1466656.1208718868,1661584.1044464617,1662172.1053322472
2025-10-13,1685677.7208339288,1475847.5279321626,1654104.9381609035,1659070.9572941272
2025-10-14,1687495.3775002682,1477405.8873868003,1645541.268981821,1626724.235882284
2025-10-15,1703723.989004965,1491319.4116745978,1666505.0502167847,1651058.84922609
2025-10-16,1699877.391642212,1488021.5493888098,1652450.900862705,1633053.1724660571
2025-10-17,1684604.8661176858,1474927.7209512999,1621480.2746894122,1585318.0849925464
2025-10-20,1710733.0758141307,1497328.619518804,1639285.3592996604,1597167.3563132149
2025-10-21,1741775.4774500146,1523942.6775968727,1663970.6991893211,1620302.8561405733
2025-10-22,1765293.3694805542,1544105.6325033975,1663296.4618218713,1613278.7205337414
2025-10-23,1773628.3898177277,1551251.623265884,1669049.6659556949,1612371.7185712548
2025-10-24,1779997.4766923636,1556712.130154947,1671352.5969267637,1636891.438858998
2025-10-27,1784988.856237949,1560991.4660991845,1682137.5073730054,1653691.8245168498
2025-10-28,1800495.544527975,1574286.052890183,1682368.5789522047,1650126.0337803606
2025-10-29,1789983.2343343778,1565273.372836986,1688104.227277702,1669959.6140332667
2025-10-30,1793039.863361103,1567893.9594589414,1672462.7507273997,1651419.7967353647
2025-10-31,1833168.1126965822,1602297.7266323906,1684173.936453326,1656183.1565918683
2025-11-03,1863522.6709990352,1628322.0654406936,1699576.7830368967,1663120.36474231
2025-11-04,1851392.6991622192,1617922.4907319767,1692644.1164945434,1640530.9193681634
2025-11-05,1866373.6927865825,1630766.3756563023,1706500.223647714,1646958.2560675459
2025-11-06,1883750.7461482817,1645664.5112071082,1714495.616432648,1666145.6167271356
2025-11-07,1872690.6646385998,1636182.2019740948,1715567.0152162835,1663949.9262550687
2025-11-10,1875839.4854889542,1638881.8288255145,1730031.5184550676,1668666.0717063248
2025-11-11,1875955.6093765302,1638981.3870982418,1735251.3146040544,1663710.1035517794
2025-11-12,1874845.50790363,1638029.6467844986,1727705.9181793383,1651704.8481913449
2025-11-13,1893807.6725608932,1654286.7701022683,1746519.6961444805,1674694.071613661
2025-11-14,1880209.9264745882,1642628.8059950895,1742596.7890694176,1655318.735845329
