ts_code,symbol,name,industry
002332.SZ,002332,仙琚制药,化学制药
002334.SZ,002334,英威腾,电气设备
002337.SZ,002337,赛象科技,化工机械
002335.SZ,002335,科华数据,电气设备
002338.SZ,002338,奥普光电,电器仪表
002340.SZ,002340,格林美,小金属
002561.SZ,002561,徐家汇,百货
002339.SZ,002339,积成电子,电气设备
002344.SZ,002344,海宁皮城,商品城
300031.SZ,300031,宝通科技,互联网
300139.SZ,300139,晓程科技,黄金
002342.SZ,002342,巨力索具,机械基件
002538.SZ,002538,ST司特,农药化肥
002343.SZ,002343,慈文传媒,影视音像
002345.SZ,002345,潮宏基,服饰
002346.SZ,002346,柘中股份,电气设备
002347.SZ,002347,泰尔股份,机械基件
002348.SZ,002348,高乐股份,文教休闲
002381.SZ,002381,双箭股份,橡胶
300034.SZ,300034,钢研高纳,航空
300032.SZ,300032,金龙机电,元器件
002349.SZ,002349,精华制药,中成药
601678.SH,601678,滨化股份,化工原料
002351.SZ,002351,漫步者,IT设备
002352.SZ,002352,顺丰控股,仓储物流
002591.SZ,002591,恒大高新,环境保护
002355.SZ,002355,兴民智通,汽车配件
002353.SZ,002353,杰瑞股份,化工机械
300029.SZ,300029,*ST天龙,建筑工程
002354.SZ,002354,天娱数科,互联网
300035.SZ,300035,中科电气,电气设备
300247.SZ,300247,融捷健康,医疗保健
300036.SZ,300036,超图软件,软件服务
300030.SZ,300030,阳普医疗,医疗保健
002358.SZ,002358,森源电气,电气设备
002549.SZ,002549,凯美特气,环境保护
300041.SZ,300041,回天新材,化工原料
300037.SZ,300037,新宙邦,化工原料
002357.SZ,002357,富临运业,公共交通
002455.SZ,002455,百川股份,化工原料
002370.SZ,002370,亚太药业,化学制药
002375.SZ,002375,亚厦股份,装修装饰
601688.SH,601688,华泰证券,证券
002369.SZ,002369,卓翼科技,通信设备
300040.SZ,300040,九洲集团,新型电力
601058.SH,601058,赛轮轮胎,汽车配件
002360.SZ,002360,ST同德,化工原料
002364.SZ,002364,中恒电气,电气设备
300039.SZ,300039,上海凯宝,中成药
002367.SZ,002367,康力电梯,运输设备
002366.SZ,002366,融发核电,专用机械
601179.SH,601179,中国西电,电气设备
002361.SZ,002361,神剑股份,化工原料
002368.SZ,002368,太极股份,软件服务
002374.SZ,002374,中锐股份,广告包装
300042.SZ,300042,朗科科技,IT设备
300045.SZ,300045,华力创通,IT设备
300049.SZ,300049,福瑞医科,医疗保健
300047.SZ,300047,天源迪科,软件服务
002371.SZ,002371,北方华创,半导体
300048.SZ,300048,合康新能,电气设备
002373.SZ,002373,千方科技,软件服务
002380.SZ,002380,科远智慧,软件服务
002566.SZ,002566,益盛药业,中成药
002372.SZ,002372,伟星新材,其他建材
002376.SZ,002376,新北洋,IT设备
002397.SZ,002397,梦洁股份,纺织
601106.SH,601106,中国一重,工程机械
002378.SZ,002378,章源钨业,小金属
300050.SZ,300050,世纪鼎利,通信设备
300044.SZ,300044,*ST赛为,软件服务
300046.SZ,300046,台基股份,半导体
300043.SZ,300043,星辉娱乐,互联网
603199.SH,603199,九华旅游,旅游景点
002383.SZ,002383,合众思壮,通信设备
002363.SZ,002363,隆基机械,汽车配件
002379.SZ,002379,宏桥控股,铝
002382.SZ,002382,蓝帆医疗,医疗保健
002421.SZ,002421,达实智能,软件服务
300277.SZ,300277,汽轮科技,机械基件
300051.SZ,300051,琏升科技,综合类
002392.SZ,002392,北京利尔,其他建材
002630.SZ,002630,*ST华西,专用机械
002385.SZ,002385,大北农,饲料
002384.SZ,002384,东山精密,元器件
002386.SZ,002386,天原股份,化工原料
002377.SZ,002377,国创高新,其他建材
300052.SZ,300052,中青宝,互联网
300054.SZ,300054,鼎龙股份,化工原料
300264.SZ,300264,佳创视讯,软件服务
002394.SZ,002394,联发股份,纺织
002393.SZ,002393,力生制药,化学制药
601158.SH,601158,重庆水务,水务
002388.SZ,002388,新亚制程,元器件
300053.SZ,300053,航宇微,半导体
300057.SZ,300057,万顺新材,铝
300055.SZ,300055,万邦达,石油加工
300056.SZ,300056,中创环保,环境保护
300058.SZ,300058,蓝色光标,广告包装
002407.SZ,002407,多氟多,化工原料
002387.SZ,002387,维信诺,元器件
002395.SZ,002395,双象股份,塑料
002389.SZ,002389,航天彩虹,航空
002398.SZ,002398,垒知集团,其他建材
002390.SZ,002390,信邦制药,医药商业
002391.SZ,002391,长青股份,农药化肥
601101.SH,601101,昊华能源,煤炭开采
002399.SZ,002399,海普瑞,化学制药
002410.SZ,002410,广联达,软件服务
002408.SZ,002408,齐翔腾达,化工原料
002401.SZ,002401,中远海科,软件服务
002400.SZ,002400,省广集团,广告包装
002404.SZ,002404,嘉欣丝绸,纺织
002406.SZ,002406,远东传动,汽车配件
300059.SZ,300059,东方财富,证券
002808.SZ,002808,*ST恒久,元器件
002405.SZ,002405,四维图新,软件服务
002403.SZ,002403,爱仕达,家用电器
002402.SZ,002402,和而泰,元器件
002409.SZ,002409,雅克科技,半导体
002412.SZ,002412,汉森制药,中成药
601010.SH,601010,ST文峰,百货
300061.SZ,300061,旗天科技,互联网
002416.SZ,002416,爱施德,电器连锁
002415.SZ,002415,海康威视,IT设备
002414.SZ,002414,高德红外,电器仪表
002413.SZ,002413,雷科防务,通信设备
300098.SZ,300098,高新兴,软件服务
300062.SZ,300062,中能电气,电气设备
300087.SZ,300087,荃银高科,种植业
300066.SZ,300066,三川智慧,电器仪表
002425.SZ,002425,凯撒文化,互联网
300063.SZ,300063,天龙集团,互联网
300065.SZ,300065,海兰信,船舶
300068.SZ,300068,ST南都,电气设备
002418.SZ,002418,康盛股份,家用电器
002420.SZ,002420,毅昌科技,家用电器
601369.SH,601369,陕鼓动力,机械基件
002422.SZ,002422,科伦药业,化学制药
002423.SZ,002423,中粮资本,多元金融
002428.SZ,002428,云南锗业,小金属
002442.SZ,002442,龙星科技,化工原料
002424.SZ,002424,ST百灵,中成药
002426.SZ,002426,胜利精密,元器件
002427.SZ,002427,尤夫股份,化纤
002431.SZ,002431,ST棕榈,建筑工程
002456.SZ,002456,欧菲光,元器件
601188.SH,601188,龙江交通,路桥
601518.SH,601518,吉林高速,路桥
002644.SZ,002644,佛慈制药,中成药
002430.SZ,002430,杭氧股份,化工机械
002459.SZ,002459,晶澳科技,电气设备
300073.SZ,300073,当升科技,电气设备
300070.SZ,300070,碧水源,环境保护
002432.SZ,002432,九安医疗,医疗保健
002429.SZ,002429,兆驰股份,家用电器
002434.SZ,002434,万里扬,汽车配件
002436.SZ,002436,兴森科技,元器件
300076.SZ,300076,*ST宁视,IT设备
300072.SZ,300072,海新能科,化工原料
300105.SZ,300105,龙源技术,环境保护
300069.SZ,300069,金利华电,电气设备
300067.SZ,300067,安诺其,染料涂料
002440.SZ,002440,闰土股份,染料涂料
002437.SZ,002437,誉衡药业,化学制药
002443.SZ,002443,金洲管道,钢加工
002622.SZ,002622,皓宸医疗,医疗保健
300080.SZ,300080,易成新能,电气设备
300075.SZ,300075,数字政通,软件服务
002613.SZ,002613,北玻股份,专用机械
300078.SZ,300078,思创智联,软件服务
300074.SZ,300074,华平股份,软件服务
300079.SZ,300079,数码视讯,IT设备
300083.SZ,300083,创世纪,机床制造
002439.SZ,002439,启明星辰,软件服务
603002.SH,603002,宏昌电子,化工原料
601012.SH,601012,隆基绿能,电气设备
300077.SZ,300077,国民技术,半导体
300082.SZ,300082,奥克股份,化工原料
002469.SZ,002469,三维化学,化工原料
002441.SZ,002441,众业达,电气设备
300235.SZ,300235,方直科技,软件服务
300084.SZ,300084,海默科技,专用机械
002444.SZ,002444,巨星科技,轻工机械
002492.SZ,002492,恒基达鑫,仓储物流
002466.SZ,002466,天齐锂业,小金属
002445.SZ,002445,中南文化,钢加工
300238.SZ,300238,冠昊生物,医疗保健
300086.SZ,300086,康芝药业,化学制药
300101.SZ,300101,振芯科技,通信设备
601118.SH,601118,海南橡胶,橡胶
002449.SZ,002449,国星光电,半导体
300091.SZ,300091,*ST金灵,机械基件
300081.SZ,300081,ST恒信,文教休闲
002458.SZ,002458,益生股份,农业综合
002451.SZ,002451,摩恩电气,电气设备
300272.SZ,300272,开能健康,家用电器
300088.SZ,300088,长信科技,元器件
300096.SZ,300096,ST易联众,软件服务
002457.SZ,002457,青龙管业,塑料
002529.SZ,002529,*ST海源,专用机械
601000.SH,601000,唐山港,港口
002452.SZ,002452,长高电新,电气设备
002454.SZ,002454,松芝股份,汽车配件
002453.SZ,002453,华软科技,化工原料
002460.SZ,002460,赣锋锂业,小金属
300085.SZ,300085,银之杰,软件服务
601717.SH,601717,中创智领,专用机械
300179.SZ,300179,四方达,矿物制品
300097.SZ,300097,智云股份,专用机械
002463.SZ,002463,沪电股份,元器件
002462.SZ,002462,嘉事堂,医药商业
300099.SZ,300099,尤洛卡,电器仪表
300093.SZ,300093,*ST金刚,电气设备
601718.SH,601718,ST际华,服饰
300253.SZ,300253,卫宁健康,软件服务
300094.SZ,300094,国联水产,渔业
300124.SZ,300124,汇川技术,电器仪表
300152.SZ,300152,*ST动力,环境保护
300321.SZ,300321,同大股份,塑料
300095.SZ,300095,华伍股份,专用机械
300245.SZ,300245,ST天玑,软件服务
300092.SZ,300092,科新机电,专用机械
300100.SZ,300100,双林股份,汽车配件
002496.SZ,002496,*ST辉丰,农药化肥
300103.SZ,300103,达刚控股,专用机械
300102.SZ,300102,乾照光电,半导体
002465.SZ,002465,海格通信,通信设备
601018.SH,601018,宁波港,港口
002484.SZ,002484,江海股份,元器件
300126.SZ,300126,锐奇股份,轻工机械
601288.SH,601288,农业银行,银行
002468.SZ,002468,申通快递,仓储物流
300110.SZ,300110,华仁药业,化学制药
300173.SZ,300173,ST福能,轻工机械
002476.SZ,002476,宝莫股份,化工原料
002470.SZ,002470,金正大,农药化肥
300107.SZ,300107,建新股份,化工原料
300305.SZ,300305,裕兴股份,塑料
601177.SH,601177,杭齿前进,机械基件
601377.SH,601377,兴业证券,证券
300106.SZ,300106,西部牧业,乳制品
300113.SZ,300113,顺网科技,互联网
302132.SZ,302132,中航成飞,航空
300112.SZ,300112,万讯自控,电器仪表
300133.SZ,300133,华策影视,影视音像
300129.SZ,300129,泰胜风能,电气设备
300118.SZ,300118,东方日升,电气设备
300109.SZ,300109,新开源,化工原料
300111.SZ,300111,向日葵,化学制药
002478.SZ,002478,常宝股份,钢加工
002471.SZ,002471,中超控股,电气设备
300115.SZ,300115,长盈精密,元器件
002527.SZ,002527,新时达,电器仪表
002530.SZ,002530,金财互联,专用机械
002614.SZ,002614,奥佳华,家用电器
002472.SZ,002472,双环传动,汽车配件
002569.SZ,002569,*ST步森,服饰
002595.SZ,002595,豪迈科技,专用机械
002475.SZ,002475,立讯精密,元器件
601098.SH,601098,中南传媒,出版业
300120.SZ,300120,经纬辉开,元器件
300128.SZ,300128,锦富技术,元器件
002479.SZ,002479,富春环保,新型电力
002480.SZ,002480,新筑股份,运输设备
002481.SZ,002481,双塔食品,食品
300121.SZ,300121,阳谷华泰,化工原料
300119.SZ,300119,瑞普生物,农业综合
601818.SH,601818,光大银行,银行
300125.SZ,300125,*ST聆达,电气设备
002486.SZ,002486,嘉麟杰,服饰
002485.SZ,002485,ST雪发,商贸代理
002482.SZ,002482,广田集团,装修装饰
002500.SZ,002500,山西证券,证券
002521.SZ,002521,齐峰新材,造纸
300123.SZ,300123,ST亚光,半导体
300122.SZ,300122,智飞生物,生物制药
002488.SZ,002488,金固股份,汽车配件
002487.SZ,002487,大金重工,电气设备
002495.SZ,002495,佳隆股份,食品
002615.SZ,002615,哈尔斯,家居用品
300127.SZ,300127,银河磁体,矿物制品
600998.SH,600998,九州通,医药商业
002518.SZ,002518,科士达,电气设备
002493.SZ,002493,荣盛石化,化纤
002491.SZ,002491,通鼎互联,通信设备
002483.SZ,002483,润邦股份,专用机械
300134.SZ,300134,大富科技,通信设备
300130.SZ,300130,新国都,IT设备
300135.SZ,300135,宝利国际,石油加工
300329.SZ,300329,海伦钢琴,文教休闲
002497.SZ,002497,雅化集团,小金属
002494.SZ,002494,华斯股份,服饰
601996.SH,601996,丰林集团,家居用品
300401.SZ,300401,花园生物,化学制药
300131.SZ,300131,英唐智控,元器件
002498.SZ,002498,汉缆股份,电气设备
300137.SZ,300137,先河环保,环境保护
300132.SZ,300132,青松股份,化工原料
002643.SZ,002643,万润股份,化工原料
002805.SZ,002805,丰元股份,电气设备
300138.SZ,300138,晨光生物,食品
300136.SZ,300136,信维通信,元器件
002889.SZ,002889,东方嘉盛,仓储物流
300142.SZ,300142,沃森生物,生物制药
002501.SZ,002501,*ST利源,铝
300141.SZ,300141,和顺电气,电气设备
300140.SZ,300140,节能环境,环境保护
002511.SZ,002511,中顺洁柔,造纸
002510.SZ,002510,天汽模,汽车配件
002554.SZ,002554,惠博普,石油开采
002508.SZ,002508,老板电器,家用电器
002738.SZ,002738,中矿资源,小金属
300154.SZ,300154,瑞凌股份,机械基件
300331.SZ,300331,苏大维格,元器件
300144.SZ,300144,宋城演艺,旅游景点
300143.SZ,300143,盈康生命,医疗保健
002514.SZ,002514,*ST宝馨,机械基件
002507.SZ,002507,涪陵榨菜,食品
002513.SZ,002513,蓝丰生化,新型电力
601777.SH,601777,千里科技,摩托车
601880.SH,601880,辽港股份,港口
002515.SZ,002515,金字火腿,食品
300145.SZ,300145,南方泵业,机械基件
300148.SZ,300148,天舟文化,出版业
002520.SZ,002520,日发精机,机床制造
002512.SZ,002512,ST达华,IT设备
300168.SZ,300168,万达信息,软件服务
300158.SZ,300158,振东制药,化学制药
002516.SZ,002516,旷达科技,汽车配件
002517.SZ,002517,恺英网络,互联网
603167.SH,603167,渤海轮渡,水运
002519.SZ,002519,银河电子,通信设备
300157.SZ,300157,新锦动力,专用机械
002522.SZ,002522,浙江众成,塑料
300146.SZ,300146,汤臣倍健,食品
300149.SZ,300149,睿智医药,生物制药
002743.SZ,002743,富煌钢构,钢加工
002547.SZ,002547,*ST春兴,汽车配件
300155.SZ,300155,安居宝,IT设备
300151.SZ,300151,昌红科技,专用机械
002606.SZ,002606,大连电瓷,电气设备
002524.SZ,002524,光正眼科,医疗保健
002528.SZ,002528,*ST英飞,IT设备
300147.SZ,300147,*ST香雪,中成药
300153.SZ,300153,科泰电源,电气设备
002526.SZ,002526,山东矿机,工程机械
002532.SZ,002532,天山铝业,铝
002534.SZ,002534,西子洁能,专用机械
002531.SZ,002531,天顺风能,电气设备
300169.SZ,300169,天晟新材,塑料
300162.SZ,300162,雷曼光电,元器件
300161.SZ,300161,华中数控,机床制造
002540.SZ,002540,亚太科技,铝
002702.SZ,002702,海欣食品,食品
002567.SZ,002567,唐人神,饲料
601933.SH,601933,永辉超市,超市连锁
300191.SZ,300191,潜能恒信,石油开采
300159.SZ,300159,*ST新研,农用机械
300165.SZ,300165,天瑞仪器,电器仪表
300223.SZ,300223,北京君正,半导体
002535.SZ,002535,林州重机,工程机械
002609.SZ,002609,捷顺科技,软件服务
300164.SZ,300164,通源石油,石油开采
300163.SZ,300163,先锋新材,家居用品
300160.SZ,300160,秀强股份,家用电器
002536.SZ,002536,飞龙股份,汽车配件
002557.SZ,002557,洽洽食品,食品
002539.SZ,002539,云图控股,农药化肥
601890.SH,601890,亚星锚链,船舶
002533.SZ,002533,金杯电工,电气设备
300170.SZ,300170,汉得信息,软件服务
300174.SZ,300174,元力股份,化工原料
300166.SZ,300166,东方国信,软件服务
300167.SZ,300167,ST迪威迅,软件服务
002537.SZ,002537,海联金汇,汽车配件
300172.SZ,300172,中电环保,环境保护
300171.SZ,300171,东富龙,医疗保健
300194.SZ,300194,福安药业,化学制药
300175.SZ,300175,ST朗源,食品
300180.SZ,300180,华峰超纤,化纤
002545.SZ,002545,东方铁塔,农药化肥
002550.SZ,002550,千红制药,生物制药
002544.SZ,002544,普天科技,通信设备
002541.SZ,002541,鸿路钢构,钢加工
601116.SH,601116,三江购物,超市连锁
002570.SZ,002570,贝因美,乳制品
002551.SZ,002551,尚荣医疗,医疗保健
300177.SZ,300177,中海达,通信设备
300176.SZ,300176,鸿特科技,汽车配件
002542.SZ,002542,*ST中岩,建筑工程
300181.SZ,300181,佐力药业,中成药
601700.SH,601700,风范股份,电气设备
601137.SH,601137,博威合金,小金属
300193.SZ,300193,佳士科技,专用机械
300183.SZ,300183,东软载波,通信设备
300197.SZ,300197,节能铁汉,环境保护
002543.SZ,002543,万和电气,家用电器
601519.SH,601519,大智慧,软件服务
002552.SZ,002552,宝鼎科技,元器件
002546.SZ,002546,新联电子,电气设备
601799.SH,601799,星宇股份,汽车配件
300184.SZ,300184,力源信息,元器件
300182.SZ,300182,捷成股份,影视音像
002769.SZ,002769,普路通,仓储物流
601616.SH,601616,广电电气,电气设备
300340.SZ,300340,科恒股份,电气设备
300203.SZ,300203,聚光科技,电器仪表
002558.SZ,002558,巨人网络,互联网
002555.SZ,002555,三七互娱,互联网
002548.SZ,002548,金新农,饲料
300229.SZ,300229,拓尔思,软件服务
002706.SZ,002706,良信股份,电气设备
002559.SZ,002559,亚威股份,机床制造
601216.SH,601216,君正集团,化工原料
601789.SH,601789,宁波建工,建筑工程
002553.SZ,002553,南方精工,汽车配件
300205.SZ,300205,*ST天喻,通信设备
300220.SZ,300220,金运激光,专用机械
300198.SZ,300198,*ST纳川,塑料
300188.SZ,300188,国投智能,软件服务
300195.SZ,300195,长荣股份,轻工机械
300196.SZ,300196,长海股份,玻璃
300187.SZ,300187,永清环保,环境保护
300345.SZ,300345,华民股份,电气设备
300185.SZ,300185,通裕重工,工程机械
002556.SZ,002556,辉隆股份,农药化肥
300190.SZ,300190,维尔利,环境保护
601011.SH,601011,宝泰隆,焦炭加工
002560.SZ,002560,通达股份,电气设备
002565.SZ,002565,顺灏股份,造纸
002577.SZ,002577,雷柏科技,IT设备
300375.SZ,300375,鹏翎股份,汽车配件
300211.SZ,300211,*ST亿通,通信设备
300192.SZ,300192,科德教育,文教休闲
300189.SZ,300189,神农种业,种植业
601992.SH,601992,金隅集团,水泥
002563.SZ,002563,森马服饰,服饰
601199.SH,601199,江南水务,水务
300204.SZ,300204,舒泰神,生物制药
300214.SZ,300214,日科化学,化工原料
300199.SZ,300199,翰宇药业,化学制药
300200.SZ,300200,高盟新材,化工原料
002562.SZ,002562,兄弟科技,化学制药
002564.SZ,002564,天沃科技,化工机械
002571.SZ,002571,德力股份,家居用品
002568.SZ,002568,百润股份,红黄酒
300201.SZ,300201,海伦哲,工程机械
300366.SZ,300366,ST创意,软件服务
603328.SH,603328,依顿电子,元器件
002579.SZ,002579,中京电子,元器件
002581.SZ,002581,*ST未名,生物制药
601218.SH,601218,XD吉鑫科,电气设备
002572.SZ,002572,索菲亚,家居用品
002573.SZ,002573,清新环境,环境保护
002574.SZ,002574,明牌珠宝,服饰
002576.SZ,002576,通达动力,电气设备
603006.SH,603006,联明股份,汽车配件
002575.SZ,002575,群兴玩具,文教休闲
300206.SZ,300206,理邦仪器,医疗保健
300210.SZ,300210,森远股份,专用机械
300209.SZ,300209,行云科技,互联网
002580.SZ,002580,圣阳股份,电气设备
601566.SH,601566,九牧王,服饰
601113.SH,601113,华鼎股份,化纤
002578.SZ,002578,闽发铝业,铝
300207.SZ,300207,欣旺达,电气设备
300212.SZ,300212,*ST易录,软件服务
601233.SH,601233,桐昆股份,化纤
601208.SH,601208,东材科技,化工原料
300402.SZ,300402,宝色股份,专用机械
300218.SZ,300218,安利股份,塑料
002584.SZ,002584,西陇科学,化工原料
002582.SZ,002582,好想你,食品
601222.SH,601222,林洋能源,新型电力
300225.SZ,300225,*ST金泰,染料涂料
300215.SZ,300215,电科院,电气设备
300257.SZ,300257,开山股份,机械基件
300219.SZ,300219,鸿利智汇,元器件
300222.SZ,300222,科大智能,电气设备
300217.SZ,300217,东方电热,家用电器
300221.SZ,300221,银禧科技,塑料
002583.SZ,002583,海能达,通信设备
601599.SH,601599,浙文影业,纺织
002590.SZ,002590,万安科技,汽车配件
300231.SZ,300231,银信科技,软件服务
002592.SZ,002592,ST八菱,汽车配件
300227.SZ,300227,光韵达,专用机械
300224.SZ,300224,正海磁材,矿物制品
300228.SZ,300228,富瑞特装,化工机械
300249.SZ,300249,依米康,IT设备
300226.SZ,300226,上海钢联,互联网
300240.SZ,300240,飞力达,仓储物流
300381.SZ,300381,溢多利,化学制药
002585.SZ,002585,双星新材,塑料
601311.SH,601311,骆驼股份,电气设备
002586.SZ,002586,ST围海,建筑工程
300230.SZ,300230,永利股份,塑料
300232.SZ,300232,洲明科技,元器件
300234.SZ,300234,开尔新材,陶瓷
601798.SH,601798,蓝科高新,化工机械
002589.SZ,002589,瑞康医药,医药商业
002587.SZ,002587,奥拓电子,元器件
300233.SZ,300233,金城医药,化学制药
300236.SZ,300236,上海新阳,半导体
300237.SZ,300237,ST美晨,汽车配件
603156.SH,603156,养元饮品,软饮料
002778.SZ,002778,中晟高科,环境保护
002588.SZ,002588,史丹利,农药化肥
601567.SH,601567,三星电气,电气设备
002783.SZ,002783,凯龙股份,化工原料
002605.SZ,002605,姚记科技,互联网
002594.SZ,002594,比亚迪,汽车整车
300239.SZ,300239,东宝生物,生物制药
002593.SZ,002593,日上集团,钢加工
002596.SZ,002596,海南瑞泽,水泥
002734.SZ,002734,利民股份,农药化肥
002626.SZ,002626,金达威,医疗保健
002600.SZ,002600,领益智造,元器件
002601.SZ,002601,龙佰集团,化工原料
002597.SZ,002597,金禾实业,食品
002598.SZ,002598,ST章鼓,机械基件
300242.SZ,300242,佳云科技,互联网
300258.SZ,300258,精锻科技,汽车配件
300241.SZ,300241,瑞丰光电,半导体
601901.SH,601901,方正证券,证券
002607.SZ,002607,中公教育,文教休闲
002602.SZ,002602,世纪华通,互联网
300243.SZ,300243,瑞丰高材,化工原料
300244.SZ,300244,迪安诊断,医疗保健
002603.SZ,002603,以岭药业,中成药
300248.SZ,300248,新开普,软件服务
300250.SZ,300250,初灵信息,软件服务
300246.SZ,300246,宝莱特,医疗保健
002620.SZ,002620,*ST瑞和,装修装饰
603456.SH,603456,九洲药业,医疗保健
300251.SZ,300251,光线传媒,影视音像
002627.SZ,002627,三峡旅游,旅游景点
002911.SZ,002911,佛燃能源,供气供热
002608.SZ,002608,江苏国信,火力发电
300254.SZ,300254,仟源医药,化学制药
300256.SZ,300256,星星科技,元器件
300255.SZ,300255,常山药业,生物制药
601636.SH,601636,旗滨集团,玻璃
300260.SZ,300260,新莱应材,机械基件
300252.SZ,300252,金信诺,通信设备
002830.SZ,002830,名雕股份,装修装饰
002717.SZ,002717,*ST岭南,环境保护
603197.SH,603197,保隆科技,汽车配件
300265.SZ,300265,通光线缆,电气设备
300267.SZ,300267,尔康制药,化学制药
300259.SZ,300259,新天科技,电器仪表
300303.SZ,300303,聚飞光电,半导体
002629.SZ,002629,仁智股份,石油开采
300284.SZ,300284,苏交科,建筑工程
601908.SH,601908,京运通,电气设备
601886.SH,601886,江河集团,装修装饰
300269.SZ,300269,联建光电,元器件
300261.SZ,300261,雅本化学,农药化肥
002611.SZ,002611,东方精工,轻工机械
603518.SH,603518,锦泓集团,服饰
300268.SZ,300268,*ST佳沃,农业综合
300263.SZ,300263,隆华科技,专用机械
300294.SZ,300294,博雅生物,生物制药
002616.SZ,002616,长青集团,环境保护
300270.SZ,300270,中威电子,IT设备
601677.SH,601677,明泰铝业,铝
002612.SZ,002612,朗姿股份,服饰
002624.SZ,002624,完美世界,互联网
002745.SZ,002745,木林森,元器件
002641.SZ,002641,公元股份,塑料
002617.SZ,002617,露笑科技,电气设备
300266.SZ,300266,兴源环境,环境保护
601669.SH,601669,中国电建,建筑工程
300274.SZ,300274,阳光电源,电气设备
601100.SH,601100,恒立液压,工程机械
300729.SZ,300729,乐歌股份,家居用品
300283.SZ,300283,温州宏丰,电气设备
300275.SZ,300275,梅安森,工程机械
002628.SZ,002628,成都路桥,建筑工程
002625.SZ,002625,光启技术,航空
603686.SH,603686,福龙马,环境保护
002623.SZ,002623,亚玛顿,玻璃
601225.SH,601225,陕西煤业,煤炭开采
002637.SZ,002637,赞宇科技,日用化工
002636.SZ,002636,金安国纪,元器件
601555.SH,601555,东吴证券,证券
300278.SZ,300278,华昌达,专用机械
002634.SZ,002634,*ST棒杰,服饰
002640.SZ,002640,跨境通,互联网
002631.SZ,002631,德尔未来,家居用品
002633.SZ,002633,申科股份,机械基件
300276.SZ,300276,三丰智能,专用机械
603001.SH,603001,奥康国际,服饰
601800.SH,601800,中国交建,建筑工程
002635.SZ,002635,安洁科技,元器件
300293.SZ,300293,蓝英装备,专用机械
002632.SZ,002632,道明光学,塑料
002648.SZ,002648,卫星化学,化工原料
300279.SZ,300279,和晶科技,元器件
002646.SZ,002646,天佑德酒,白酒
002639.SZ,002639,雪人集团,专用机械
002645.SZ,002645,华宏科技,专用机械
300285.SZ,300285,国瓷材料,陶瓷
300281.SZ,300281,金明精机,专用机械
601928.SH,601928,凤凰传媒,出版业
002673.SZ,002673,西部证券,证券
002638.SZ,002638,勤上股份,家用电器
002647.SZ,002647,仁东控股,多元金融
300286.SZ,300286,安科瑞,电器仪表
300295.SZ,300295,*ST三六,互联网
300288.SZ,300288,朗玛信息,软件服务
002668.SZ,002668,TCL智家,家用电器
002642.SZ,002642,荣联科技,软件服务
002651.SZ,002651,利君股份,航空
603599.SH,603599,广信股份,农药化肥
300324.SZ,300324,旋极信息,软件服务
300350.SZ,300350,华鹏飞,仓储物流
300287.SZ,300287,飞利信,软件服务
300290.SZ,300290,荣科科技,软件服务
601360.SH,601360,三六零,互联网
002649.SZ,002649,博彦科技,软件服务
002664.SZ,002664,信质集团,汽车配件
300298.SZ,300298,三诺生物,医疗保健
002655.SZ,002655,共达电声,元器件
002656.SZ,002656,*ST摩登,服饰
601368.SH,601368,绿城水务,水务
601336.SH,601336,新华保险,保险
002667.SZ,002667,*ST威领,小金属
300289.SZ,300289,利德曼,医疗保健
300532.SZ,300532,今天国际,软件服务
300483.SZ,300483,首华燃气,石油开采
002662.SZ,002662,峰璟股份,汽车配件
002688.SZ,002688,金河生物,农业综合
300291.SZ,300291,百纳千成,影视音像
002652.SZ,002652,扬子新材,其他建材
603729.SH,603729,ST龙韵,广告包装
002650.SZ,002650,ST加加,食品
300292.SZ,300292,吴通控股,互联网
002666.SZ,002666,德联集团,化工原料
601929.SH,601929,吉视传媒,影视音像
300358.SZ,300358,楚天科技,医疗保健
300310.SZ,300310,宜通世纪,通信设备
300307.SZ,300307,慈星股份,纺织机械
002654.SZ,002654,万润科技,互联网
603359.SH,603359,*ST东珠,建筑工程
002653.SZ,002653,海思科,化学制药
601339.SH,601339,百隆东方,纺织
300301.SZ,300301,ST长方,半导体
300296.SZ,300296,利亚德,元器件
300304.SZ,300304,云意电气,汽车配件
300306.SZ,300306,远方信息,电器仪表
002672.SZ,002672,东江环保,环境保护
002663.SZ,002663,普邦股份,建筑工程
601388.SH,601388,怡球资源,铝
601515.SH,601515,衢州东峰,广告包装
300326.SZ,300326,ST凯利,医疗保健
601231.SH,601231,环旭电子,元器件
002657.SZ,002657,中科金财,软件服务
300300.SZ,300300,海峡创新,软件服务
002660.SZ,002660,茂硕电源,电气设备
300755.SZ,300755,华致酒行,其他商业
002669.SZ,002669,康达新材,化工原料
002658.SZ,002658,雪迪龙,环境保护
002674.SZ,002674,兴业科技,纺织
002661.SZ,002661,克明食品,食品
002659.SZ,002659,凯文教育,文教休闲
300320.SZ,300320,海达股份,橡胶
300313.SZ,300313,*ST天山,农业综合
300314.SZ,300314,戴维医疗,医疗保健
002670.SZ,002670,国盛证券,证券
603123.SH,603123,翠微股份,多元金融
300327.SZ,300327,中颖电子,半导体
601965.SH,601965,中国汽研,汽车服务
603333.SH,603333,尚纬股份,电气设备
002675.SZ,002675,东诚药业,化学制药
300311.SZ,300311,ST任子行,软件服务
002799.SZ,002799,环球印务,广告包装
