trade_date,nav
2016-03-01,1214306.773080909
2016-03-02,1258927.768900776
2016-03-03,1259450.9300363292
2016-03-04,1242159.4121522272
2016-03-07,1257237.0159778583
2016-03-08,1267013.0285018312
2016-03-09,1250737.1981633268
2016-03-10,1236425.881036657
2016-03-11,1237809.144357006
2016-03-14,1265627.661184828
2016-03-15,1257459.8700925135
2016-03-16,1254025.2127607588
2016-03-17,1286505.5688424301
2016-03-18,1314747.69415599
2016-03-21,1331760.6977911869
2016-03-22,1330643.6907354726
2016-03-23,1335485.5462347702
2016-03-24,1322555.4653988404
2016-03-25,1327496.2344257198
2016-03-28,1323244.6614071636
2016-03-29,1313087.13072315
2016-03-30,1337782.0334081687
2016-03-31,1336491.733951931
2016-04-01,1334491.951881643
2016-04-05,1348830.6180539718
2016-04-06,1350698.0101036183
2016-04-07,1340679.5932867345
2016-04-08,1335242.101970142
2016-04-11,1348618.7893961011
2016-04-12,1344137.4944388447
2016-04-13,1352009.015745754
2016-04-14,1357433.4970547035
2016-04-15,1355619.202020304
2016-04-18,1345096.1919191617
2016-04-19,1349143.3193905978
2016-04-20,1323825.3394400084
2016-04-21,1317639.0042222429
2016-04-22,1320712.1168404175
2016-04-25,1314450.7982262
2016-04-26,1320612.6469675947
2016-04-27,1319009.6588697294
2016-04-28,1320333.697559472
2016-04-29,1319471.677823196
2016-05-03,1339195.0342020951
2016-05-04,1335746.8345444654
2016-05-05,1337876.2204207
2016-05-06,1315733.4635494784
2016-05-09,1297811.7413809
2016-05-10,1298327.710540904
2016-05-11,1296659.2746046395
2016-05-12,1297764.4966706065
2016-05-13,1295089.540558494
2016-05-16,1306112.3373037952
2016-05-17,1306257.873110029
2016-05-18,1293379.9840070307
2016-05-19,1293292.49764331
2016-05-20,1299249.9503137164
2016-05-23,1304834.6562058446
2016-05-24,1298485.9534051605
2016-05-25,1294975.1073966466
2016-05-26,1298276.341507327
2016-05-27,1296333.6375768988
2016-05-30,1293614.0909036554
2016-05-31,1320256.6803361853
2016-06-01,1321243.4056041706
2016-06-02,1323804.0826013822
2016-06-03,1327453.7745591537
2016-06-06,1328830.866300949
2016-06-07,1328397.1220626354
2016-06-08,1326700.0867840678
2016-06-13,1301433.1298089707
2016-06-14,1303661.3529927358
2016-06-15,1320063.2537880368
2016-06-16,1317112.633700044
2016-06-17,1319392.8641420784
2016-06-20,1319843.8835404469
2016-06-21,1314693.7412323686
2016-06-22,1323068.4444952896
2016-06-23,1319999.72527595
2016-06-24,1319452.9760300368
2016-06-27,1335186.0600155415
2016-06-28,1339876.553568453
2016-06-29,1341220.0983483999
2016-06-30,1342956.4522213456
2016-07-01,1344762.9267286686
2016-07-04,1358203.5736816407
2016-07-05,1358226.7617763928
2016-07-06,1362245.5900019386
2016-07-07,1360409.4421239048
2016-07-08,1356422.212738573
2016-07-11,1356990.283046758
2016-07-12,1368092.4324777275
2016-07-13,1372670.3594677057
2016-07-14,1371806.7659403444
2016-07-15,1369565.3114771126
2016-07-18,1367530.9995335909
2016-07-19,1368735.0635207188
2016-07-20,1366616.2020985098
2016-07-21,1367461.4384147616
2016-07-22,1361932.2669456494
2016-07-25,1362514.6415960656
2016-07-26,1372720.217192036
2016-07-27,1350217.9558490785
2016-07-28,1353797.895880231
2016-07-29,1349369.5628837212
2016-08-01,1344184.9767728504
2016-08-02,1350817.6922059837
2016-08-03,1349801.5663717363
2016-08-04,1354334.704169407
2016-08-05,1352720.444350915
2016-08-08,1360692.6544417657
2016-08-09,1369434.37036129
2016-08-10,1365668.6232781787
2016-08-11,1354369.6880001063
2016-08-12,1370255.9906432633
2016-08-15,1398953.5287700647
2016-08-16,1400011.5981718702
2016-08-17,1399867.8898727742
2016-08-18,1398543.3915542215
2016-08-19,1399699.487757835
2016-08-22,1385063.9640090389
2016-08-23,1388709.9073547604
2016-08-24,1391862.8656182697
2016-08-25,1382775.4630383106
2016-08-26,1385648.9725235892
2016-08-29,1385600.7958492287
2016-08-30,1388030.0772664128
2016-08-31,1388527.1661162956
2016-09-01,1380555.942703448
2016-09-02,1379275.8801515817
2016-09-05,1386496.6076880884
2016-09-06,1402262.4738059086
2016-09-07,1402629.9509731114
2016-09-08,1405774.7587068093
2016-09-09,1395477.9567545555
2016-09-12,1364397.1983956583
2016-09-13,1367732.9734192549
2016-09-14,1360460.1163999254
2016-09-19,1373192.6622525882
2016-09-20,1371258.0854957614
2016-09-21,1373333.9737535357
2016-09-22,1383063.1224398536
2016-09-23,1381370.5791788958
2016-09-26,1360882.8692912408
2016-09-27,1366682.9313691184
2016-09-28,1364893.3673505522
2016-09-29,1368341.9695808906
2016-09-30,1370614.9716209678
2016-10-10,1389347.0131820315
2016-10-11,1394083.0272802997
2016-10-12,1392434.0289572512
2016-10-13,1392901.8494717826
2016-10-14,1388761.084684003
2016-10-17,1376792.058731556
2016-10-18,1392384.0765274914
2016-10-19,1389027.781015987
2016-10-20,1393154.2096089877
2016-10-21,1391280.0273867643
2016-10-24,1403405.529370262
2016-10-25,1407464.1530228173
2016-10-26,1399714.8222284229
2016-10-27,1395917.6794349393
2016-10-28,1388664.168397314
2016-10-31,1387963.863788487
2016-11-01,1397041.9795418433
2016-11-02,1384769.5152775256
2016-11-03,1389053.4357288
2016-11-04,1384735.678804771
2016-11-07,1383297.4409139473
2016-11-08,1390284.0297179085
2016-11-09,1379731.7999995677
2016-11-10,1394115.1249194564
2016-11-11,1395108.409222541
2016-11-14,1397300.8167100302
2016-11-15,1401969.722490685
2016-11-16,1405590.537784593
2016-11-17,1403250.913019612
2016-11-18,1399523.341988247
2016-11-21,1402206.7241344862
2016-11-22,1414360.1670077348
2016-11-23,1412725.6898392935
2016-11-24,1409873.2651272751
2016-11-25,1420196.8800638188
2016-11-28,1425118.6696991192
2016-11-29,1423653.6636068574
2016-11-30,1421226.5866445818
2016-12-01,1424866.9280334031
2016-12-02,1406380.7522967542
2016-12-05,1396571.0080458482
2016-12-06,1394655.1456506574
2016-12-07,1399108.3160970802
2016-12-08,1398841.0702479128
2016-12-09,1397811.2601277756
2016-12-12,1366520.4301428844
2016-12-13,1365871.2462621278
2016-12-14,1357854.4545052242
2016-12-15,1352147.649709017
2016-12-16,1360547.062257892
2016-12-19,1357316.0154750037
2016-12-20,1355004.7139700002
2016-12-21,1365638.1244407576
2016-12-22,1366094.2769107046
2016-12-23,1358555.278968223
2016-12-26,1362408.6535760274
2016-12-27,1358747.8167590126
2016-12-28,1355882.4304641497
2016-12-29,1355547.9134461782
2016-12-30,1357289.7089732247
2017-01-03,1360836.7987958302
2017-01-04,1371531.3265808243
2017-01-05,1369979.2112808381
2017-01-06,1363806.323117368
2017-01-09,1366685.2213394956
2017-01-10,1365405.4416789738
2017-01-11,1361155.4546139147
2017-01-12,1358197.7006109608
2017-01-13,1353874.7399118426
2017-01-16,1342186.3255724444
2017-01-17,1351638.291014149
2017-01-18,1347219.892041762
2017-01-19,1346913.985505822
2017-01-20,1359083.9481879403
2017-01-23,1362242.111204875
2017-01-24,1358185.5441331784
2017-01-25,1359919.1209204192
2017-01-26,1366157.1703755339
2017-02-03,1362165.182146321
2017-02-06,1365814.8686177675
2017-02-07,1364253.9850752586
2017-02-08,1368070.0362698447
2017-02-09,1370258.9840369388
2017-02-10,1369711.5860937801
2017-02-13,1373025.6359168012
2017-02-14,1372389.3795131359
2017-02-15,1371914.8248822875
2017-02-16,1376217.1807735835
2017-02-17,1371696.8872475484
2017-02-20,1377378.1936657815
2017-02-21,1381845.4628601165
2017-02-22,1385772.6942477557
2017-02-23,1386452.1166221988
2017-02-24,1386330.8927405928
2017-02-27,1382636.1893858332
2017-02-28,1384952.3577411813
2017-03-01,1385504.749241719
2017-03-02,1384432.8452902213
2017-03-03,1384931.0287638986
2017-03-06,1392737.340464776
2017-03-07,1392818.8211656627
2017-03-08,1389762.3916137998
2017-03-09,1386053.425817409
2017-03-10,1385196.9413731657
2017-03-13,1390220.5730041736
2017-03-14,1391302.4520645128
2017-03-15,1390592.4689587809
2017-03-16,1396800.682504362
2017-03-17,1391637.7351924623
2017-03-20,1392553.8794350424
2017-03-21,1394852.143527673
2017-03-22,1387417.4203039175
2017-03-23,1388641.0890360803
2017-03-24,1392213.0476735323
2017-03-27,1388020.7064930198
2017-03-28,1387201.5533826076
2017-03-29,1385091.2177902688
2017-03-30,1372629.9109311858
2017-03-31,1378221.9068407472
2017-04-05,1392397.969663669
2017-04-06,1392988.4369086744
2017-04-07,1395192.328932053
2017-04-10,1391678.3403405203
2017-04-11,1394570.3771231796
2017-04-12,1391674.8464154494
2017-04-13,1394598.455089583
2017-04-14,1387126.5275377303
2017-04-17,1380782.4662585892
2017-04-18,1378047.0928883876
2017-04-19,1373412.3129874459
2017-04-20,1373753.2669771798
2017-04-21,1371567.8198774338
2017-04-24,1360991.6108014341
2017-04-25,1364670.821132945
2017-04-26,1366548.2939747935
2017-04-27,1368105.977969883
2017-04-28,1370777.9805704127
2017-05-02,1370888.119899045
2017-05-03,1367489.8136959749
2017-05-04,1362214.7504571537
2017-05-05,1355853.3320298246
2017-05-08,1348621.7760428013
2017-05-09,1351351.9032323123
2017-05-10,1341207.5798596197
2017-05-11,1342849.1989897508
2017-05-12,1342717.1710265556
2017-05-15,1346268.5477237399
2017-05-16,1354222.3504475108
2017-05-17,1353680.1768988394
2017-05-18,1349340.6605285555
2017-05-19,1347152.3069621795
2017-05-22,1344090.1361071523
2017-05-23,1340084.8529456833
2017-05-24,1344036.067096699
2017-05-25,1351681.384584962
2017-05-26,1350070.2780363886
2017-05-31,1351752.2641142686
2017-06-01,1346448.358165118
2017-06-02,1352940.9143526233
2017-06-05,1356420.2621100212
2017-06-06,1356748.719597542
2017-06-07,1363151.8451616326
2017-06-08,1364074.4758820846
2017-06-09,1366529.3137163788
2017-06-12,1362659.225289885
2017-06-13,1366245.0985515602
2017-06-14,1363642.487794973
2017-06-15,1365221.7988167037
2017-06-16,1362740.6101128915
2017-06-19,1366723.4097838467
2017-06-20,1369265.662010058
2017-06-21,1368872.3340204745
2017-06-22,1364538.2770953448
2017-06-23,1367424.354019613
2017-06-26,1374116.7656134958
2017-06-27,1374974.9455353068
2017-06-28,1368960.8963713623
2017-06-29,1370890.4041113853
2017-06-30,1368200.9772362527
2017-07-03,1371002.4876373126
2017-07-04,1367117.155720347
2017-07-05,1370436.3747905353
2017-07-06,1373348.982000655
2017-07-07,1372267.5647062273
2017-07-10,1368867.6684658057
2017-07-11,1366545.4474447886
2017-07-12,1366461.0877934871
2017-07-13,1367928.0112694006
2017-07-14,1364547.918544928
2017-07-17,1349536.4367619636
2017-07-18,1350375.7284206003
2017-07-19,1358834.6165656508
2017-07-20,1362344.6720416306
2017-07-21,1362799.2864700817
2017-07-24,1364006.984978732
2017-07-25,1362798.2260779473
2017-07-26,1361034.29774519
2017-07-27,1369354.965559253
2017-07-28,1367235.1301273485
2017-07-31,1369596.3203141626
2017-08-01,1371837.9471605092
2017-08-02,1369959.3760883412
2017-08-03,1368336.0997315953
2017-08-04,1365416.6104072714
2017-08-07,1369903.839678205
2017-08-08,1372502.4569831314
2017-08-09,1372343.2654366202
2017-08-10,1369416.874766411
2017-08-11,1361003.0722498535
2017-08-14,1371651.2342887726
2017-08-15,1376475.2578855683
2017-08-16,1376184.347678977
2017-08-17,1379658.3478391003
2017-08-18,1377409.7602210864
2017-08-21,1379329.5187572096
2017-08-22,1378197.7814705265
2017-08-23,1377462.4800055157
2017-08-24,1373525.3388745268
2017-08-25,1379378.8391130804
2017-08-28,1384665.6573374802
2017-08-29,1381948.0599606854
2017-08-30,1383880.6518795183
2017-08-31,1385434.7814874633
2017-09-01,1389656.235226619
2017-09-04,1392124.6565253548
2017-09-05,1392168.7693094749
2017-09-06,1393860.8133866747
2017-09-07,1391325.0359533844
2017-09-08,1391891.175045572
2017-09-11,1394929.9258088036
2017-09-12,1394541.4851813852
2017-09-13,1395532.990546354
2017-09-14,1395379.640222582
2017-09-15,1393011.6959211896
2017-09-18,1396352.560891188
2017-09-19,1393939.442379395
2017-09-20,1396026.3415628744
2017-09-21,1391501.3400137946
2017-09-22,1389995.223615
2017-09-25,1385036.8192453445
2017-09-26,1387390.4669223113
2017-09-27,1390958.003840596
2017-09-28,1390643.27487267
2017-09-29,1394519.6280898615
2017-10-09,1401990.4606882927
2017-10-10,1405743.5961842495
2017-10-11,1403195.739615365
2017-10-12,1403461.1893164515
2017-10-13,1408140.315614772
2017-10-16,1400976.9412567567
2017-10-17,1400173.8343399707
2017-10-18,1396370.5343586593
2017-10-19,1393044.1136293132
2017-10-20,1398096.658609571
2017-10-23,1401348.3320088875
2017-10-24,1401482.687036925
2017-10-25,1404607.1881008232
2017-10-26,1405232.750160267
2017-10-27,1401742.1175189759
2017-10-30,1394319.901890351
2017-10-31,1398961.7420490524
2017-11-01,1398646.2622685093
2017-11-02,1392581.0212826869
2017-11-03,1387398.7734278555
2017-11-06,1394274.7360257348
2017-11-07,1399213.2482501124
2017-11-08,1401350.2592494283
2017-11-09,1406617.2835938358
2017-11-10,1410786.2785207652
2017-11-13,1411097.5194050996
2017-11-14,1406211.118562827
2017-11-15,1399148.547673447
2017-11-16,1401314.8728514225
2017-11-17,1390560.5639741728
2017-11-20,1396301.4004901703
2017-11-21,1397828.9983928488
2017-11-22,1397019.600794861
2017-11-23,1380533.3264468436
2017-11-24,1380460.7375259376
2017-11-27,1374566.9171532805
2017-11-28,1381135.5997463549
2017-11-29,1383546.7074433386
2017-11-30,1377585.8175590248
2017-12-01,1384262.3484281872
2017-12-04,1385296.9210837577
2017-12-05,1375374.2791353995
2017-12-06,1370861.0857049872
2017-12-07,1373915.61313475
2017-12-08,1378113.0794110051
2017-12-11,1383801.2196582512
2017-12-12,1380595.6071866103
2017-12-13,1383201.86232546
2017-12-14,1382969.1352172438
2017-12-15,1379580.7642864585
2017-12-18,1380798.8835335344
2017-12-19,1385996.7712427457
2017-12-20,1382763.3398238022
2017-12-21,1384074.130621417
2017-12-22,1384092.0973816123
2017-12-25,1380288.7630541841
2017-12-26,1381965.7381984638
2017-12-27,1377167.0962826717
2017-12-28,1374932.5471922876
2017-12-29,1378818.233663136
2018-01-02,1383629.804961109
2018-01-03,1391505.1816991179
2018-01-04,1394129.1146291117
2018-01-05,1394697.158456887
2018-01-08,1398847.3040653772
2018-01-09,1399412.3016616758
2018-01-10,1396848.5554262493
2018-01-11,1398236.7079087272
2018-01-12,1397857.2386647551
2018-01-15,1383635.2508701987
2018-01-16,1385037.626472231
2018-01-17,1383620.2004289385
2018-01-18,1383710.2006773748
2018-01-19,1382936.4375409018
2018-01-22,1388695.6942841162
2018-01-23,1391516.5732735062
2018-01-24,1399598.1622415208
2018-01-25,1398387.749867512
2018-01-26,1398073.3352395063
2018-01-29,1393174.328861042
2018-01-30,1389204.9194301302
2018-01-31,1377250.5925336878
2018-02-01,1361770.9647760554
2018-02-02,1363180.7763602166
2018-02-05,1356727.789809387
2018-02-06,1318875.0497802373
2018-02-07,1325066.7237813463
2018-02-08,1331316.337222164
2018-02-09,1308167.790918528
2018-02-12,1326726.5195913038
2018-02-13,1331747.5804789173
2018-02-14,1334841.9105727565
2018-02-22,1348242.9602184612
2018-02-23,1349990.0467817201
2018-02-26,1367827.8525162458
2018-02-27,1369772.6098699267
2018-02-28,1370218.4346190123
2018-03-01,1379805.124704043
2018-03-02,1373990.1203392972
2018-03-05,1377580.0835863138
2018-03-06,1385794.6298187939
2018-03-07,1379096.1085428211
2018-03-08,1384522.58932109
2018-03-09,1395941.2413434065
2018-03-12,1407605.7975224068
2018-03-13,1403400.8215066565
2018-03-14,1393819.7876207097
2018-03-15,1393868.8873304497
2018-03-16,1389191.9845819736
2018-03-19,1391524.8241706928
2018-03-20,1392245.6310555045
2018-03-21,1386057.4996366508
2018-03-22,1382404.2165288515
2018-03-23,1347261.9744375849
2018-03-26,1361734.7547435025
2018-03-27,1381117.3439200036
2018-03-28,1370026.3598701553
2018-03-29,1373871.793685962
2018-03-30,1386285.1668689442
2018-04-02,1385603.0012370844
2018-04-03,1376099.263058756
2018-04-04,1370383.161643245
2018-04-09,1372723.1495314604
2018-04-10,1377027.8087147078
2018-04-11,1379299.9871104683
2018-04-12,1374196.4430476683
2018-04-13,1371779.3075663396
2018-04-16,1372100.2580760238
2018-04-17,1350691.9558680346
2018-04-18,1366297.2416539239
2018-04-19,1369086.1408031173
2018-04-20,1350036.4411962535
2018-04-23,1339949.0675723234
2018-04-24,1360827.2527317768
2018-04-25,1359208.5392216686
2018-04-26,1343500.9257763366
2018-04-27,1350623.5908512792
2018-05-02,1349913.4755692654
2018-05-03,1358121.0017191074
2018-05-04,1356520.713587848
2018-05-07,1374474.2063007022
2018-05-08,1378363.41867001
2018-05-09,1376177.763881969
2018-05-10,1380828.2863193238
2018-05-11,1374057.8909027823
2018-05-14,1372538.106043003
2018-05-15,1379881.1750910766
2018-05-16,1375107.939774253
2018-05-17,1371378.915507073
2018-05-18,1374915.8208889305
2018-05-21,1385730.556474464
2018-05-22,1388099.9405940953
2018-05-23,1375861.2535862918
2018-05-24,1374126.2504351726
2018-05-25,1365206.8095495538
2018-05-28,1362815.0271796016
2018-05-29,1354464.823070736
2018-05-30,1332628.8634896677
2018-05-31,1345453.777664555
2018-06-01,1334716.9238190805
2018-06-04,1338243.8876653167
2018-06-05,1353261.1074267682
2018-06-06,1352657.2423961512
2018-06-07,1349053.368329167
2018-06-08,1337123.434999777
2018-06-11,1333670.7561024139
2018-06-12,1342999.5786819218
2018-06-13,1332654.809627154
2018-06-14,1328321.1381258469
2018-06-15,1317847.226061745
2018-06-19,1272393.5135128929
2018-06-20,1284091.555566341
2018-06-21,1262137.0065597997
2018-06-22,1276503.699775339
2018-06-25,1267014.7415631525
2018-06-26,1273881.1675866155
2018-06-27,1259822.3864915578
2018-06-28,1250515.5292998727
2018-06-29,1291231.2257316264
2018-07-02,1272251.102118532
2018-07-03,1286742.1939495124
2018-07-04,1263469.5932321807
2018-07-05,1239188.7802929457
2018-07-06,1245481.2741747727
2018-07-09,1275876.095453925
2018-07-10,1282158.4712539252
2018-07-11,1262005.052364974
2018-07-12,1287268.1903669173
2018-07-13,1292998.1167278914
2018-07-16,1289707.7780247733
2018-07-17,1287760.4190147473
2018-07-18,1282864.0510810602
2018-07-19,1276694.414159326
2018-07-20,1289179.930903851
2018-07-23,1296652.160410431
2018-07-24,1311775.7590675852
2018-07-25,1312485.4511191552
2018-07-26,1304433.8490820471
2018-07-27,1299338.6616061954
2018-07-30,1287435.6458191478
2018-07-31,1285893.0087941943
2018-08-01,1269879.0624609522
2018-08-02,1245689.7411961884
2018-08-03,1232261.4058810228
2018-08-06,1212039.4189913222
2018-08-07,1240265.1534065916
2018-08-08,1218724.2510644218
2018-08-09,1247168.11031236
2018-08-10,1253513.8774797774
2018-08-13,1260008.0427771697
2018-08-14,1254940.641552404
2018-08-15,1230807.248680061
2018-08-16,1219003.4535731187
2018-08-17,1200185.248497274
2018-08-20,1204956.1817808708
