ma_window,val_window,q_threshold,val_coeff,is_cagr,is_mdd,is_sharpe,is_vol
220,1400,0.12,0.5,0.02313419196333455,-0.18455661663185305,0.2815581302898001,0.10304028526833893
220,1400,0.12,0.6,0.018631538907155853,-0.22732424139916374,0.21870851824440413,0.12109507177446575
220,1400,0.12,0.7,0.00939097377980902,-0.27979458774356436,0.1396667883702168,0.14151457983581975
220,1400,0.12,0.8,0.008547617006132713,-0.3234614871857755,0.1348638064842606,0.15412438145481983
220,1400,0.15,0.4,0.03442512584884461,-0.14293809058861104,0.46047462490528046,0.08371346141554589
220,1400,0.15,0.5,0.03011657337565299,-0.18223985977079185,0.3445671523424026,0.1052968220984656
220,1400,0.15,0.6,0.02463065970133882,-0.2259429213678253,0.2664660359631913,0.1231052188472685
220,1400,0.15,0.7,0.015368553426818199,-0.2640484517972978,0.18246879702867566,0.14274336288859416
220,1400,0.15,0.8,0.014142455947002253,-0.3006936918832465,0.17192619514774335,0.15468729557283062
220,1400,0.18,0.4,0.043106539240396646,-0.1458725396170193,0.5508788027920899,0.0860209865095227
220,1400,0.18,0.5,0.03419648603556058,-0.19509300453103046,0.3763288681250612,0.10805926337450575
220,1400,0.18,0.6,0.027080724934027467,-0.23804030641853494,0.28040620376441155,0.1279944442305468
220,1400,0.18,0.7,0.018804255273225046,-0.2785962054929284,0.2055709549268507,0.14597878603239572
220,1400,0.18,0.8,0.018493975230741366,-0.30078254677741845,0.20031202706897075,0.15561246677220034
220,1400,0.2,0.4,0.04422877323363039,-0.14587253961701863,0.5571098955911233,0.08724616669898905
220,1400,0.2,0.5,0.03526674576550071,-0.1957397448756073,0.38178789626667775,0.10981916851781288
220,1400,0.2,0.6,0.02745983162762733,-0.23804030641853485,0.28120631022479115,0.12982902504032642
220,1400,0.2,0.7,0.01675301332760748,-0.27859620549292824,0.19086883039402194,0.1473825982211837
220,1400,0.2,0.8,0.01514586909768445,-0.3018459145866236,0.1782251025723649,0.15707949596624388
250,1000,0.1,0.4,0.022676234857297084,-0.17439781096909515,0.32036564430381986,0.08329210479325422
250,1000,0.1,0.5,0.02024933576117416,-0.22312712891716271,0.2535403882056942,0.10270011027766418
250,1000,0.1,0.6,0.013538515592085076,-0.26774710356219006,0.17637002167300575,0.11977544845629136
250,1000,0.1,0.7,0.012322258558977062,-0.3063032154280695,0.16160008337561463,0.1359935682176802
250,1000,0.1,0.8,0.006427882835225107,-0.3314240315181177,0.11914688699365461,0.1470349916505706
250,1000,0.12,0.4,0.022136069570329653,-0.188773405291395,0.3120564065386258,0.08393143085342804
250,1000,0.12,0.5,0.020010507929526078,-0.2402507995134392,0.24971889959563412,0.10373230416405582
250,1000,0.12,0.6,0.013012747921245849,-0.2770333778553548,0.17113407849597714,0.12158104310355751
250,1000,0.12,0.7,0.011247538107447497,-0.30111637940238717,0.15338902296433918,0.1369933732443945
250,1000,0.12,0.8,0.006228650270456049,-0.32575605824478676,0.11790083861133298,0.14784306484583346
250,1000,0.15,0.4,0.02917082025957174,-0.17859138974493136,0.38420459341322943,0.08741133742084448
250,1000,0.15,0.5,0.031793076726164715,-0.23092285797863293,0.35415257549893736,0.10793478543599322
250,1000,0.15,0.6,0.02366020689386983,-0.269482044884604,0.25637076509453194,0.12493729143882894
250,1000,0.15,0.7,0.0139419994509975,-0.29660373337801554,0.17312299444718363,0.13821621231184758
250,1000,0.15,0.8,0.0065438490434559515,-0.31925144505233144,0.12024527257670418,0.14872213493443487
250,1000,0.18,0.4,0.028732308112799698,-0.191394888762409,0.37670104957288325,0.08815369775468722
250,1000,0.18,0.5,0.02783520458575528,-0.2410279196819372,0.31490741664708993,0.10918982116926325
250,1000,0.18,0.6,0.02013282098941427,-0.2772988680465971,0.22631149804989056,0.12676139619841775
250,1000,0.18,0.7,0.01278478679767625,-0.3006293235467781,0.16427438860540805,0.13980949813276455
250,1000,0.18,0.8,0.0035286566708290223,-0.3322729150288168,0.09958893885412307,0.14937880434177958
250,1000,0.2,0.4,0.029351565973769977,-0.191394888762409,0.38171659340239483,0.08876857546883496
250,1000,0.2,0.5,0.028358598240058708,-0.2410279196819372,0.3181615847061756,0.11000904172317075
250,1000,0.2,0.6,0.0209657037439952,-0.2772988680465971,0.23212691183063544,0.1277729722577846
250,1000,0.2,0.7,0.014431400876483869,-0.3006293235467781,0.1761905263704857,0.14018029979266847
250,1000,0.2,0.8,0.004453247236668512,-0.3322729150288168,0.10605616603377883,0.14969995894315724
250,1100,0.1,0.4,0.017109874403514302,-0.15700953246792648,0.2618555603019796,0.07905882265880168
