vol_target,val_tilt,strike_ratio,is_cagr,is_mdd,is_sharpe,is_calmar,oos_cagr,oos_mdd,oos_sharpe,oos_calmar
0.08,0.8,0.97,0.04869300178224201,-0.0703027608849224,0.8744283463575139,0.6926186279077559,0.11819364927761433,-0.047118728919293494,2.1788666343911736,2.50842185238189
0.08,0.8,1.0,0.047552120530758524,-0.06654114712250744,0.8495325054505727,0.7146273033618035,0.11805796083154818,-0.047118728919293494,2.1785833915102857,2.505542138748304
0.1,0.0,0.95,0.05282913714136561,-0.0744702619901068,0.9125262854125495,0.7093991041468853,0.10960639321105359,-0.03942350532232095,2.2191056759213734,2.7802295182766565
0.1,0.0,0.97,0.0526329284120306,-0.07525551676651508,0.9044760114689243,0.6993896351190775,0.10926323642856861,-0.03942350532232095,2.213152598527251,2.7715251481380965
0.1,0.0,1.0,0.05128806776291861,-0.07819230624016796,0.872311066516654,0.6559221773736551,0.1090679111408599,-0.03942350532232095,2.2121947811139377,2.7665706093138147
0.1,0.2,0.95,0.05211429116270794,-0.07349259750703803,0.9031704103298015,0.7091093923808749,0.11193231151013783,-0.04138962466366733,2.211329047671196,2.704356766211372
0.1,0.2,0.97,0.05197447158628132,-0.07208082500252888,0.8966550020211954,0.7210582229664804,0.11160690333019962,-0.04138962466366733,2.205828892147873,2.6964946949173587
0.1,0.2,1.0,0.05062954642662887,-0.07481536958633993,0.8659550605917835,0.6767265430427414,0.11142630340398019,-0.04138962466366733,2.20504874240462,2.692131284335915
0.1,0.4,0.95,0.051318139252167105,-0.07247626100854927,0.8920996242823152,0.7080682493556564,0.11418143446563223,-0.04336480518181432,2.202555623588311,2.6330438701824472
0.1,0.4,0.97,0.051177344455990204,-0.07115080598933794,0.8862952341318993,0.7192798977380412,0.11387404010923596,-0.04336480518181432,2.197490675018106,2.6259553025039475
0.1,0.4,1.0,0.04994169901830703,-0.07131088598375485,0.85850924133279,0.7003376599427488,0.11370828696310387,-0.04336480518181432,2.196881548633435,2.622133005933326
0.1,0.6,0.95,0.05029090645066758,-0.07191139183967121,0.8764085850318802,0.699345474536118,0.11635645324176669,-0.04527357289546365,2.193057541585089,2.5700744562491873
0.1,0.6,0.97,0.05014968769674644,-0.07191139183967162,0.87128767281622,0.6973816861806335,0.11606732327034286,-0.04527357289546365,2.1884108648077483,2.5636881705435854
0.1,0.6,1.0,0.04896840971520655,-0.07191139183967173,0.8457101009643513,0.6809548315290972,0.11591655156493097,-0.04527357289546365,2.187967365419594,2.560357934033204
0.1,0.8,0.95,0.04952729841364256,-0.07266639554360516,0.8648606446550446,0.6815708697691295,0.11846426243825259,-0.047118728919293494,2.1831108158938375,2.51416507098827
0.1,0.8,0.97,0.04938564059959227,-0.07266639554360585,0.8603400260926845,0.6796214430363042,0.11819364927761433,-0.047118728919293494,2.1788666343911736,2.50842185238189
0.1,0.8,1.0,0.04826009334604042,-0.07266639554360535,0.8368540438857257,0.6641322028568309,0.11805796083154818,-0.047118728919293494,2.1785833915102857,2.505542138748304
