factor,ic_mean,ic_std,ic_ir,ic_pos_ratio,valid_days
ths_hot_rank,0.0688376905764026,0.07754859896240007,14.0913501363047,0.8133704735376045,359
turnover_rate,-0.06828758859694538,0.15818155265737818,-6.853086495533791,0.321954484605087,1494
macd,-0.056859848239160724,0.13719263422402564,-6.579231554663805,0.34675767918088735,1465
rsi_14,-0.031378836790694996,0.1235942817006147,-4.030312605227117,0.4101694915254237,1475
circ_mv,-0.03510636004704129,0.1910608042932388,-2.9168525213138747,0.3815261044176707,1494
volume_ratio,-0.011337356989283502,0.07607059341783155,-2.3658940284832486,0.4356902356902357,1485
