,Decile_1,Decile_2,Decile_3,Decile_4,Decile_5,Decile_6,Decile_7,Decile_8,Decile_9,Decile_10,Long_Short,Benchmark
20231213,0.8846640510453625,0.9324134213270745,1.0176159091848989,0.8536961139726437,0.9040298187681511,1.0749240550326316,0.8830172435125806,0.9180481514053785,0.9052874804658395,0.9362218377737918,1.0515577867284294,0.9316955737489052
20231227,0.7626031508052257,0.8389723263255712,0.9390154421213438,0.8648994496478599,0.8928417738429285,0.9615058410015269,0.8171719014584601,0.8962263388789006,0.8575829120487545,0.9110268437304991,1.1683468925760867,0.8750682179503156
20240112,0.6791570286688321,0.7721888272937505,0.8168152020359485,0.7589630234149909,0.7406956126627372,1.0062143334349578,0.7244151587668098,0.824813162366127,0.7472033299544901,0.8351685281175569,1.1989060645700416,0.7905929521177255
20240126,0.5653779635609124,0.5882437949934531,0.6558071802069987,0.5969443239119622,0.6254669539789819,0.9134749746062749,0.6513670765527731,0.7459342587329383,0.6393678554556758,0.7018014555303703,1.2083067112659738,0.6669153323534495
20240219,0.6664934550589139,0.7276266705244632,0.7006080188278572,0.6288275018831706,0.7459747270839651,1.038147361889262,0.7348940053593865,0.9398985251283191,0.8329052955963141,0.8847569419182062,1.307204503064387,0.7885400640562843
20240304,0.6947180851808016,0.7485926523585749,0.7273298765330269,0.6430342389221149,0.7377342136273265,1.0669139028533152,0.7657442808403967,0.9573108384095184,0.8739844450891878,0.9544370364262441,1.3547975338979634,0.8151848260028676
20240319,0.612617788289473,0.6810918393803651,0.6687892005274999,0.552310228842998,0.6925975998399638,0.9718647704864232,0.6930805182809966,0.9737546259206826,0.8113763169655935,0.9072177264987017,1.447878075654079,0.7507874036501804
20240402,0.5067340699317703,0.5771344999149515,0.5733627288151925,0.4816697572067941,0.6222405808154556,0.8092383377305149,0.6199076192813415,0.7699313710719085,0.6846667869560653,0.7906174079758197,1.512037842155114,0.6408300731765713
20240418,0.4882226801588612,0.5760276161822739,0.5871800783681896,0.5064267709947554,0.6295224429286257,0.8484148302270159,0.631671924899644,0.7427201219333568,0.6565150541113064,0.8132481744234182,1.6105545877827838,0.644893600544923
20240507,0.4881757074607957,0.6023320509132148,0.5749316444983038,0.507566892639097,0.6208864845913562,0.9003593097636845,0.5943251981956433,0.7290354309127357,0.6144841366127791,0.8091853438958473,1.6026635227575874,0.6402440375854324
20240521,0.3849907824133516,0.5390149230043532,0.5417011428218261,0.4704418152198368,0.5603010949821281,0.8118747809410982,0.5085993092435737,0.6565894907092252,0.5280775402081359,0.7338635013318308,1.7922343632829885,0.5684983247520795
20240604,0.4142872781343598,0.5344624452350557,0.5128902658083352,0.46175740244471675,0.4905879721426724,0.7662907755757132,0.48599450262199234,0.6612040763129026,0.5248638182018975,0.7296927929694845,1.6456657294861614,0.5553363999141284
20240619,0.3552450115717622,0.4500145381443076,0.46301019439115865,0.42253098777463144,0.44086351989682226,0.7177336114542959,0.4532690672406607,0.6271227855957593,0.5179890202227553,0.7004520762613349,1.8142520676354854,0.5097652232671507
