,Decile_1,Decile_2,Decile_3,Decile_4,Decile_5,Decile_6,Decile_7,Decile_8,Decile_9,Decile_10,Long_Short,Benchmark
20200102,0.9247940257997933,0.9326888913994743,0.973553074682819,0.9607369485704215,0.9414448723868636,0.9187824174329724,0.9325191334232357,0.9100649882990018,0.9510947803926092,0.9556917459392942,1.0308977201395009,0.940137618527943
20200207,1.0043862905194223,1.050636400457959,1.11218070196198,1.0972753143707872,1.0983273103241893,1.0485292212047417,1.0761639796530498,1.0272572860739897,1.0653131355955976,1.000382975440537,0.9903817597393881,1.0580650252429775
20200306,0.8809957911212674,0.9562785083210666,1.0315053220227364,1.0212125057389552,1.0144951848341486,0.9717822790860448,0.992648261860339,0.9422185336586952,0.9581309266445535,0.8986857456879714,1.0113712564185393,0.9663543303882678
20200403,0.8903295866289647,0.9779769760372092,1.0235695295774236,1.0089362453532502,1.002224263534781,0.9675536070094701,0.989893148561808,0.9490719141995518,0.9805994744738502,0.9482876845920238,1.0564776730441476,0.9741108516938819
20200507,0.9081042306901747,1.0006415241020228,1.057586133754237,1.0314057007273834,1.0258240928307962,1.0089871110547803,1.031049963797265,0.9712901259848892,1.0114474475903155,0.9599946842245937,1.048428678467558,1.0007772091312617
20200604,0.9646211069840817,1.073449057305351,1.1249381326738608,1.1173861337295365,1.1161690987422221,1.0952653935064918,1.1507749607927544,1.0722690702927615,1.1033119097914954,1.0381291463236888,1.068510704640651,1.0856250078613638
20200706,1.0381143518586575,1.152840001231074,1.209869545291705,1.2219464009767607,1.215688187292457,1.1679131521381145,1.2301035986956783,1.1509812124957834,1.1535661050887032,1.0865224952103019,1.0369118578595728,1.162620170842259
20200803,1.0040855499481423,1.1267439506351393,1.2082027820824974,1.2223914813592742,1.2031866239071825,1.1735401697953582,1.2356256401501708,1.1729523916196578,1.159109198182257,1.0726794980314749,1.0576903170261844,1.1572368142409197
20200831,0.8934501402892133,1.0226402453212402,1.105777190539801,1.1333529416749852,1.122774196105813,1.0951798907803598,1.1528820392600352,1.0836640598697038,1.0580704480263246,0.9832105002985516,1.086013386087059,1.0637886792716968
20200928,0.9051133433902574,1.0304926240941532,1.1173761136719125,1.127571325515751,1.1177687670823757,1.0940022666017946,1.1493113530901686,1.0855435998559486,1.0600427831393457,0.9961375416985963,1.086115111509662,1.0674342335132254
20201103,0.925399403633062,1.068614514577731,1.1687925057764077,1.1670426915338912,1.1746919349325209,1.149444083405188,1.2079260545180948,1.1477238995265284,1.1057783969753974,1.0120148553457915,1.0790837627125436,1.1111245227842648
20201201,0.9137924561276367,0.9898397578709158,1.0828904214829347,1.0838983047426336,1.098772017459354,1.0921681123852371,1.149957484650325,1.0828520279424425,1.067776649340993,0.963810532740496,1.0412193662750555,1.0520335687668343
