,Decile_1,Decile_2,Decile_3,Decile_4,Decile_5,Decile_6,Decile_7,Decile_8,Decile_9,Decile_10,Long_Short,Benchmark
20231213,0.9762521511942805,0.9769729076670798,0.9805230074704975,0.9766262535312653,0.9779127439884729,0.979743007688741,0.9751268613848996,0.969266911654745,0.9506676653749238,0.9193663341713982,0.9431141829771177,0.9682422431215194
20240112,0.9618804465092289,0.9103915389578451,0.8858001367938323,0.8615241757532227,0.8235242454785524,0.8041031834600092,0.7904899604160486,0.7669498888485173,0.729752594541048,0.6644297898966001,0.69547632742157,0.8189205845314723
20240219,1.0245192529800062,0.9817236564168098,0.9720025360609762,0.9556966987419067,0.9382146488961407,0.9385774473789181,0.9435594358036096,0.9382442465796135,0.908119185411804,0.8602183197450156,0.8551231361472093,0.9509613664544266
20240319,1.033691288189405,0.9705369621616886,0.9528462486456257,0.9169104791697871,0.8883617321052348,0.872850741438996,0.8673630328470259,0.8608375208129532,0.7996840486123084,0.7242842474921031,0.7123387067883438,0.8913714344282668
20240418,1.0723896436769893,1.0305316046755966,1.0130259098488001,0.9752344983130479,0.9496995959462415,0.9334410238253656,0.9248220424287668,0.9108549104390669,0.8476330045790627,0.7538904287151805,0.7147887346269233,0.9439254000597096
20240521,0.9812272706627051,0.9384563302968321,0.9312454296845992,0.8920999622044694,0.8607863174533281,0.8509562962954145,0.8420850085993211,0.8116246885731987,0.7617770152397517,0.6570998800142239,0.6837815876866098,0.8542076866128525
20240619,0.948644184550304,0.8857432986819236,0.8744637883165514,0.8357315925837039,0.795963464169611,0.7902130831392505,0.7749011998120866,0.7514275484167301,0.7000737712590585,0.6057717102550374,0.6530751918787256,0.7966989756976931
20240717,0.9468411563289565,0.8961993411085876,0.8796103269152831,0.8405474352336794,0.8059735855191089,0.8106955483378216,0.7803689988051445,0.7603773950913302,0.7076062925414566,0.6150980145167642,0.6643710271472479,0.8050759751308099
20240830,1.1563577375647993,1.1143417122026102,1.101173145665423,1.0642519331113056,1.0209883136517088,1.0290323747752526,0.9967431980955925,0.9693513036362806,0.9112276059811281,0.7808251345949384,0.6963621568310977,1.0166540337525796
20241122,1.196293503520813,1.1635190308304186,1.1461620996370032,1.125612091326384,1.0927696380441545,1.1019676592175534,1.064973624690962,1.0341949362857932,0.9752785249899746,0.8054555225744111,0.6942788002444215,1.0731335948944676
20250117,1.217890978238479,1.1981451301832975,1.1856372992154294,1.1841403123840093,1.1740792120948522,1.171964546279848,1.1313624907591517,1.1336405372830705,1.088040266541777,0.8766142667836385,0.7430812572387794,1.1412320059283587
20250225,1.2753989702017023,1.2504323244137345,1.242890851551126,1.247556384463667,1.2213590161619066,1.1913374000710288,1.1423056162371255,1.1302979352431863,1.054069574791915,0.8175087014887846,0.6578913353769402,1.1592155844168575
20250326,1.2530388643351573,1.216840411336849,1.1968570738183155,1.2056765000092673,1.172124932594105,1.1397605835431002,1.0982170723020999,1.0649476292240168,0.9815182180925482,0.7373174150507406,0.6048913325968155,1.1056663394503128
20250512,1.2604211894407995,1.2332585096282513,1.2125680996127135,1.224071843605869,1.2045959057184616,1.179541054192722,1.1240735437591405,1.09100035021957,0.9978427805010047,0.7484428581310636,0.610454847834851,1.126683558698401
20250729,1.318486664806655,1.3166894803447862,1.2932960565769094,1.3093938177716131,1.3053125919493678,1.2883917174701913,1.2208060365673474,1.1906821425927592,1.0853473342229771,0.8103185690762298,0.632800108531362,1.2138469334472932
20250922,1.3740817556845462,1.3671572118257829,1.3397265710741983,1.361703452765031,1.3502578346509886,1.348647806624597,1.263506313222292,1.21217956786175,1.0960911701084892,0.7890685762917948,0.5895228585404808,1.2471299900571486
20251225,1.4436001933934612,1.4537099832762126,1.4411325305158451,1.474453647878998,1.4691829964139809,1.456851813889552,1.3901780517190598,1.3449629253500517,1.1915791586178015,0.8272579240948689,0.5882290671553116,1.3451447567636259
20260202,1.478459997642481,1.4761917117595607,1.4716045342717368,1.5345602442523654,1.5302124459925637,1.518466986236715,1.442901694930474,1.4123429916615668,1.2521098978169962,0.8696335558136564,0.6041561827290592,1.3956419744439441
