factor,ic_mean,ic_std,ic_ir,ic_pos_ratio,valid_days
ths_hot_rank,0.09104841090003869,0.08637845290290785,16.73274603192266,0.8960674157303371,356
turnover_rate,-0.08565205037618934,0.16497633464086417,-8.241692061039705,0.2743125419181757,1491
macd,-0.06975366978305203,0.13743727461326022,-8.056803969638842,0.29069767441860467,1462
rsi_14,-0.04220013029660794,0.1248016209661401,-5.367769225832686,0.36752717391304346,1472
circ_mv,-0.048613274775001374,0.2008940111055418,-3.8413878471528524,0.3722334004024145,1491
volume_ratio,-0.009902971030518409,0.0737162518270487,-2.1325662608755875,0.4426450742240216,1482
