Portfolio,Final_NAV,CAGR,Sharpe,Max_DD
Decile_1,1.1448397834059387,0.0987379103826107,0.5066936065046239,-0.2340364622113351
Decile_2,1.5516711014436044,0.3577564388299326,1.1040368814679884,-0.17526720178357572
Decile_3,1.5910248027581804,0.3816368213427659,1.152225254802993,-0.17672065718323637
Decile_4,1.593649304400451,0.383222981320136,1.1785704389870275,-0.15506966250603463
Decile_5,1.5063731327394767,0.3300398577400654,1.058256281441198,-0.1706639102280827
Decile_6,1.5024944721375892,0.3276549263013564,1.0582643372037681,-0.19267619276380818
Decile_7,1.3800575823097716,0.25137365140393864,0.9048160525621538,-0.22732723949686154
Decile_8,1.3066549355735757,0.20465697117192194,0.8387628250737491,-0.2569889784189959
Decile_9,1.3594332574157921,0.2383253812846684,0.9884138682050798,-0.2176374628369582
Decile_10,1.073551580715463,0.05064702803310528,0.4376095763456238,-0.2830405867299694
Long_Short,0.888956873147944,-0.07867218351494187,-0.36797083167533057,-0.23903101255514933
Benchmark,1.3956419744439441,0.26119405887110125,0.9467245749431402,-0.17716978229620245
