Portfolio,Final_NAV,CAGR,Sharpe,Max_DD
Decile_1,1.478459997642481,0.31283450524788736,1.5002900007267417,-0.11707357310683693
Decile_2,1.4761917117595607,0.31143204211279607,1.2872131997282392,-0.14049865655430455
Decile_3,1.4716045342717368,0.30859382370401534,1.1943809843976028,-0.13678043195650344
Decile_4,1.5345602442523654,0.34731605510822305,1.227899088576198,-0.1442667145575059
Decile_5,1.5302124459925637,0.3446575711964759,1.1252710645995394,-0.18605880835213526
Decile_6,1.518466986236715,0.3374642436458468,1.064457469185583,-0.19344861158703272
Decile_7,1.442901694930474,0.29077304576941665,0.932315855428894,-0.20533293615606843
Decile_8,1.4123429916615668,0.27168118653025797,0.8652029531937495,-0.22474651782563868
Decile_9,1.2521098978169962,0.16942423889293923,0.6614879087473085,-0.2635977884206635
Decile_10,0.8696335558136564,-0.09266009127099151,0.15348336096290693,-0.341098659218358
Long_Short,0.6041561827290592,-0.2958732539174481,-0.6783045242607022,-0.37629072091943766
Benchmark,1.3956419744439441,0.26119405887110125,0.9467245749431402,-0.17716978229620245
