,Decile_1,Decile_2,Decile_3,Decile_4,Decile_5,Decile_6,Decile_7,Decile_8,Decile_9,Decile_10,Long_Short,Benchmark
20200102,1.0049397760525085,1.0100139396788994,1.014713796766288,1.0140658814324726,1.0114160429572965,1.0153959372027324,1.0223532936916886,1.0204332601144712,1.0234555085562,1.0430203627792043,1.0380805867266958,1.0179851291530166
20200116,0.9284681736718636,0.9231967860420178,0.92873146237936,0.9197445693370986,0.9349667973793225,0.9291119973774671,0.9227431860195352,0.9349464803196783,0.9339870144517208,1.0133174438165595,1.0875118174757983,0.9368238436163043
20200207,0.9557589200017736,1.0051694676369296,1.021666878663929,1.0198557644057487,1.0339507786051694,1.0189820156991634,1.0117030663360174,1.033211637701024,1.0258095363553146,1.1282797758845655,1.1789260443880198,1.0251577328947348
20200221,0.9660406875578676,1.0310833564063009,1.0485537128493547,1.060566522001905,1.0791127366062983,1.0734536083905102,1.057668799065201,1.0812595285634563,1.0445525142592982,1.1179191461272038,1.1554178137717759,1.055995508305318
20200306,0.8811196588540602,0.9436780435211946,0.9670945871712855,0.986929250397725,1.013248856590465,1.0295607084038734,1.0073287242726967,1.012556999282314,0.9697978884868821,1.0043928599976055,1.1396519489297467,0.9814308838631006
20200320,0.8580929154032138,0.9304445243196806,0.9672740295693834,0.9932302365692507,1.0221959619615195,1.047350163391435,1.0215847600631391,1.0316277031831396,0.9960489654881332,1.0323293972263405,1.201133728048717,0.9894114508831077
20200403,0.883984202934067,0.9449545753899876,0.9939370853138242,1.0147595350478182,1.044654643070112,1.0591261897559252,1.0423518948837294,1.0514547032242185,1.0181829178540402,1.0546952342740898,1.190914901751532,1.0103564299181163
20200420,0.875893151407536,0.9357012129736124,0.9744064005059604,0.995311805327276,1.0357630671380784,1.0413425225581852,1.0369526114952967,1.0384345444084975,1.0214853243902742,1.0550230190087044,1.2021853904898718,1.0003753746955093
20200507,0.8587000847142131,0.9234252086956476,0.9650477964800064,0.9859624476480123,1.0333346607202873,1.040155484916656,1.0303692093646077,1.0299041524443948,1.0224449032687741,1.0470353649089057,1.2166814763061082,0.9927298880796098
20200521,0.8808642543844297,0.9452531734807886,0.9906389467131372,1.0267347053509255,1.078021989272174,1.0913183904141668,1.0859767899800465,1.0768672768412357,1.0641374935459216,1.0761420417917855,1.2191000317456697,1.0302410408486717
20200604,0.8858557240060582,0.9523968878771147,1.000733458136704,1.0371545362579981,1.0970517518667398,1.092108502484814,1.0801032533527155,1.0906340836265604,1.0634652844806514,1.0756421567426504,1.2116256376969075,1.0362407532902518
20200618,0.9638053632667576,1.0199146284907026,1.0710931142637141,1.1136975516857812,1.1596960185043228,1.161500381381234,1.156416830227353,1.1816735231669235,1.1735768993907794,1.2047305711946403,1.2504181968663237,1.1192935102743922
20200706,0.9928689752176837,1.0604321333326197,1.1029783490330083,1.156253542862983,1.2094776799576938,1.2030417785700003,1.1915064775835444,1.2114663157149927,1.2084933294028453,1.1964613063652083,1.2041288922406879,1.1521493019775704
20200720,1.0409588265110692,1.1016510249965241,1.1431985309305368,1.203651691130152,1.2554202657714237,1.2380422136092564,1.2239820133349328,1.2637826499348996,1.250718485241887,1.2269907047089155,1.1765316628880158,1.1937267096408175
20200803,1.0258869901770222,1.1037510977991152,1.1524504365828165,1.2295992328079013,1.2764422244011588,1.25597397372008,1.2379827091286777,1.2841986322705277,1.2631777032453502,1.2321966719092667,1.198558307257605,1.204478533178304
20200817,1.0086480636382515,1.0865372584337238,1.14154640641108,1.2297353911346356,1.2678578268500353,1.2419167812502285,1.2192688163471843,1.2736637399835071,1.2362774281247726,1.1828960260061863,1.1707440269494795,1.1870986211579113
20200831,0.9490250550458117,1.0300630498481598,1.0850798593142297,1.1705090278245964,1.227769680486692,1.2087656475536739,1.1896980767554368,1.2328663760796137,1.1733909135845066,1.119161745643773,1.176869288396246,1.1362772041863778
20200914,0.9211079473147566,0.9976027508757027,1.0434365566482053,1.126214124753374,1.1754760419673058,1.1592077570745276,1.1409790633837789,1.1806173670887035,1.1174277239319876,1.0661636373312056,1.1557579434440914,1.0909264421393134
20200928,0.9612683129909743,1.040552980066358,1.08992123736362,1.1708764313258504,1.2275603445978216,1.2009622201382892,1.1851626167302185,1.2254362818543911,1.1523900710624724,1.1015687171786106,1.1437471435177937,1.133732949125105
20201020,0.9170237245119958,0.9963779288043012,1.0429472425798425,1.1300268200025232,1.1717309833999383,1.1554009414482902,1.1411032380104287,1.1866112986649806,1.1183227167244785,1.0967280444555099,1.191364721259238,1.0937489126082365
20201103,0.9418380951945866,1.0210435518496848,1.0758966885122005,1.1575687139621103,1.2120019027156137,1.1854672317142378,1.1669843926341519,1.2206574913201353,1.1494592160356547,1.1291785912744297,1.1943774752657672,1.1240408864356453
20201117,0.9572572292943899,1.033798514197455,1.0876317305997312,1.1740691737137918,1.2367807589669575,1.200740339745101,1.1829583295271258,1.2348716791697587,1.170817813994572,1.1413772242867197,1.187726921119443,1.1400103916314412
20201201,0.932390189786645,1.0011813450756017,1.0584658551971677,1.1285829092345305,1.1946393516553777,1.1672485183456025,1.1449669432073686,1.1973460488404994,1.1347841466349944,1.100626996789578,1.1761759245626389,1.1042094002123186
20201215,0.9360409819385005,0.9923745318395679,1.027967321194315,1.0971285673236129,1.1658678322276197,1.1250175208320905,1.107681984268212,1.1527047463100815,1.0981215457105127,1.0998912962658505,1.1707843842933237,1.079412824651845
