trade_date,nav_satellite_full
2018-05-23,996804.1016424107
2018-05-24,996940.6496650068
2018-05-25,995871.2996157988
2018-05-28,993465.5216428889
2018-05-29,990129.6332417638
2018-05-30,982852.6115532847
2018-05-31,986702.2431034935
2018-06-01,984020.1644612817
2018-06-04,984915.9865187285
2018-06-05,988820.5558623252
2018-06-06,990021.671452953
2018-06-07,989682.6452063025
2018-06-08,985493.9965451976
2018-06-11,985872.2984933405
2018-06-12,987048.4273957894
2018-06-13,984392.4328080002
2018-06-14,983571.7056961586
2018-06-15,980972.0621643906
2018-06-19,968309.3808353549
2018-06-20,971190.6075410368
2018-06-21,967945.8759791373
2018-06-22,971341.8494803953
2018-06-25,971725.6413872142
2018-06-26,970604.8352906684
2018-06-27,966458.3020210837
2018-06-28,962537.002111654
2018-06-29,973885.8461606636
2018-07-02,969353.4706710839
2018-07-03,973434.3454356401
2018-07-04,970073.4515883441
2018-07-05,967033.8842040603
2018-07-06,969215.6229106332
2018-07-09,976399.8808832326
2018-07-10,977363.7254213725
2018-07-11,972357.9404643403
2018-07-12,977050.6801576864
2018-07-13,978564.970345551
2018-07-16,979160.8136565621
2018-07-17,979068.7606756907
2018-07-18,978134.9839949018
2018-07-19,978902.9180154582
2018-07-20,982346.5913200756
2018-07-23,985134.1905764972
2018-07-24,986787.1983689058
2018-07-25,986637.9013339669
2018-07-26,985549.0577300224
2018-07-27,983938.0328413487
2018-07-30,983085.7994288523
2018-07-31,982847.0393269032
2018-08-01,981309.127341718
2018-08-02,977164.5060069892
2018-08-03,977116.4748593986
2018-08-06,976063.237596164
2018-08-07,981851.476965392
2018-08-08,976226.6857760693
2018-08-09,979674.5911130107
2018-08-10,980227.6181575226
2018-08-13,980541.6908838546
2018-08-14,980426.1780158777
2018-08-15,975171.8415694947
2018-08-16,971532.6272462448
2018-08-17,964925.8970526769
2018-08-20,966451.1297521399
2018-08-21,969513.6897679539
2018-08-22,967167.6894628846
2018-08-23,970671.3355113335
2018-08-24,972420.8400864482
2018-08-27,978391.0516016134
2018-08-28,979906.3724818788
2018-08-29,978566.9106368641
2018-08-30,976745.698803248
2018-08-31,976381.8470960304
2018-09-03,974925.3641876718
2018-09-04,976529.0653350676
2018-09-05,972808.3019336181
2018-09-06,971056.35386021
2018-09-07,970547.5111163063
2018-09-10,966679.9726119743
2018-09-11,966423.9814854983
2018-09-12,967293.1640567083
2018-09-13,968863.9375763196
2018-09-14,967026.2959062856
2018-09-17,963841.518634184
2018-09-18,966710.4012606748
2018-09-19,970372.4826228246
2018-09-20,969634.5076587943
2018-09-21,976579.6572212676
2018-09-25,975395.7622188518
2018-09-26,978589.721142637
2018-09-27,974857.495857186
2018-09-28,978953.7428980863
2018-10-08,971681.6913309575
2018-10-09,971158.5268129514
2018-10-10,970108.8471141001
2018-10-11,954662.6124542379
2018-10-12,958959.1326451717
2018-10-15,957082.7890361183
2018-10-16,954253.058763433
2018-10-17,956969.3509163153
2018-10-18,950865.3126035156
2018-10-19,956514.2715696142
2018-10-22,964592.5963796964
2018-10-23,961049.3494739569
2018-10-24,962527.8457768799
2018-10-25,960895.0505579289
2018-10-26,960564.3391125826
2018-10-29,957057.1749373229
2018-10-30,957455.5389680696
2018-10-31,958990.3488241148
2018-11-01,962706.0630946174
2018-11-02,969655.2966902069
2018-11-05,969208.6059797783
2018-11-06,968832.1608758315
2018-11-07,969505.417066268
2018-11-08,969231.167853543
2018-11-09,966735.970880349
2018-11-12,970530.808055
2018-11-13,970841.1979897117
2018-11-14,971313.7577989544
2018-11-15,977466.0399388142
2018-11-16,980782.7901161937
2018-11-19,981625.73606952
2018-11-20,973882.34629733
2018-11-21,974215.1265458439
2018-11-22,973509.2865839974
2018-11-23,965226.5181276916
2018-11-26,965196.2154156597
2018-11-27,966262.6647071879
2018-11-28,968732.0399108002
2018-11-29,966900.973110321
2018-11-30,968004.6170771503
2018-12-03,973615.5372012232
2018-12-04,974939.3654409361
2018-12-05,973494.21649337
2018-12-06,970548.3601166203
2018-12-07,971956.6518421904
2018-12-10,971081.2811096038
2018-12-11,972271.3171792951
2018-12-12,971910.2886978129
2018-12-13,973920.9666275533
2018-12-14,968746.7863224344
2018-12-17,969480.7656336923
2018-12-18,968323.1232639063
2018-12-19,967065.4211364634
2018-12-20,964382.418339633
2018-12-21,964426.9084246652
2018-12-24,965812.1573780513
2018-12-25,964382.2715803715
2018-12-26,963860.1612083672
2018-12-27,962942.7223053589
2018-12-28,967441.3177937495
2019-01-02,963668.0205806334
2019-01-03,965447.8012174348
2019-01-04,970577.8909114331
2019-01-07,974919.9492854758
2019-01-08,974135.8590546476
2019-01-09,974735.1329791994
2019-01-10,974977.6961776476
2019-01-11,976068.7941304166
2019-01-14,972620.4945644562
2019-01-15,976550.7093485005
2019-01-16,976794.7941047505
2019-01-17,975331.5872576426
2019-01-18,977931.4808939152
2019-01-21,977834.4724902035
2019-01-22,975820.3710660524
2019-01-23,975289.3490239376
2019-01-24,977369.7126081599
2019-01-25,977777.4434503383
2019-01-28,977823.466062718
2019-01-29,976976.6560373596
2019-01-30,975725.8864411474
2019-01-31,975865.9813992076
2019-02-01,983438.0462534776
2019-02-11,989129.8857599216
2019-02-12,993050.3166763402
2019-02-13,997317.0012527629
2019-02-14,997498.8570914136
2019-02-15,996190.6745545951
2019-02-18,1005466.4362108638
2019-02-19,1005571.558947008
2019-02-20,1007341.5784967041
2019-02-21,1005492.9377399144
2019-02-22,1010294.2344454767
2019-02-25,1025544.6245628385
2019-02-26,1022556.7478728333
2019-02-27,1022725.2599944405
2019-02-28,1020605.4059431305
2019-03-01,1024896.85766337
2019-03-04,1027184.8817069471
2019-03-05,1030716.2609492473
2019-03-06,1034882.0163245244
2019-03-07,1033889.0749580134
2019-03-08,1023902.7926469541
2019-03-11,1032956.8517094372
2019-03-12,1037053.2767371308
2019-03-13,1032593.7452742304
2019-03-14,1026807.2215417133
2019-03-15,1030127.6171717745
2019-03-18,1037596.9408148727
2019-03-19,1039112.0712609949
2019-03-20,1038365.3517204748
2019-03-21,1041504.5968389462
2019-03-22,1042160.500485782
2019-03-25,1038797.9664206704
2019-03-26,1034289.0001461965
2019-03-27,1036099.6124330853
2019-03-28,1033777.4331727315
2019-03-29,1039548.7338488803
2019-04-01,1048512.6231078771
2019-04-02,1048634.3032777798
2019-04-03,1050756.405419385
2019-04-04,1052359.5401329591
2019-04-08,1050420.8924958117
2019-04-09,1050140.0256313602
2019-04-10,1047721.3613075205
2019-04-11,1046611.1524620012
2019-04-12,1043877.6726807776
2019-04-15,1040989.2805839207
2019-04-16,1045130.6367230316
2019-04-17,1045824.3390024266
2019-04-18,1043042.6165143332
2019-04-19,1045620.0960355307
2019-04-22,1042200.1682861556
2019-04-23,1039416.9525840306
2019-04-24,1040887.4918793535
2019-04-25,1035655.759189361
2019-04-26,1033795.518497961
2019-04-29,1031636.6768067919
2019-04-30,1036053.1497838333
2019-05-06,1020900.5096350563
2019-05-07,1023617.7844271833
2019-05-08,1020245.1732721727
2019-05-09,1018848.0655125035
2019-05-10,1026355.3235351404
2019-05-13,1025136.4530063242
2019-05-14,1023313.9715304404
2019-05-15,1027720.6538832904
2019-05-16,1030171.9686121829
2019-05-17,1026503.4583502932
2019-05-20,1023275.293487484
2019-05-21,1024444.1198063864
2019-05-22,1023530.0904943324
2019-05-23,1019706.0665226467
2019-05-24,1020189.0063011063
2019-05-27,1022545.5825677254
2019-05-28,1024326.0894031908
2019-05-29,1024302.0906512763
2019-05-30,1023749.6903742776
2019-05-31,1024688.8498338908
2019-06-03,1023711.9206021815
2019-06-04,1022182.4787907337
2019-06-05,1023767.6607298108
2019-06-06,1020838.1294826586
2019-06-10,1023659.1577476923
2019-06-11,1028482.052959093
2019-06-12,1027999.6133960327
2019-06-13,1027704.3133930617
2019-06-14,1027815.1950522275
2019-06-17,1025972.2786588194
2019-06-18,1027220.0911588598
2019-06-19,1030968.0016600064
2019-06-20,1039669.67240212
2019-06-21,1043066.8013291581
2019-06-24,1043291.5664609653
2019-06-25,1043307.8098403075
2019-06-26,1040428.2089839347
2019-06-27,1042671.8953156318
2019-06-28,1040741.7746355037
2019-07-01,1046087.4191884839
2019-07-02,1047281.1786468682
2019-07-03,1049772.0312213346
2019-07-04,1047036.5631715953
2019-07-05,1048418.9763212256
2019-07-08,1040786.7615661368
2019-07-09,1040309.2021872428
2019-07-10,1039111.4501282369
2019-07-11,1040973.581916326
2019-07-12,1041630.807645727
2019-07-15,1044185.3161150638
2019-07-16,1044300.0431910871
2019-07-17,1044190.641044293
2019-07-18,1041420.2595158763
2019-07-19,1044559.1119183187
2019-07-22,1040879.7557041711
2019-07-23,1042122.3182421427
2019-07-24,1044214.844233066
2019-07-25,1046459.5102615177
2019-07-26,1046617.7024788082
2019-07-29,1046375.184616255
2019-07-30,1047536.5386731271
2019-08-01,1044702.7829788536
2019-08-02,1044670.1410079545
2019-08-05,1044912.708394891
2019-08-06,1041256.4012053604
2019-08-07,1041267.0408639186
2019-08-08,1045734.1294564026
2019-08-09,1046081.5616620922
2019-08-12,1049800.53678516
2019-08-13,1047807.3502439237
2019-08-14,1048129.3374165839
2019-08-15,1048363.0310804754
2019-08-16,1049281.7944435438
2019-08-19,1055597.2736732035
2019-08-20,1054930.4458202797
2019-08-21,1054761.390272773
2019-08-22,1055487.757001188
2019-08-23,1055388.6806060998
2019-08-26,1054409.6463743704
2019-08-27,1058534.9791752705
2019-08-28,1058879.224718624
2019-08-29,1058275.3669797922
2019-08-30,1055748.663611152
2019-09-02,1060466.509268054
2019-09-03,1060574.4958214988
2019-09-04,1062648.683334791
2019-09-05,1066763.1920433666
2019-09-06,1068873.7194387608
2019-09-09,1072977.7778496873
2019-09-10,1069998.727713303
2019-09-11,1068033.777716587
2019-09-12,1069896.8691639046
2019-09-16,1069165.144245555
2019-09-17,1063429.6416043872
2019-09-18,1063269.1345892358
2019-09-19,1065772.881567401
2019-09-20,1067253.7057195073
2019-09-23,1063545.574097674
2019-09-24,1064091.012501185
2019-09-25,1059351.2572508687
2019-09-26,1056943.5054777807
2019-09-27,1057273.8557748962
2019-09-30,1054458.9124427736
2019-10-08,1055206.008949023
2019-10-09,1057063.9396380116
2019-10-10,1061109.995249933
2019-10-11,1063394.4059987082
2019-10-14,1067164.599876961
2019-10-15,1064809.7744734604
2019-10-16,1063744.3371466452
2019-10-17,1063878.7465110102
2019-10-18,1059399.9724022388
2019-10-21,1058552.6940541149
2019-10-22,1061156.4466035299
2019-10-23,1058879.6130736212
2019-10-24,1060470.9089498324
2019-10-25,1064288.889354741
2019-10-28,1068623.0857110333
2019-10-29,1067354.80200382
2019-10-30,1062887.3449795689
2019-10-31,1060696.5356420195
2019-11-01,1065060.9119550094
2019-11-04,1066788.6510139785
2019-11-05,1069513.098952986
2019-11-06,1067570.6588731566
2019-11-07,1070408.237212499
2019-11-08,1069456.4217271653
2019-11-11,1066958.3544310746
2019-11-12,1066169.4636798431
2019-11-13,1066669.985805374
2019-11-14,1067439.3054883103
2019-11-15,1066233.9291063554
2019-11-18,1071036.3989998314
2019-11-19,1076813.7225592681
2019-11-20,1074020.3419255882
2019-11-21,1073967.8022587756
2019-11-22,1071415.0095604227
2019-11-25,1071312.8442332987
2019-11-26,1073556.946696164
2019-11-27,1072812.29619538
2019-11-28,1072341.276271718
2019-11-29,1072750.0173766464
2019-12-02,1074402.4413038068
2019-12-03,1075103.0789069335
2019-12-04,1074804.1699324793
2019-12-05,1077257.9587818887
2019-12-06,1078187.6256518846
2019-12-09,1077669.7953678945
2019-12-10,1078323.3046773681
2019-12-11,1078205.8008661952
2019-12-12,1078728.0647680385
2019-12-13,1082594.4193295024
2019-12-16,1086800.5225781614
2019-12-17,1091150.9298957326
2019-12-18,1090493.360943443
2019-12-19,1090412.8860298714
2019-12-20,1090559.721841017
2019-12-23,1087939.0635242239
2019-12-24,1093220.9378120226
2019-12-25,1094253.1501439954
2019-12-26,1097736.361465621
2019-12-27,1098398.6956305155
2019-12-30,1100889.39674902
2019-12-31,1104292.642960318
2020-01-02,1108348.8331871042
2020-01-03,1109855.0091684107
2020-01-06,1111959.217276581
2020-01-07,1115550.5411833415
2020-01-08,1111819.961599636
2020-01-09,1116436.8288802966
2020-01-10,1118013.3216875244
2020-01-13,1120821.5905733954
2020-01-14,1120144.716922287
2020-01-15,1119186.6085800237
2020-01-16,1117672.2023696143
2020-01-17,1119290.0612448787
2020-01-20,1122250.4481256953
2020-01-21,1120856.0716520124
2020-01-22,1120849.3156264457
2020-01-23,1113624.3061003482
2020-02-03,1091039.4844714524
2020-02-04,1100316.8642786164
2020-02-05,1111914.735847186
2020-02-06,1123123.254189212
2020-02-07,1125877.3984181369
2020-02-10,1131835.389035086
2020-02-11,1135750.251619358
2020-02-12,1143941.6615121146
2020-02-13,1145222.5338861218
2020-02-14,1142142.9823946045
2020-02-17,1151729.611009784
2020-02-18,1152893.324189129
2020-02-19,1150347.4002672504
2020-02-20,1158474.8436006224
2020-02-21,1163413.723534159
2020-02-24,1166809.7443154496
2020-02-25,1165052.6737231736
2020-02-26,1156249.9155910322
2020-02-27,1155779.70292741
2020-02-28,1136029.6104452342
2020-03-02,1147639.0698235785
2020-03-03,1153205.8633839635
2020-03-04,1156294.602744712
2020-03-05,1162162.8866937454
2020-03-06,1157751.6390620891
2020-03-09,1143252.6128669153
2020-03-10,1147985.8038473788
2020-03-11,1142697.8729490147
2020-03-12,1133285.2039384951
2020-03-13,1122431.8382001626
2020-03-16,1099668.1757750895
2020-03-17,1092886.455462713
2020-03-18,1086692.4150473794
2020-03-19,1082647.1918834557
2020-03-20,1092777.3273499145
2020-03-23,1078428.572858027
2020-03-24,1093340.7186160707
2020-03-25,1106507.833825872
2020-03-26,1104010.9828682193
2020-03-27,1104765.5913323318
2020-03-30,1099503.5989808112
2020-03-31,1101151.070750639
2020-04-01,1098592.8878598763
2020-04-02,1105776.7932009175
2020-04-03,1103789.8733226103
2020-04-07,1117104.4905515444
2020-04-08,1117550.199309585
2020-04-09,1119950.3609786457
2020-04-10,1113625.9694141208
2020-04-13,1111211.7217899319
2020-04-14,1117918.0689140866
2020-04-15,1119700.5760808338
2020-04-16,1121676.049965066
2020-04-17,1124322.4367087854
2020-04-20,1126919.111346261
2020-04-21,1124083.9621722135
2020-04-22,1130708.557070368
2020-04-23,1132967.8806167094
2020-04-24,1131462.6841673478
2020-04-27,1133380.7024238699
2020-04-28,1133687.2076610944
2020-04-29,1137847.674936193
2020-04-30,1143513.1228996364
2020-05-06,1145604.708030516
2020-05-07,1140816.2654015017
2020-05-08,1143216.912312267
2020-05-11,1140219.0632156099
2020-05-12,1139641.1719167992
2020-05-13,1140504.9478028964
2020-05-14,1135267.967685126
2020-05-15,1135841.6181395708
2020-05-18,1134828.449841791
2020-05-19,1135445.6372644524
2020-05-20,1130143.3259981
2020-05-21,1125353.79270662
2020-05-22,1118956.2067917641
2020-05-25,1118804.937498544
2020-05-26,1123035.6859323322
2020-05-27,1117963.3423526192
2020-05-28,1118301.0951247665
2020-05-29,1119959.81920818
2020-06-01,1131437.621787373
2020-06-02,1130532.6548638328
2020-06-03,1128782.2651005618
2020-06-04,1129374.8353738703
2020-06-05,1129876.7826360755
2020-06-08,1129880.1183558595
2020-06-09,1133053.8873401505
2020-06-10,1133022.3692166891
2020-06-11,1132450.473671085
2020-06-12,1132836.9482363306
2020-06-15,1131048.9132997205
2020-06-16,1137301.9712462658
2020-06-17,1136992.1171534911
2020-06-18,1136286.01071497
2020-06-19,1141511.2892690906
2020-06-22,1144579.3084660268
2020-06-23,1143626.0508590243
2020-06-24,1144870.903259456
2020-06-29,1142058.2636282782
2020-06-30,1149835.2881228975
2020-07-01,1155771.412762418
2020-07-02,1164044.67462414
2020-07-03,1172999.9066501227
2020-07-06,1196435.1085821532
2020-07-07,1200717.6080244295
2020-07-08,1208890.7202576508
2020-07-09,1219539.923249416
2020-07-10,1212175.944864173
2020-07-13,1227401.8239908249
2020-07-14,1222780.281832896
2020-07-15,1213525.7499336486
2020-07-16,1190946.6122329936
2020-07-17,1191656.3225516556
2020-07-20,1203890.8387148364
2020-07-21,1211052.6233887998
2020-07-22,1217951.7561930474
2020-07-23,1219175.5860232594
2020-07-24,1197770.965086051
2020-07-27,1200534.4370073073
2020-07-28,1204229.876021003
2020-07-29,1215171.5121973604
2020-07-30,1213823.957917771
2020-07-31,1220793.052985903
2020-08-03,1229546.8595141233
2020-08-04,1229673.6451696302
2020-08-05,1236172.739029984
2020-08-06,1234799.1591838298
2020-08-07,1231457.952419499
2020-08-10,1231110.663280278
2020-08-11,1222906.5691255685
2020-08-12,1208483.431038745
2020-08-13,1213944.7903416436
2020-08-14,1219268.3532576687
2020-08-17,1228783.7438873565
2020-08-18,1234608.034679542
2020-08-19,1226188.75988728
2020-08-20,1217336.8926686652
2020-08-21,1222569.609101354
2020-08-24,1226727.5513429423
2020-08-25,1230337.2140549377
2020-08-26,1221042.5801465863
2020-08-27,1227796.887934566
2020-08-28,1236392.5582523278
2020-08-31,1241391.929134966
2020-09-01,1244975.773167932
2020-09-02,1246911.3911455437
2020-09-03,1245019.3729826438
2020-09-04,1234851.6636986881
2020-09-07,1219283.9594950636
2020-09-08,1224359.531888703
2020-09-09,1210659.2903312135
2020-09-10,1209379.3591148201
2020-09-11,1211572.2687935273
2020-09-14,1214585.929890117
2020-09-15,1218861.8814199825
2020-09-16,1217239.8409970044
2020-09-17,1214399.505048642
2020-09-18,1222515.7405205495
2020-09-21,1218925.4069096623
2020-09-22,1212809.6541486213
2020-09-23,1213462.785902179
2020-09-24,1203072.187401169
2020-09-25,1202575.3747689025
2020-09-28,1201733.8968979155
2020-09-29,1205864.6507663482
2020-09-30,1205266.760456191
2020-10-09,1213579.283333631
2020-10-12,1224393.7401474658
2020-10-13,1224616.1429622914
2020-10-14,1222443.4198050003
2020-10-15,1218150.5962590347
2020-10-16,1219489.2375243262
2020-10-19,1218191.2011052198
2020-10-20,1220131.7133209605
2020-10-21,1219816.5362976198
2020-10-22,1218808.2102548345
2020-10-23,1211590.9579335938
2020-10-26,1210186.5202262932
2020-10-27,1211579.3972875334
2020-10-28,1215399.5079313188
2020-10-29,1215950.7218856898
2020-10-30,1207061.9051183797
2020-11-02,1211441.5664066998
2020-11-03,1217248.2878179166
2020-11-04,1219941.1512837072
2020-11-05,1225681.8551924117
2020-11-06,1222660.4487553826
2020-11-09,1230099.3704725383
2020-11-10,1224487.204102022
2020-11-11,1220817.3453863938
2020-11-12,1220288.363425638
2020-11-13,1216638.6407322488
2020-11-16,1222197.9002773543
2020-11-17,1218319.9472122365
2020-11-18,1217312.4659675031
2020-11-19,1217744.7340193347
2020-11-20,1219002.5707972809
2020-11-23,1226268.6856980596
2020-11-24,1219453.0339979392
2020-11-25,1213499.026104204
2020-11-26,1212027.4079218614
2020-11-27,1213239.6292004732
2020-11-30,1211098.4458746782
2020-12-01,1217639.370762112
2020-12-02,1221953.0592447387
2020-12-03,1223892.4065235085
2020-12-04,1224249.7472280941
2020-12-07,1220233.4420653016
2020-12-08,1220802.126189491
2020-12-09,1214787.3821742402
2020-12-10,1213596.1536758514
2020-12-11,1208457.7691816506
2020-12-14,1209292.3812702184
2020-12-15,1209830.120145855
2020-12-16,1209505.268260132
2020-12-17,1213383.09324806
2020-12-18,1213622.9750738668
2020-12-21,1220001.8516232984
2020-12-22,1213337.2525574886
2020-12-23,1215327.7980559438
2020-12-24,1211654.7387826531
2020-12-25,1216518.3600420651
2020-12-28,1215355.5798774306
2020-12-29,1213793.1755446366
2020-12-30,1219156.2996163259
2020-12-31,1225641.9839483444
2021-01-04,1229590.9565451283
2021-01-05,1232750.7968662179
2021-01-06,1235299.6810771837
2021-01-07,1235562.9310844862
2021-01-08,1235839.4683436493
2021-01-11,1228405.2945138037
2021-01-12,1234391.39430503
2021-01-13,1232054.9124236337
2021-01-14,1229876.9419720352
2021-01-15,1230962.0684161256
2021-01-18,1234704.824244616
2021-01-19,1231684.696699163
2021-01-20,1234401.6175589035
2021-01-21,1241161.7938111022
2021-01-22,1240392.7298851048
2021-01-25,1239635.9266251752
2021-01-26,1232153.0902454306
2021-01-27,1233450.3600584744
2021-01-28,1221584.885947262
2021-01-29,1217275.207085544
2021-02-01,1221068.1091082552
2021-02-02,1225418.4124628191
2021-02-03,1224581.6421590403
2021-02-04,1218844.8896172626
2021-02-05,1217949.477036296
2021-02-08,1222457.4282362084
2021-02-09,1229343.6390235485
2021-02-10,1235121.000155368
2021-02-18,1235341.6168342887
2021-02-19,1239165.051435089
2021-02-22,1236685.9795837442
2021-02-23,1233915.3071990022
2021-02-24,1226805.3002814797
2021-02-25,1229456.632644521
2021-02-26,1217783.0504800316
2021-03-01,1225212.5648770123
2021-03-02,1224856.1114985722
2021-03-03,1231534.3842394352
2021-03-04,1221698.300917202
2021-03-05,1221292.267247277
2021-03-08,1214958.0674095356
2021-03-09,1207564.9463795328
2021-03-10,1208109.5781564985
2021-03-11,1216850.9484338122
2021-03-12,1218192.523540457
2021-03-15,1215028.833014134
2021-03-16,1217447.2220321184
2021-03-17,1217632.8676350713
2021-03-18,1219823.547442601
2021-03-19,1213149.192628414
2021-03-22,1217376.2402064456
2021-03-23,1214635.0763603174
2021-03-24,1216078.8744866739
2021-03-25,1214951.3280243964
2021-03-26,1219341.7550939259
2021-03-29,1222340.069945401
2021-03-30,1225221.5002473018
2021-03-31,1223810.0004914755
2021-04-01,1228097.7888399612
2021-04-02,1231295.2422794173
2021-04-06,1231640.008763634
2021-04-07,1232235.4148244238
2021-04-08,1231244.3925284673
2021-04-09,1229293.1039199722
2021-04-12,1227894.7819354
2021-04-13,1227047.1974198192
2021-04-14,1229728.0908708465
2021-04-15,1227414.6093720766
2021-04-16,1232045.5139802296
2021-04-19,1236063.3799906792
2021-04-20,1234717.352133472
2021-04-21,1236657.4373630746
