trade_date,nav_replace_full
2018-09-03,1018318.934218736
2018-09-04,1017946.5202012268
2018-09-05,1016699.4525055056
2018-09-06,1016278.1319321101
2018-09-07,1015820.9168527683
2018-09-10,1013967.593328216
2018-09-11,1013995.0674524525
2018-09-12,1015600.4063551524
2018-09-13,1016621.9421579252
2018-09-14,1016185.2483625159
2018-09-17,1013989.4790713734
2018-09-18,1014134.9763695609
2018-09-19,1016177.1833129338
2018-09-20,1015863.7970812896
2018-09-21,1020016.8916427416
2018-09-25,1019304.7762888571
2018-09-26,1021579.0248613997
2018-09-27,1018717.2776626187
2018-09-28,1020806.338224563
2018-10-08,1020453.778228315
2018-10-09,1020293.8364446408
2018-10-10,1019219.7744066147
2018-10-11,1012672.8427189435
2018-10-12,1018416.883871411
2018-10-15,1019082.6793976126
2018-10-16,1018967.1909117545
2018-10-17,1020865.7793129014
2018-10-18,1017205.8594504874
2018-10-19,1019083.4689524374
2018-10-22,1021119.1457548114
2018-10-23,1019919.6046940042
2018-10-24,1022019.35956818
2018-10-25,1020307.8129108005
2018-10-26,1020398.0163807478
2018-10-29,1018923.475871025
2018-10-30,1018101.5827632076
2018-10-31,1018028.0495784769
2018-11-01,1021530.6795738859
2018-11-02,1024484.2412375002
2018-11-05,1024236.1413321492
2018-11-06,1024070.9154127797
2018-11-07,1025575.8302351477
2018-11-08,1026259.5884968357
2018-11-09,1024236.4553860724
2018-11-12,1025440.4845927993
2018-11-13,1023603.164456836
2018-11-14,1025040.6217621092
2018-11-15,1030447.8911955194
2018-11-16,1033728.419808407
2018-11-19,1034325.4168334744
2018-11-20,1028562.6687039011
2018-11-21,1028487.4795847962
2018-11-22,1028041.3479034769
2018-11-23,1022247.4021869369
2018-11-26,1022335.0028228277
2018-11-27,1023478.5881632778
2018-11-28,1024662.9748039546
2018-11-29,1025601.5322598702
2018-11-30,1025650.9242914785
2018-12-03,1028730.1382623361
2018-12-04,1029843.8132282005
2018-12-05,1028635.3520590654
2018-12-06,1028041.3597896233
2018-12-07,1029785.9628503287
2018-12-10,1030235.8123923378
2018-12-11,1030931.799396951
2018-12-12,1030624.2773036743
2018-12-13,1031521.9301007243
2018-12-14,1028232.1664602978
2018-12-17,1029132.1542444791
2018-12-18,1028110.5602376786
2018-12-19,1028405.100941327
2018-12-20,1024417.6014959931
2018-12-21,1025449.8174072354
2018-12-24,1025216.8460444242
2018-12-25,1023937.1844770929
2018-12-26,1023844.5993252066
2018-12-27,1025231.6676353163
2018-12-28,1030184.7474512914
2019-01-02,1027516.5236775073
2019-01-03,1030403.7994242976
2019-01-04,1033110.92035998
2019-01-07,1036959.177148197
2019-01-08,1036713.7352467083
2019-01-09,1036951.0768102084
2019-01-10,1037466.7327047131
2019-01-11,1037954.9973354137
2019-01-14,1034873.0975340997
2019-01-15,1037334.9729257175
2019-01-16,1037988.0891092311
2019-01-17,1037150.941813508
2019-01-18,1038790.4764381188
2019-01-21,1038059.251844894
2019-01-22,1038018.0603159801
2019-01-23,1036857.8438236578
2019-01-24,1038211.0661876919
2019-01-25,1038645.1725016332
2019-01-28,1039147.5433047498
2019-01-29,1038901.8692328224
2019-01-30,1038946.7541207366
2019-01-31,1039822.4443230336
2019-02-01,1044909.7626035486
2019-02-11,1047431.1807085264
2019-02-12,1050796.9432628308
2019-02-13,1052989.772678055
2019-02-14,1052717.765750628
2019-02-15,1053067.874262543
2019-02-18,1058166.02049316
2019-02-19,1058727.9397044997
2019-02-20,1060618.867030016
2019-02-21,1058916.403973094
2019-02-22,1059835.5401791374
2019-02-25,1065557.2191885493
2019-02-26,1062751.4134562176
2019-02-27,1064016.0348745557
2019-02-28,1061089.2408948888
2019-03-01,1062863.937781142
2019-03-04,1061166.0086836258
2019-03-05,1060951.7696525694
2019-03-06,1063094.7813420459
2019-03-07,1062439.3333125184
2019-03-08,1059303.2928208373
2019-03-11,1063472.6253447924
2019-03-12,1065762.3305841219
2019-03-13,1064512.487595492
2019-03-14,1061488.4114774559
2019-03-15,1062646.326180726
2019-03-18,1065291.632266766
2019-03-19,1067308.1580763229
2019-03-20,1066644.963409077
2019-03-21,1069409.3146616498
2019-03-22,1069809.0437816533
2019-03-25,1069128.7481647062
2019-03-26,1067639.4821812285
2019-03-27,1067597.3687071686
2019-03-28,1066788.7791968868
2019-03-29,1066496.9577249635
2019-04-01,1070476.6978298079
2019-04-02,1070791.219224829
2019-04-03,1071016.584107541
2019-04-04,1071063.2675343545
2019-04-08,1070107.4007006246
2019-04-09,1069174.0388189107
2019-04-10,1066396.0054587708
2019-04-11,1068580.010307752
2019-04-12,1065539.713087294
2019-04-15,1063609.7489367228
2019-04-16,1064398.571396004
2019-04-17,1064257.017446712
2019-04-18,1062312.969784208
2019-04-19,1063950.7072343982
2019-04-22,1063836.7718663148
2019-04-23,1062128.6954920944
2019-04-24,1062439.507282039
2019-04-25,1061851.8157653746
2019-04-26,1061700.307929276
2019-04-29,1061068.0209706454
2019-04-30,1065129.2612141196
2019-05-06,1059226.028210636
2019-05-07,1060781.1731027728
2019-05-08,1058616.6701920184
2019-05-09,1059381.6211588497
2019-05-10,1062177.973950863
2019-05-13,1063245.9988924684
2019-05-14,1062226.560410379
2019-05-15,1063967.519894408
2019-05-16,1066061.4897298813
2019-05-17,1066874.836023444
2019-05-20,1064270.3924884738
2019-05-21,1063043.787681022
2019-05-22,1062838.7594354334
2019-05-23,1061493.03035402
2019-05-24,1062157.3840086565
2019-05-27,1061534.5741275356
2019-05-28,1062693.2040616372
2019-05-29,1063250.9978573706
2019-05-30,1063267.2456254566
2019-05-31,1064751.7919479683
2019-06-03,1064487.0638370162
2019-06-04,1063778.4317398078
2019-06-05,1066953.3379068838
2019-06-06,1066303.2464988634
2019-06-10,1069107.934609224
2019-06-11,1069814.1662251505
2019-06-12,1070584.2960406416
2019-06-13,1070543.2164787122
2019-06-14,1072787.8742076373
2019-06-17,1070707.2817663434
2019-06-18,1071755.027640827
2019-06-19,1074076.4134552658
2019-06-20,1080487.9203052265
2019-06-21,1083183.0815007086
2019-06-24,1083610.0238837
2019-06-25,1085633.7283619023
2019-06-26,1082229.6473868103
2019-06-27,1083157.9642035917
2019-06-28,1082293.8257791072
2019-07-01,1083275.5162700524
2019-07-02,1084579.353670651
2019-07-03,1089294.455063908
2019-07-04,1086703.5543668391
2019-07-05,1087472.8149207563
2019-07-08,1083521.0648848612
2019-07-09,1082654.535641628
2019-07-10,1082367.5742665178
2019-07-11,1084699.6459724824
2019-07-12,1084839.9394159846
2019-07-15,1086515.25566875
2019-07-16,1086843.8716790217
2019-07-17,1086652.9423418886
2019-07-18,1085690.8968606465
2019-07-19,1087803.8611979063
2019-07-22,1085617.659218285
2019-07-23,1086061.4845076234
2019-07-24,1087019.9808687067
2019-07-25,1088658.3341265544
2019-07-26,1088778.127753605
2019-07-29,1088385.3586703858
2019-07-30,1088819.321251036
2019-08-01,1086458.338381455
2019-08-02,1088611.0992379677
2019-08-05,1091796.0544846812
2019-08-06,1090219.8677634902
2019-08-07,1091050.4039664194
2019-08-08,1094351.5036207766
2019-08-09,1096730.0468462766
2019-08-12,1098002.8280555762
2019-08-13,1097220.731651803
2019-08-14,1096498.764755945
2019-08-15,1095482.8218391102
2019-08-16,1095722.560195319
2019-08-19,1097558.472919193
2019-08-20,1097313.7839809754
2019-08-21,1097197.0886887359
2019-08-22,1097661.7373716289
2019-08-23,1096851.8596386805
2019-08-26,1097958.5626417801
2019-08-27,1099648.758756473
2019-08-28,1100600.8889146186
2019-08-29,1100467.057121232
2019-08-30,1098200.7280468356
2019-09-02,1099857.2898669
2019-09-03,1099247.309390754
2019-09-04,1099898.2909926209
2019-09-05,1102922.4119842984
2019-09-06,1104672.4288240597
2019-09-09,1106367.6525113815
2019-09-10,1103771.7215172797
2019-09-11,1102799.9887248192
2019-09-12,1103209.6171996058
2019-09-16,1102123.5918479296
2019-09-17,1100088.289578157
2019-09-18,1098889.9360036093
2019-09-19,1100080.2043686472
2019-09-20,1101721.5978616765
2019-09-23,1100189.0807695969
2019-09-24,1099927.2683934898
2019-09-25,1097094.2141242316
2019-09-26,1097989.558992732
2019-09-27,1096955.8501265463
2019-09-30,1095986.960445177
2019-10-08,1096495.1169276964
2019-10-09,1097425.966566924
2019-10-10,1099097.1468452776
2019-10-11,1100766.1995145902
2019-10-14,1102575.8971329688
2019-10-15,1101935.9164617858
2019-10-16,1101295.7635083736
2019-10-17,1101789.9691696751
2019-10-18,1099570.1647019205
2019-10-21,1098088.5477357816
2019-10-22,1099349.18592947
2019-10-23,1098490.516029039
2019-10-24,1100447.0003800227
2019-10-25,1103179.6646458576
2019-10-28,1105605.3768077746
2019-10-29,1106517.036844386
2019-10-30,1102293.098583992
2019-10-31,1100745.1816764607
2019-11-01,1103003.099430678
2019-11-04,1103722.2369366034
2019-11-05,1105455.875884926
2019-11-06,1104440.578101007
2019-11-07,1107038.2611504043
2019-11-08,1106824.7292684226
2019-11-11,1108431.9520718933
2019-11-12,1107422.379374122
2019-11-13,1108061.1867021073
2019-11-14,1108319.8825688467
2019-11-15,1108576.6601768245
2019-11-18,1113127.2911685216
2019-11-19,1116715.2829118515
2019-11-20,1114979.2649261672
2019-11-21,1115609.3770745879
2019-11-22,1114824.3465108583
2019-11-25,1113957.6058995114
2019-11-26,1116010.9884439742
2019-11-27,1115639.930167885
2019-11-28,1115707.022733919
2019-11-29,1117223.8540819169
2019-12-02,1118862.0477178781
2019-12-03,1118855.7230042168
2019-12-04,1118755.4814131113
2019-12-05,1119486.5697333082
2019-12-06,1119062.589852196
2019-12-09,1118466.1372292652
2019-12-10,1118692.4974168446
2019-12-11,1119024.3932215422
2019-12-12,1119915.9020357626
2019-12-13,1120970.6632974439
2019-12-16,1124263.2313029254
2019-12-17,1126606.0452866266
2019-12-18,1126469.9261703389
2019-12-19,1126162.4040841132
2019-12-20,1127914.3680160413
2019-12-23,1128891.9595348092
2019-12-24,1132922.9401966066
2019-12-25,1133652.5062302384
2019-12-26,1136126.6778065963
2019-12-27,1138210.8008150503
2019-12-30,1137956.6568136653
2019-12-31,1140927.415776911
2020-01-02,1141500.5781194342
2020-01-03,1143524.799295987
2020-01-06,1145626.757323911
2020-01-07,1146841.9502508664
2020-01-08,1146749.4664296855
2020-01-09,1147691.6320418858
2020-01-10,1150869.997359188
2020-01-13,1151040.5342785069
2020-01-14,1151105.5418711242
2020-01-15,1151247.1248339412
2020-01-16,1150281.1480763534
2020-01-17,1152581.4513652097
2020-01-20,1153034.286580322
2020-01-21,1156449.1898489068
2020-01-22,1154278.492348857
2020-01-23,1156213.4826230581
2020-02-03,1150798.2459508476
2020-02-04,1153066.8193612574
2020-02-05,1162143.311857487
2020-02-06,1168369.3605670924
2020-02-07,1171920.769205199
2020-02-10,1175817.7233138164
2020-02-11,1180779.9194162132
2020-02-12,1186712.9210959799
2020-02-13,1191543.761783521
2020-02-14,1185122.5061696365
2020-02-17,1187326.5385582799
2020-02-18,1187646.7220366818
2020-02-19,1186859.5594290453
2020-02-20,1190587.6970289834
2020-02-21,1193994.0623448207
2020-02-24,1196744.944890037
2020-02-25,1194385.7769961427
2020-02-26,1189742.3429363284
2020-02-27,1187390.5264157767
2020-02-28,1177164.0129371125
2020-03-02,1179254.7820927284
2020-03-03,1184195.8004674674
2020-03-04,1186226.7627128083
2020-03-05,1187413.6066059386
2020-03-06,1186280.3134704204
2020-03-09,1180901.101486382
2020-03-10,1179046.0039440403
2020-03-11,1177799.649850006
2020-03-12,1172385.2932876255
2020-03-13,1161943.124142048
2020-03-16,1147037.837387759
2020-03-17,1139010.987204788
2020-03-18,1138549.1463306085
2020-03-19,1136192.0786469544
2020-03-20,1146101.9565974523
2020-03-23,1139228.148677546
2020-03-24,1153516.3341931277
2020-03-25,1164940.3616466955
2020-03-26,1163672.4152338966
2020-03-27,1165457.069383746
2020-03-30,1162312.318274987
2020-03-31,1164374.1544528164
2020-04-01,1161642.276687359
2020-04-02,1166083.7112519718
2020-04-03,1164976.7142535928
2020-04-07,1177147.0960832213
2020-04-08,1178776.465966262
2020-04-09,1180080.8340465308
2020-04-10,1174470.1890437102
2020-04-13,1172477.6846373565
2020-04-14,1176071.6921611924
2020-04-15,1181361.8047551278
2020-04-16,1182602.5174656713
2020-04-17,1184995.5404813173
2020-04-20,1186510.140352313
2020-04-21,1185209.8550419954
2020-04-22,1194207.8761192951
2020-04-23,1199717.2289447961
2020-04-24,1201194.4562069455
2020-04-27,1202383.2687561016
2020-04-28,1202518.8497366696
2020-04-29,1206173.7993664818
2020-04-30,1208512.7783502867
2020-05-06,1208234.8655379512
2020-05-07,1201867.1263836604
2020-05-08,1201857.6951104873
2020-05-11,1198455.6425296576
2020-05-12,1197438.336146448
2020-05-13,1197091.036852043
2020-05-14,1194124.5360547383
2020-05-15,1195170.391217706
2020-05-18,1194113.8877006986
2020-05-19,1191507.3476921564
2020-05-20,1187135.2499276202
2020-05-21,1182878.697712971
2020-05-22,1182158.4893345817
2020-05-25,1181299.8807479064
2020-05-26,1181854.0533127813
2020-05-27,1177139.0298846848
2020-05-28,1177311.7071517408
2020-05-29,1178474.9522461868
2020-06-01,1184424.2434390676
2020-06-02,1182512.856509915
2020-06-03,1180382.0074583695
2020-06-04,1180544.7001978895
2020-06-05,1180124.7922659458
2020-06-08,1179405.2312756027
2020-06-09,1180851.9836581303
2020-06-10,1180844.468747763
2020-06-11,1183536.8837612022
2020-06-12,1183228.5894030426
2020-06-15,1183334.166921164
2020-06-16,1185295.8420850965
2020-06-17,1183637.9628389063
2020-06-18,1181534.7997441683
2020-06-19,1183771.1741189677
2020-06-22,1187822.2785078448
2020-06-23,1183931.6880862429
2020-06-24,1185396.1717233649
2020-06-29,1184020.9724003018
2020-06-30,1187859.9370598055
2020-07-01,1191264.699308118
2020-07-02,1194929.8824307483
2020-07-03,1200113.2440984605
2020-07-06,1207436.736489192
2020-07-07,1209024.8348187692
2020-07-08,1211719.3900581063
2020-07-09,1215520.1743127014
2020-07-10,1210888.8017038128
2020-07-13,1217359.9364875148
2020-07-14,1215846.9351791635
2020-07-15,1211983.6631101777
2020-07-16,1202082.6415264315
2020-07-17,1201371.3691940678
2020-07-20,1205219.250038261
2020-07-21,1213005.2144766252
2020-07-22,1219869.6143914498
2020-07-23,1221579.7331696386
2020-07-24,1212771.1046646726
2020-07-27,1217179.028197118
2020-07-28,1218566.0178799042
2020-07-29,1222765.6616717235
2020-07-30,1222530.4580996821
2020-07-31,1227187.4509641232
2020-08-03,1229455.2341400455
2020-08-04,1230879.3362407277
2020-08-05,1238227.8033029365
2020-08-06,1238503.0108822472
2020-08-07,1238612.4472970888
2020-08-10,1236579.302680675
2020-08-11,1230387.5367501362
2020-08-12,1214964.6162556794
2020-08-13,1221881.124280543
2020-08-14,1224191.419456609
2020-08-17,1228781.6451389804
2020-08-18,1235573.0887943842
2020-08-19,1231181.9852908086
2020-08-20,1223836.5735081858
2020-08-21,1227655.407410965
2020-08-24,1232896.81088886
2020-08-25,1237838.8859061075
2020-08-26,1231922.1562438684
2020-08-27,1238130.2065110628
2020-08-28,1241844.0306403986
2020-08-31,1251318.5136443323
2020-09-01,1254468.5543258844
2020-09-02,1256623.4697714872
2020-09-03,1256856.1696397287
2020-09-04,1246151.0015296717
2020-09-07,1233692.420251209
2020-09-08,1238086.554444032
2020-09-09,1230673.9184361524
2020-09-10,1232325.2716565123
2020-09-11,1231307.3908816208
2020-09-14,1233096.232111994
2020-09-15,1236471.0135503525
2020-09-16,1236174.4447310695
2020-09-17,1232824.5382297686
2020-09-18,1236377.80139889
2020-09-21,1236356.5104289472
2020-09-22,1232556.110932323
2020-09-23,1231557.2711226786
2020-09-24,1225222.6371214602
2020-09-25,1224879.6533245726
2020-09-28,1224433.6553486977
2020-09-29,1227861.1739861548
2020-09-30,1228091.663299614
2020-10-09,1230471.178391171
2020-10-12,1234949.6706646334
2020-10-13,1234491.5073879021
2020-10-14,1233654.7602267468
2020-10-15,1229634.34625419
2020-10-16,1231647.1513918107
2020-10-19,1232997.9444840963
2020-10-20,1232857.94400055
2020-10-21,1234162.2424551426
2020-10-22,1234728.6816924054
2020-10-23,1230009.5010582106
2020-10-26,1228675.5576378722
2020-10-27,1231893.9307046055
2020-10-28,1235839.305231955
2020-10-29,1234171.4602347475
2020-10-30,1228696.0211680292
2020-11-02,1231211.3343475172
2020-11-03,1234153.6093895584
2020-11-04,1236169.8075199472
2020-11-05,1238197.3416827102
2020-11-06,1235518.8217660896
2020-11-09,1237895.3252574238
2020-11-10,1233157.5435283505
2020-11-11,1231560.2186419398
2020-11-12,1229563.7196860933
2020-11-13,1227013.4855523775
2020-11-16,1229088.3056092102
2020-11-17,1225800.6901689388
2020-11-18,1224879.475543451
2020-11-19,1224682.5067446907
2020-11-20,1224245.643959182
2020-11-23,1229580.8176595578
2020-11-24,1223802.0238501101
2020-11-25,1221965.1080569157
2020-11-26,1220055.5814311344
2020-11-27,1219179.5420836085
2020-11-30,1217963.3569711912
2020-12-01,1220180.0302685858
2020-12-02,1226637.821956056
2020-12-03,1230391.5765662054
2020-12-04,1230277.0915741944
2020-12-07,1228271.014792997
2020-12-08,1229824.41711254
2020-12-09,1227314.1527665202
2020-12-10,1224776.805141922
2020-12-11,1221743.1058738073
2020-12-14,1221112.9294945407
2020-12-15,1221446.9253207252
2020-12-16,1221954.0257435835
2020-12-17,1223692.0335753676
2020-12-18,1224361.5252981521
2020-12-21,1228439.5399526397
2020-12-22,1225921.7237570335
2020-12-23,1226283.0814953297
2020-12-24,1224251.6550170474
2020-12-25,1227645.9327596829
2020-12-28,1226466.1914392482
2020-12-29,1226313.22990989
2020-12-30,1228648.5514203943
2020-12-31,1231978.1649199843
2021-01-04,1233497.8801483528
2021-01-05,1234722.8912384575
2021-01-06,1236011.0825897474
2021-01-07,1233447.49490557
2021-01-08,1233859.2684340233
2021-01-11,1228760.296020916
2021-01-12,1230978.6992157416
2021-01-13,1229969.3837544292
2021-01-14,1230644.656769121
2021-01-15,1231943.2847462974
2021-01-18,1232152.7212759245
2021-01-19,1230528.749093027
2021-01-20,1233115.651135912
2021-01-21,1237827.7296705435
2021-01-22,1236740.5167171757
2021-01-25,1235835.657448152
2021-01-26,1232206.2238636706
2021-01-27,1232377.4361016168
2021-01-28,1224974.7532273098
2021-01-29,1222016.6737455227
2021-02-01,1224376.3715057094
2021-02-02,1225993.924229513
2021-02-03,1225781.5717303508
2021-02-04,1220272.9711305902
2021-02-05,1219014.5788099144
2021-02-08,1220872.9905127478
2021-02-09,1224690.7858930854
2021-02-10,1227191.0230470574
2021-02-18,1225756.9211185947
2021-02-19,1227570.4456295376
2021-02-22,1229779.9466604677
2021-02-23,1228889.964232067
2021-02-24,1226559.2986283428
2021-02-25,1227309.402621381
2021-02-26,1219193.5074316373
2021-03-01,1222273.6265072776
2021-03-02,1223858.0536588016
2021-03-03,1226683.6805674438
2021-03-04,1220506.098155655
2021-03-05,1220964.9937425137
2021-03-08,1221196.877864489
2021-03-09,1217339.7603719095
2021-03-10,1219308.9235161368
2021-03-11,1223715.1308214883
2021-03-12,1222226.5157626895
2021-03-15,1222030.2734475667
2021-03-16,1223610.9864919249
2021-03-17,1223931.9780997138
2021-03-18,1225443.6043964573
2021-03-19,1221601.9834424604
2021-03-22,1223597.7510039967
2021-03-23,1223249.093640923
2021-03-24,1222222.341222952
2021-03-25,1221111.1248010905
2021-03-26,1222523.3899888552
2021-03-29,1224215.6945140327
2021-03-30,1226030.4390798283
2021-03-31,1224641.2118413732
2021-04-01,1228507.2492366445
2021-04-02,1232741.3687951474
2021-04-06,1233144.3166880216
2021-04-07,1233913.5563098616
2021-04-08,1232594.5086147166
2021-04-09,1232601.6378445192
2021-04-12,1233317.6255368947
2021-04-13,1232475.234611518
2021-04-14,1234216.3350860837
2021-04-15,1232037.6462385152
2021-04-16,1235854.289950605
2021-04-19,1238053.760592538
2021-04-20,1236162.9640233223
2021-04-21,1238365.3060287596
2021-04-22,1239524.797137823
2021-04-23,1243157.9622759544
2021-04-26,1244178.1733911699
2021-04-27,1241898.561453314
2021-04-28,1241444.8915748494
2021-04-29,1241504.7099331815
2021-04-30,1239974.6638847908
2021-05-06,1240812.7506979275
2021-05-07,1240899.3520693542
2021-05-10,1242023.9044687175
2021-05-11,1241823.7704344413
2021-05-12,1242996.8079831263
2021-05-13,1239487.494070119
