trade_date,Strategy_Pure,Strategy_Hedged,Benchmark_EqualWeight,Benchmark_CSI1000
2025-01-06,1122454.1753705263,1062848.551204427,1226529.8308721639,1237289.672510736
2025-01-07,1156427.3618043275,1062848.551204427,1247470.7849231218,1255823.9741070904
2025-01-08,1169046.0950848865,1062848.551204427,1246807.5639505177,1249147.327697757
2025-01-09,1179060.548862871,1062848.551204427,1248564.789009318,1251574.4570067606
2025-01-10,1141824.162584339,1062848.551204427,1217421.6259683212,1223364.0704994902
2025-01-13,1136779.1959253256,1062848.551204427,1217282.332800475,1226575.7531966243
2025-01-14,1199594.7789601272,1062848.551204427,1266637.3569717323,1282081.8022665114
2025-01-15,1207804.3933521577,1062848.551204427,1264149.4399099802,1274253.0361179162
2025-01-16,1220803.6861365887,1062848.551204427,1273895.8485621514,1279930.6786629495
2025-01-17,1211089.0468838897,1062848.551204427,1275041.1175243258,1288814.7088316304
2025-01-20,1206973.0409868935,1062848.551204427,1285814.0051985383,1297105.4701418523
2025-01-21,1188793.6690212595,1062848.551204427,1281359.2210907575,1303475.6641732014
2025-01-22,1161268.4419280754,1062848.551204427,1268003.4356492967,1291940.346584622
2025-01-23,1151881.075965117,1062848.551204427,1265682.256356471,1286048.2535634185
2025-01-24,1156364.5329668515,1062848.551204427,1275373.7779167008,1310118.1132329397
2025-01-27,1139682.347226445,1062848.551204427,1268580.2173895587,1289806.873226012
2025-02-05,1168910.469325343,1062848.551204427,1274400.3176419404,1297610.0465194264
2025-02-06,1199015.7380569135,1062848.551204427,1296478.0497230021,1332998.1257646137
2025-02-07,1216670.4537762632,1062848.551204427,1313247.1160092535,1353344.6662614462
2025-02-10,1243944.6623405996,1090075.7136633222,1332490.1823039302,1370220.947972593
2025-02-11,1235719.0105378025,1082857.1259076614,1330057.5159558028,1365726.0924674263
2025-02-12,1242068.2771926112,1088478.1288604913,1341383.9664859744,1386561.5447494376
2025-02-13,1239390.9822872493,1085827.1531347588,1332933.8240935274,1370651.1726933054
2025-02-14,1235838.449252475,1082765.6414469362,1331563.6376857497,1378668.3552067664
2025-02-17,1267449.087465355,1109610.888093849,1345625.281925768,1385889.7323009404
2025-02-18,1239643.853709392,1083744.3888865863,1319231.683442411,1355128.0028858145
2025-02-19,1255313.4114776272,1096141.8511231004,1339955.9625006402,1387425.965495977
2025-02-20,1261838.1976218303,1100242.194823391,1349147.9617193022,1397549.484116434
2025-02-21,1265311.5096713938,1101291.308059425,1353761.2123281357,1422880.6744158596
2025-02-24,1269950.3177394236,1103510.548303591,1359590.0848125594,1426145.0872197885
2025-02-25,1274196.435344662,1106741.1235998715,1351728.0309484026,1419836.0071615868
2025-02-26,1290126.3801364505,1121430.8344344625,1370390.2420915596,1439467.050853665
2025-02-27,1288001.5221235815,1118139.476008906,1370428.1277372339,1433978.7071857452
2025-02-28,1257162.212371993,1092720.390477551,1338124.2915858147,1383430.391294899
2025-03-03,1253125.255755886,1091455.9849538116,1341917.0347941148,1384147.653124148
2025-03-04,1263391.3457600158,1100683.9159230252,1354461.7717665748,1402671.143945469
2025-03-05,1264112.7532527198,1101111.9117271036,1356398.7711442448,1411630.6289113215
2025-03-06,1287671.2110027075,1121820.7720933224,1374143.2818223457,1441797.9863276782
2025-03-07,1278811.5731775218,1113893.9503213018,1370029.8260326867,1435795.5792755228
2025-03-10,1285777.2069583228,1119964.352239822,1377786.9199461592,1438709.6347171485
2025-03-11,1291677.0075294892,1125097.871241184,1386060.544845536,1445496.3745293717
2025-03-12,1305160.2803148788,1136842.3395038699,1393401.7952133005,1448857.4224244144
2025-03-13,1295849.0633727394,1128729.6266126353,1383027.3750895665,1426768.8027507893
2025-03-14,1317865.11694262,1147911.9537068503,1403913.3555812102,1449784.7221685965
2025-03-17,1332507.4854491604,1160666.8076641387,1411842.2133478525,1453843.1753673172
2025-03-18,1339782.5305783434,1167001.8904291752,1417756.8573729985,1458776.418831487
2025-03-19,1345532.983390323,1172006.731658073,1413578.2744780842,1448351.9635345931
2025-03-20,1356895.3604867896,1181899.47477111,1414355.7957155309,1441818.0634813115
2025-03-21,1344684.9695377126,1171270.973421303,1396753.2055824418,1413257.5402398
2025-03-24,1311540.416413758,1142400.9773017212,1378440.34427502,1403269.707877414
2025-03-25,1304158.0827050956,1135967.3615975413,1376248.7027597534,1392331.6304524082
2025-03-26,1323155.4430147896,1152512.6727229534,1388150.4792125719,1397658.4743790145
2025-03-27,1308248.0437110788,1139523.7604858754,1380580.2305363726,1396303.5974508629
2025-03-28,1289915.0998041637,1123554.157729969,1363197.9639364865,1382967.5136210243
2025-03-31,1265494.897519871,1102287.7785070215,1346279.9484203397,1373773.5010253685
2025-04-01,1274936.9372383906,1110509.6390170373,1360495.2460542892,1381017.8234379806
2025-04-02,1277869.9679473592,1113065.257857799,1362329.0135402014,1384938.1634699495
2025-04-03,1269253.018381531,1105561.1984189565,1358063.502411528,1368612.5694013145
2025-04-07,1159736.3367365557,1010174.9761497168,1237764.620064467,1212669.5664548269
2025-04-08,1151835.384818472,1007178.6300687889,1222055.5739907722,1220077.3742613096
2025-04-09,1180065.7886834904,1007178.6300687889,1245394.819865674,1247062.613140828
2025-04-10,1221829.7957373238,1007178.6300687889,1276823.6506633922,1276241.7774679181
2025-04-11,1235304.4999039941,1007178.6300687889,1283745.548801895,1293363.1769558403
2025-04-14,1270077.851477205,1007178.6300687889,1308477.4259097492,1310205.4819454544
